,Agency,Mode,TOS,Active,Reporter Type,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
61,Kitsap Transit,VP,DO,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136.0,198979.0,396.0,254183.0,2017.0,12.0,2017.0,3672787.0,179833.0,20.4233,505729.0,1135664.0,6.3151,2.8122
62,Whatcom Transportation Authority,DR,DO,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48.0,114473.0,776.0,216108.0,2017.0,12.0,2017.0,1260239.0,220815.0,5.7072,91098.0,8198347.0,37.1277,0.4126
64,Whatcom Transportation Authority,DT,PT,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48.0,114473.0,776.0,216108.0,2017.0,12.0,2017.0,24806.0,1626.0,15.2558,98.0,38675.0,23.7854,0.0603
65,Whatcom Transportation Authority,MB,DO,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48.0,114473.0,776.0,216108.0,2017.0,12.0,2017.0,13276920.0,4602021.0,2.885,2564870.0,20029380.0,4.3523,0.5573
66,Whatcom Transportation Authority,VP,DO,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48.0,114473.0,776.0,216108.0,2017.0,12.0,2017.0,1845150.0,46492.0,39.6875,177809.0,308792.0,6.6418,3.8245
69,City of Seattle - Seattle Center Monorail Transit,MG,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,83.0,704352.0,2017.0,12.0,2017.0,1916531.0,2129479.0,0.9,4050470.0,4130627.0,1.9397,1.9021
71,Clark County Public Transportation Benefit Area Authority,CB,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524.0,1849898.0,142.0,405800.0,2017.0,12.0,2017.0,8689661.0,750355.0,11.5807,3325175.0,6449118.0,8.5948,4.4315
72,Clark County Public Transportation Benefit Area Authority,DR,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524.0,1849898.0,142.0,405800.0,2017.0,12.0,2017.0,1792498.0,245919.0,7.289,432468.0,12096417.0,49.1886,1.7586
73,Clark County Public Transportation Benefit Area Authority,MB,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524.0,1849898.0,142.0,405800.0,2017.0,12.0,2017.0,15739532.0,4976515.0,3.1628,2912059.0,32281899.0,6.4868,0.5852
74,Clark County Public Transportation Benefit Area Authority,VP,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524.0,1849898.0,142.0,405800.0,2017.0,12.0,2017.0,1433406.0,54894.0,26.1123,187394.0,479905.0,8.7424,3.4137
75,Salem Area Mass Transit District,DR,PT,Active,Full Reporter,Salem,OR,156,"Salem, OR",76.0,236632.0,68.0,230118.0,2017.0,6.0,2017.0,4982763.0,567161.0,8.7854,376359.0,15453241.0,27.2467,0.6636
76,Salem Area Mass Transit District,MB,DO,Active,Full Reporter,Salem,OR,156,"Salem, OR",76.0,236632.0,68.0,230118.0,2017.0,6.0,2017.0,8992533.0,2940565.0,3.0581,2551972.0,23383643.0,7.9521,0.8679
78,Salem Area Mass Transit District,VP,PT,Active,Full Reporter,Salem,OR,156,"Salem, OR",76.0,236632.0,68.0,230118.0,2017.0,6.0,2017.0,2872348.0,70303.0,40.8567,418369.0,327047.0,4.652,5.9509
79,Pierce County Ferry Operations,FB,PT,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA",1010.0,3059393.0,233.0,844295.0,2017.0,12.0,2017.0,1727669.0,436280.0,3.96,2004543.0,3902287.0,8.9445,4.5946
80,Snohomish County Public Transportation Benefit Area Corporation,CB,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA",1010.0,3059393.0,265.0,774498.0,2017.0,12.0,2017.0,20215627.0,1168082.0,17.3067,4340068.0,13435685.0,11.5023,3.7156
81,Snohomish County Public Transportation Benefit Area Corporation,CB,PT,Active,Full Reporter,Everett,WA,14,"Seattle, WA",1010.0,3059393.0,265.0,774498.0,2017.0,12.0,2017.0,31368031.0,1721767.0,18.2185,15204651.0,9672950.0,5.618,8.8308
82,Snohomish County Public Transportation Benefit Area Corporation,DR,PT,Active,Full Reporter,Everett,WA,14,"Seattle, WA",1010.0,3059393.0,265.0,774498.0,2017.0,12.0,2017.0,2377803.0,194471.0,12.227,385633.0,8196965.0,42.1501,1.983
83,Snohomish County Public Transportation Benefit Area Corporation,MB,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA",1010.0,3059393.0,265.0,774498.0,2017.0,12.0,2017.0,35522253.0,6413837.0,5.5384,8135402.0,71792365.0,11.1934,1.2684
85,Snohomish County Public Transportation Benefit Area Corporation,VP,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA",1010.0,3059393.0,265.0,774498.0,2017.0,12.0,2017.0,21261425.0,861372.0,24.6832,2772180.0,4386700.0,5.0927,3.2183
88,Rogue Valley Transportation District,DR,PT,Active,Full Reporter,Medford,OR,213,"Medford, OR",65.0,154081.0,50.0,132022.0,2017.0,6.0,2017.0,413730.0,52130.0,7.9365,156086.0,2165993.0,41.5498,2.9942
89,Rogue Valley Transportation District,MB,DO,Active,Full Reporter,Medford,OR,213,"Medford, OR",65.0,154081.0,50.0,132022.0,2017.0,6.0,2017.0,6260380.0,1121932.0,5.58,1101858.0,7584150.0,6.7599,0.9821
91,Washington State Ferries,FB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,1945.0,3919300.0,2017.0,6.0,2017.0,192462676.0,24239866.0,7.9399,41670964.0,241245546.0,9.9524,1.7191
92,Central Puget Sound Regional Transit Authority,CB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,1087.0,3054000.0,2017.0,12.0,2017.0,197588626.0,14726434.0,13.4173,28271310.0,102745702.0,6.977,1.9198
93,Central Puget Sound Regional Transit Authority,CB,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,1087.0,3054000.0,2017.0,12.0,2017.0,59173226.0,3648400.0,16.219,8993275.0,21249667.0,5.8244,2.465
94,Central Puget Sound Regional Transit Authority,CR,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,1087.0,3054000.0,2017.0,12.0,2017.0,111028348.0,4445568.0,24.9751,15042598.0,45502162.0,10.2354,3.3837
96,Central Puget Sound Regional Transit Authority,LR,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,1087.0,3054000.0,2017.0,12.0,2017.0,151386339.0,23002263.0,6.5814,38019002.0,91194100.0,3.9646,1.6528
100,Central Puget Sound Regional Transit Authority,SR,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,1087.0,3054000.0,2017.0,12.0,2017.0,858993.0,972998.0,0.8828,0.0,5054541.0,5.1948,0.0
101,Alaska Railroad Corporation,AR,DO,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85.0,251243.0,266.0,352701.0,2017.0,12.0,2017.0,23455344.0,192331.0,121.953,23264241.0,46448341.0,241.5021,120.9594
105,Link Transit,DR,DO,Active,Full Reporter,Wenatchee,WA,412,"Wenatchee, WA",31.0,67227.0,197.0,108660.0,2017.0,12.0,2017.0,203207.0,52156.0,3.8961,34591.0,1977954.0,37.9238,0.6632
106,Link Transit,DR,PT,Active,Full Reporter,Wenatchee,WA,412,"Wenatchee, WA",31.0,67227.0,197.0,108660.0,2017.0,12.0,2017.0,9129.0,2739.0,3.333,888.0,54649.0,19.9522,0.3242
107,Link Transit,MB,DO,Active,Full Reporter,Wenatchee,WA,412,"Wenatchee, WA",31.0,67227.0,197.0,108660.0,2017.0,12.0,2017.0,10749049.0,951695.0,11.2946,599684.0,10558004.0,11.0939,0.6301
108,Skagit Transit,CB,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34.0,62966.0,760.0,109198.0,2017.0,12.0,2017.0,2842604.0,112563.0,25.2534,65432.0,1174798.0,10.4368,0.5813
109,Skagit Transit,DR,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34.0,62966.0,760.0,109198.0,2017.0,12.0,2017.0,243571.0,63992.0,3.8063,7187.0,4489672.0,70.1599,0.1123
110,Skagit Transit,MB,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34.0,62966.0,760.0,109198.0,2017.0,12.0,2017.0,2280467.0,554403.0,4.1134,343521.0,6373559.0,11.4963,0.6196
111,Skagit Transit,VP,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34.0,62966.0,760.0,109198.0,2017.0,12.0,2017.0,4905811.0,107928.0,45.4545,448444.0,608602.0,5.639,4.155
114,South Metro Area Regional Transit,DR,DO,Active,Full Reporter,Wilsonville,OR,24,"Portland, OR-WA",524.0,1849898.0,80.0,23740.0,2017.0,6.0,2017.0,147528.0,27548.0,5.3553,16735.0,1035270.0,37.5806,0.6075
115,South Metro Area Regional Transit,MB,DO,Active,Full Reporter,Wilsonville,OR,24,"Portland, OR-WA",524.0,1849898.0,80.0,23740.0,2017.0,6.0,2017.0,2210147.0,278707.0,7.93,163152.0,4053909.0,14.5454,0.5854
117,City of Corvallis,MB,PT,Active,Full Reporter,Corvallis,OR,436,"Corvallis, OR",21.0,62433.0,14.0,59046.0,2017.0,6.0,2017.0,3430680.0,1153133.0,2.9751,0.0,2883719.0,2.5008,0.0
118,"vRide, Inc. - Anchorage",VP,DO,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85.0,251243.0,77.0,218145.0,2015.0,12.0,2015.0,9222744.0,220188.0,41.8858,1175529.0,816196.0,3.7068,5.3388
124,King County Ferry District,FB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,2116.0,1931249.0,2015.0,12.0,2015.0,2645294.0,515207.0,5.1344,1982612.0,5478705.0,10.634,3.8482
125,Central Oregon Intergovernmental Council,CB,DO,Active,Full Reporter,Bend,OR,344,"Bend, OR",40.0,83794.0,75.0,127940.0,2017.0,6.0,2017.0,2588345.0,193016.0,13.41,262885.0,1382352.0,7.1619,1.362
126,Central Oregon Intergovernmental Council,DR,DO,Active,Full Reporter,Bend,OR,344,"Bend, OR",40.0,83794.0,75.0,127940.0,2017.0,6.0,2017.0,209193.0,60113.0,3.48,72181.0,1203366.0,20.0184,1.2008
127,Central Oregon Intergovernmental Council,DR,PT,Active,Full Reporter,Bend,OR,344,"Bend, OR",40.0,83794.0,75.0,127940.0,2017.0,6.0,2017.0,112047.0,41043.0,2.73,63396.0,1039036.0,25.3158,1.5446
128,Central Oregon Intergovernmental Council,MB,DO,Active,Full Reporter,Bend,OR,344,"Bend, OR",40.0,83794.0,75.0,127940.0,2017.0,6.0,2017.0,25541.0,9358.0,2.7293,2108.0,79976.0,8.5463,0.2253
129,Central Oregon Intergovernmental Council,MB,PT,Active,Full Reporter,Bend,OR,344,"Bend, OR",40.0,83794.0,75.0,127940.0,2017.0,6.0,2017.0,1469165.0,389594.0,3.771,338669.0,2522604.0,6.475,0.8693
131,City of Portland,SR,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524.0,1849898.0,11.0,72832.0,2017.0,6.0,2017.0,9819965.0,4710854.0,2.0845,801809.0,16405470.0,3.4825,0.1702
133,City of Portland,TR,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524.0,1849898.0,11.0,72832.0,2017.0,6.0,2017.0,1382052.0,2159456.0,0.64,774134.0,2745450.0,1.2714,0.3585
134,"Ride Connection, Inc.",DR,DO,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524.0,1849898.0,1192.0,1364620.0,2017.0,6.0,2017.0,201640.0,77410.0,2.6048,0.0,5152736.0,66.5642,0.0
135,"Ride Connection, Inc.",DT,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524.0,1849898.0,1192.0,1364620.0,2017.0,6.0,2017.0,362118.0,50128.0,7.2239,0.0,1272590.0,25.3868,0.0
136,"Ride Connection, Inc.",MB,DO,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524.0,1849898.0,1192.0,1364620.0,2017.0,6.0,2017.0,339454.0,112031.0,3.03,0.0,735030.0,6.561,0.0
137,Ada County Highway District Commuteride,VP,DO,Active,Full Reporter,Boise,ID,108,"Boise City, ID",134.0,349684.0,15134.0,814966.0,2017.0,9.0,2017.0,11781856.0,180757.0,65.1806,980002.0,978154.0,5.4114,5.4217
138,Rhode Island Public Transit Authority,DR,DO,Active,Full Reporter,Providence,RI,39,"Providence, RI-MA",545.0,1190956.0,1436.0,1048319.0,2017.0,6.0,2017.0,3143629.0,328065.0,9.5823,519430.0,11196385.0,34.1286,1.5833
140,Rhode Island Public Transit Authority,DT,PT,Active,Full Reporter,Providence,RI,39,"Providence, RI-MA",545.0,1190956.0,1436.0,1048319.0,2017.0,6.0,2017.0,1015383.0,34064.0,29.8081,49276.0,1126145.0,33.0597,1.4466
141,Rhode Island Public Transit Authority,MB,DO,Active,Full Reporter,Providence,RI,39,"Providence, RI-MA",545.0,1190956.0,1436.0,1048319.0,2017.0,6.0,2017.0,72630014.0,16239062.0,4.4725,19507063.0,90834062.0,5.5936,1.2012
142,Rhode Island Public Transit Authority,VP,PT,Active,Full Reporter,Providence,RI,39,"Providence, RI-MA",545.0,1190956.0,1436.0,1048319.0,2017.0,6.0,2017.0,97434.0,1728.0,56.3854,12818.0,98381.0,56.9334,7.4178
146,Massachusetts Bay Transportation Authority,CR,PT,Active,Full Reporter,Boston,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,3244.0,3109308.0,2017.0,6.0,2017.0,697665040.0,33949637.0,20.55,218382654.0,399040465.0,11.7539,6.4325
147,Massachusetts Bay Transportation Authority,DR,PT,Active,Full Reporter,Boston,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,3244.0,3109308.0,2017.0,6.0,2017.0,17077017.0,1985115.0,8.6025,6070760.0,103493764.0,52.1349,3.0581
148,Massachusetts Bay Transportation Authority,FB,PT,Active,Full Reporter,Boston,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,3244.0,3109308.0,2017.0,6.0,2017.0,16570127.0,1489508.0,11.1246,12133183.0,10714967.0,7.1936,8.1458
149,Massachusetts Bay Transportation Authority,HR,DO,Active,Full Reporter,Boston,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,3244.0,3109308.0,2017.0,6.0,2017.0,557734891.0,164102709.0,3.3987,228678232.0,355050078.0,2.1636,1.3935
150,Massachusetts Bay Transportation Authority,LR,DO,Active,Full Reporter,Boston,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,3244.0,3109308.0,2017.0,6.0,2017.0,158992398.0,62296430.0,2.5522,83191624.0,187119893.0,3.0037,1.3354
151,Massachusetts Bay Transportation Authority,MB,DO,Active,Full Reporter,Boston,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,3244.0,3109308.0,2017.0,6.0,2017.0,274990173.0,105457861.0,2.6076,98035221.0,434511798.0,4.1202,0.9296
152,Massachusetts Bay Transportation Authority,MB,PT,Active,Full Reporter,Boston,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,3244.0,3109308.0,2017.0,6.0,2017.0,1825365.0,868211.0,2.1024,234672.0,2513438.0,2.895,0.2703
153,Massachusetts Bay Transportation Authority,RB,DO,Active,Full Reporter,Boston,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,3244.0,3109308.0,2017.0,6.0,2017.0,19893655.0,10538096.0,1.8878,10838085.0,18489929.0,1.7546,1.0285
154,Massachusetts Bay Transportation Authority,TB,DO,Active,Full Reporter,Boston,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,3244.0,3109308.0,2017.0,6.0,2017.0,4559747.0,1988765.0,2.2928,1916535.0,12062585.0,6.0654,0.9637
155,Brockton Area Transit Authority,DR,PT,Active,Full Reporter,Brockton,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,86.0,254648.0,2017.0,6.0,2017.0,1137076.0,206568.0,5.5046,1197610.0,4033329.0,19.5254,5.7977
156,Brockton Area Transit Authority,MB,PT,Active,Full Reporter,Brockton,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,86.0,254648.0,2017.0,6.0,2017.0,18299553.0,2720902.0,6.7255,2446938.0,11226125.0,4.1259,0.8993
157,Lowell Regional Transit Authority,DR,DO,Active,Full Reporter,Lowell,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,282.0,338186.0,2017.0,6.0,2017.0,344337.0,59063.0,5.83,64624.0,883879.0,14.965,1.0942
158,Lowell Regional Transit Authority,DR,PT,Active,Full Reporter,Lowell,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,282.0,338186.0,2017.0,6.0,2017.0,281944.0,54853.0,5.14,65074.0,1493831.0,27.2334,1.1863
160,Lowell Regional Transit Authority,MB,PT,Active,Full Reporter,Lowell,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,282.0,338186.0,2017.0,6.0,2017.0,6885841.0,1425640.0,4.83,1171651.0,9172328.0,6.4338,0.8218
161,Southeastern Regional Transit Authority,DR,PT,Active,Full Reporter,New Bedford,MA,219,"New Bedford, MA",55.0,149443.0,47.0,186731.0,2017.0,6.0,2017.0,388733.0,66061.0,5.8845,154728.0,3048620.0,46.1486,2.3422
162,Southeastern Regional Transit Authority,MB,PT,Active,Full Reporter,New Bedford,MA,219,"New Bedford, MA",55.0,149443.0,47.0,186731.0,2017.0,6.0,2017.0,8590963.0,2668001.0,3.22,2258330.0,14084571.0,5.2791,0.8465
163,Berkshire Regional Transit Authority,DR,PT,Active,Full Reporter,Pittsfield,MA,448,"Pittsfield, MA",34.0,59124.0,384.0,127500.0,2017.0,6.0,2017.0,167111.0,26387.0,6.3331,131492.0,884956.0,33.5376,4.9832
165,Berkshire Regional Transit Authority,MB,PT,Active,Full Reporter,Pittsfield,MA,448,"Pittsfield, MA",34.0,59124.0,384.0,127500.0,2017.0,6.0,2017.0,4860889.0,539699.0,9.0067,701078.0,5055427.0,9.3671,1.299
166,Pioneer Valley Transit Authority,DR,PT,Active,Full Reporter,Springfield,MA,65,"Springfield, MA-CT",349.0,621300.0,302.0,551543.0,2017.0,6.0,2017.0,2584350.0,298254.0,8.6649,734611.0,9198784.0,30.8421,2.463
167,Pioneer Valley Transit Authority,MB,PT,Active,Full Reporter,Springfield,MA,65,"Springfield, MA-CT",349.0,621300.0,302.0,551543.0,2017.0,6.0,2017.0,43155648.0,11466707.0,3.7636,6559719.0,35749503.0,3.1177,0.5721
168,Merrimack Valley Regional Transit Authority,CB,PT,Active,Full Reporter,Haverhill,MA,10,"Boston, MA-NH-RI",1873.0,4181019.0,225.0,306339.0,2017.0,6.0,2017.0,1714761.0,63104.0,27.1736,374548.0,563870.0,8.9356,5.9354
