,jan,apr,jul,oct,id,lat,long,name,year,country
718723,705,1390,2628,1939,USC00028619,31.7119,-110.0686,TOMBSTONE,1973,US
718729,620,1669,2757,2047,USC00028619,31.7119,-110.0686,TOMBSTONE,1979,US
718735,836,2163,2626,1281,USC00028619,31.7119,-110.0686,TOMBSTONE,1985,US
718741,900,1671,2632,2001,USC00028619,31.7119,-110.0686,TOMBSTONE,1991,US
718747,952,1676,2824,1881,USC00028619,31.7119,-110.0686,TOMBSTONE,1997,US
718753,1306,1695,2931,2159,USC00028619,31.7119,-110.0686,TOMBSTONE,2003,US
718759,1206,1720,2791,1837,USC00028619,31.7119,-110.0686,TOMBSTONE,2009,US
718785,960,2160,3310,2156,USC00028641,33.4203,-112.86,TONOPAH,1985,US
718791,1080,1890,3289,2313,USC00028641,33.4203,-112.86,TONOPAH,1991,US
718811,613,1351,2786,1487,USC00028778,35.3881,-113.6594,TRUXTON_CANYON,1961,US
718817,474,0,0,0,USC00028778,35.3881,-113.6594,TRUXTON_CANYON,1967,US
718823,286,1047,0,0,USC00028778,35.3881,-113.6594,TRUXTON_CANYON,1973,US
718829,104,1228,2614,1709,USC00028778,35.3881,-113.6594,TRUXTON_CANYON,1979,US
718935,986,0,0,0,USC00028795,32.2542,-111.1961,TUCSON_17_NW,1985,US
718941,1041,1793,2989,2301,USC00028795,32.2542,-111.1961,TUCSON_17_NW,1991,US
718947,1072,2608,2970,902,USC00028795,32.2542,-111.1961,TUCSON_17_NW,1997,US
718953,1399,1825,3178,2378,USC00028795,32.2542,-111.1961,TUCSON_17_NW,2003,US
718961,1127,1831,3042,2005,USC00028796,32.2817,-110.9442,TUCSON_CAMP_AVE_EXP,1961,US
718967,894,1575,2971,2047,USC00028796,32.2817,-110.9442,TUCSON_CAMP_AVE_EXP,1967,US
718973,818,1602,2916,2022,USC00028796,32.2817,-110.9442,TUCSON_CAMP_AVE_EXP,1973,US
718979,824,1739,3006,2120,USC00028796,32.2817,-110.9442,TUCSON_CAMP_AVE_EXP,1979,US
718985,902,0,0,0,USC00028796,32.2817,-110.9442,TUCSON_CAMP_AVE_EXP,1985,US
718991,993,2158,2966,1320,USC00028796,32.2817,-110.9442,TUCSON_CAMP_AVE_EXP,1991,US
718997,1029,0,0,1426,USC00028796,32.2817,-110.9442,TUCSON_CAMP_AVE_EXP,1997,US
719009,1193,1861,3183,2015,USC00028796,32.2817,-110.9442,TUCSON_CAMP_AVE_EXP,2009,US
719011,1137,1797,3025,1989,USC00028800,32.25,-110.8333,TUCSON_MAGNETIC_OBSY,1961,US
719017,887,1595,2938,2086,USC00028800,32.25,-110.8333,TUCSON_MAGNETIC_OBSY,1967,US
719023,813,1508,2970,2073,USC00028800,32.25,-110.8333,TUCSON_MAGNETIC_OBSY,1973,US
719029,816,1724,3053,2138,USC00028800,32.25,-110.8333,TUCSON_MAGNETIC_OBSY,1979,US
719035,970,1887,3071,2005,USC00028800,32.25,-110.8333,TUCSON_MAGNETIC_OBSY,1985,US
719041,1007,1669,3028,2218,USC00028800,32.25,-110.8333,TUCSON_MAGNETIC_OBSY,1991,US
719067,975,1685,3016,903,USC00028815,32.2292,-110.9536,TUCSON_WFO,1967,US
719073,1000,1666,2983,2253,USC00028815,32.2292,-110.9536,TUCSON_WFO,1973,US
719079,803,1886,3058,2237,USC00028815,32.2292,-110.9536,TUCSON_WFO,1979,US
719085,1015,2042,3035,2144,USC00028815,32.2292,-110.9536,TUCSON_WFO,1985,US
719091,1074,1871,3033,2282,USC00028815,32.2292,-110.9536,TUCSON_WFO,1991,US
719097,1079,1897,3180,927,USC00028815,32.2292,-110.9536,TUCSON_WFO,1997,US
719103,1450,1914,3187,2434,USC00028815,32.2292,-110.9536,TUCSON_WFO,2003,US
719109,1293,1933,3213,2083,USC00028815,32.2292,-110.9536,TUCSON_WFO,2009,US
719135,967,1999,2972,1997,USC00028817,32.2581,-111.0053,TUCSON_U_OF_A_1,1985,US
719141,954,1708,2941,2199,USC00028817,32.2581,-111.0053,TUCSON_U_OF_A_1,1991,US
719153,1356,1773,3148,2343,USC00028817,32.2581,-111.0053,TUCSON_U_OF_A_1,2003,US
719159,1184,1855,3165,0,USC00028817,32.2581,-111.0053,TUCSON_U_OF_A_1,2009,US
719161,970,0,0,0,USC00028865,31.5678,-111.0497,TUMACACORI_NM,1961,US
719167,848,0,0,0,USC00028865,31.5678,-111.0497,TUMACACORI_NM,1967,US
719173,516,1312,2633,1699,USC00028865,31.5678,-111.0497,TUMACACORI_NM,1973,US
719179,706,1536,2744,1969,USC00028865,31.5678,-111.0497,TUMACACORI_NM,1979,US
719185,794,1672,2657,1725,USC00028865,31.5678,-111.0497,TUMACACORI_NM,1985,US
719191,836,0,2549,1149,USC00028865,31.5678,-111.0497,TUMACACORI_NM,1991,US
719197,862,1528,2765,1674,USC00028865,31.5678,-111.0497,TUMACACORI_NM,1997,US
719203,1165,0,0,1226,USC00028865,31.5678,-111.0497,TUMACACORI_NM,2003,US
719209,1047,1582,2742,1698,USC00028865,31.5678,-111.0497,TUMACACORI_NM,2009,US
719211,494,0,0,0,USC00028895,36.2861,-113.0636,TUWEEP,1961,US
719217,380,0,0,0,USC00028895,36.2861,-113.0636,TUWEEP,1967,US
719223,36,958,2620,1529,USC00028895,36.2861,-113.0636,TUWEEP,1973,US
719229,-16,0,0,0,USC00028895,36.2861,-113.0636,TUWEEP,1979,US
719279,242,1458,2788,1894,USC00028904,34.7706,-112.0264,TUZIGOOT,1979,US
719291,622,1440,0,0,USC00028904,34.7706,-112.0264,TUZIGOOT,1991,US
719297,639,1393,2774,1635,USC00028904,34.7706,-112.0264,TUZIGOOT,1997,US
719309,834,0,2437,504,USC00028904,34.7706,-112.0264,TUZIGOOT,2009,US
719317,52,1201,2990,1736,USC00029114,36.9953,-111.4914,WAHWEAP,1967,US
719323,-182,1278,2880,1585,USC00029114,36.9953,-111.4914,WAHWEAP,1973,US
719329,-147,1400,0,0,USC00029114,36.9953,-111.4914,WAHWEAP,1979,US
719335,267,1640,2925,1578,USC00029114,36.9953,-111.4914,WAHWEAP,1985,US
719341,68,0,0,0,USC00029114,36.9953,-111.4914,WAHWEAP,1991,US
719347,356,1257,2732,0,USC00029114,36.9953,-111.4914,WAHWEAP,1997,US
719353,540,1324,0,0,USC00029114,36.9953,-111.4914,WAHWEAP,2003,US
719359,338,1389,3027,1475,USC00029114,36.9953,-111.4914,WAHWEAP,2009,US
719459,169,791,2294,906,USC00029156,35.1722,-111.5097,WALNUT_CANYON_NM,2009,US
719461,334,1053,2365,1086,USC00029158,34.9281,-112.8097,WALNUT_CREEK,1961,US
719467,262,0,0,0,USC00029158,34.9281,-112.8097,WALNUT_CREEK,1967,US
719473,85,831,2266,1212,USC00029158,34.9281,-112.8097,WALNUT_CREEK,1973,US
719479,-154,923,2226,1258,USC00029158,34.9281,-112.8097,WALNUT_CREEK,1979,US
719485,101,0,0,0,USC00029158,34.9281,-112.8097,WALNUT_CREEK,1985,US
719491,307,945,2257,1345,USC00029158,34.9281,-112.8097,WALNUT_CREEK,1991,US
719497,223,1004,2123,1111,USC00029158,34.9281,-112.8097,WALNUT_CREEK,1997,US
719503,590,0,0,0,USC00029158,34.9281,-112.8097,WALNUT_CREEK,2003,US
719509,462,1014,2335,1116,USC00029158,34.9281,-112.8097,WALNUT_CREEK,2009,US
719511,1216,2106,3248,2038,USC00029211,32.6667,-114.1333,WELLTON,1961,US
719517,1032,1669,3357,2314,USC00029211,32.6667,-114.1333,WELLTON,1967,US
719523,1026,1898,3256,0,USC00029211,32.6667,-114.1333,WELLTON,1973,US
719529,931,1962,3161,2364,USC00029211,32.6667,-114.1333,WELLTON,1979,US
719561,348,1132,2375,1280,USC00029271,33.8214,-109.9839,WHITERIVER_1_SW,1961,US
719567,252,879,2298,1382,USC00029271,33.8214,-109.9839,WHITERIVER_1_SW,1967,US
719573,100,836,2244,1376,USC00029271,33.8214,-109.9839,WHITERIVER_1_SW,1973,US
719579,79,1084,2305,1511,USC00029271,33.8214,-109.9839,WHITERIVER_1_SW,1979,US
719585,331,1175,2302,1262,USC00029271,33.8214,-109.9839,WHITERIVER_1_SW,1985,US
719603,713,1070,2557,1621,USC00029271,33.8214,-109.9839,WHITERIVER_1_SW,2003,US
719611,1005,1783,3136,1803,USC00029287,33.9792,-112.7403,WICKENBURG,1961,US
719617,722,1286,3052,1946,USC00029287,33.9792,-112.7403,WICKENBURG,1967,US
719629,584,2030,2628,1089,USC00029287,33.9792,-112.7403,WICKENBURG,1979,US
719635,788,1851,2987,1914,USC00029287,33.9792,-112.7403,WICKENBURG,1985,US
719647,971,1701,2974,1846,USC00029287,33.9792,-112.7403,WICKENBURG,1997,US
719661,1130,1840,3154,1953,USC00029309,34.7061,-113.6136,WIKIEUP,1961,US
719667,1043,1382,3161,2125,USC00029309,34.7061,-113.6136,WIKIEUP,1967,US
719679,656,1617,3033,2090,USC00029309,34.7061,-113.6136,WIKIEUP,1979,US
719685,911,1884,3193,1970,USC00029309,34.7061,-113.6136,WIKIEUP,1985,US
719691,954,1629,3060,2206,USC00029309,34.7061,-113.6136,WIKIEUP,1991,US
719697,1071,1721,2944,1941,USC00029309,34.7061,-113.6136,WIKIEUP,1997,US
719709,1215,1762,3248,1842,USC00029309,34.7061,-113.6136,WIKIEUP,2009,US
719711,650,1422,2679,1498,USC00029334,32.2553,-109.8369,WILLCOX,1961,US
719717,457,1299,2621,1567,USC00029334,32.2553,-109.8369,WILLCOX,1967,US
719723,410,1156,2553,1583,USC00029334,32.2553,-109.8369,WILLCOX,1973,US
719729,477,1419,2618,1687,USC00029334,32.2553,-109.8369,WILLCOX,1979,US
719735,544,1542,2597,1565,USC00029334,32.2553,-109.8369,WILLCOX,1985,US
719741,631,1348,2577,1651,USC00029334,32.2553,-109.8369,WILLCOX,1991,US
719747,725,1428,2637,1565,USC00029334,32.2553,-109.8369,WILLCOX,1997,US
719753,911,1493,2863,1978,USC00029334,32.2553,-109.8369,WILLCOX,2003,US
719759,773,1395,2798,0,USC00029334,32.2553,-109.8369,WILLCOX,2009,US
719761,235,843,2132,1006,USC00029359,35.2414,-112.1928,WILLIAMS,1961,US
719767,122,481,1955,1173,USC00029359,35.2414,-112.1928,WILLIAMS,1967,US
719773,-163,0,0,0,USC00029359,35.2414,-112.1928,WILLIAMS,1973,US
719779,-314,707,2011,1199,USC00029359,35.2414,-112.1928,WILLIAMS,1979,US
719785,-43,951,2051,996,USC00029359,35.2414,-112.1928,WILLIAMS,1985,US
719791,-58,0,0,0,USC00029359,35.2414,-112.1928,WILLIAMS,1991,US
719797,-18,1376,1903,478,USC00029359,35.2414,-112.1928,WILLIAMS,1997,US
719803,487,1406,1952,403,USC00029359,35.2414,-112.1928,WILLIAMS,2003,US
719823,883,2048,3640,2292,USC00029376,35.8686,-114.6611,WILLOW_BEACH,1973,US
719829,808,0,0,0,USC00029376,35.8686,-114.6611,WILLOW_BEACH,1979,US
719835,1096,2395,3511,2306,USC00029376,35.8686,-114.6611,WILLOW_BEACH,1985,US
719841,1095,2076,3460,2598,USC00029376,35.8686,-114.6611,WILLOW_BEACH,1991,US
719847,1267,2254,3432,2328,USC00029376,35.8686,-114.6611,WILLOW_BEACH,1997,US
719853,1501,0,0,1210,USC00029376,35.8686,-114.6611,WILLOW_BEACH,2003,US
719861,982,0,0,1086,USC00029382,32.7167,-110.8667,WILLOW_SPRINGS_RCH,1961,US
719873,665,0,0,0,USC00029382,32.7167,-110.8667,WILLOW_SPRINGS_RCH,1973,US
719911,-226,779,2139,910,USC00029410,35.6169,-109.1244,WINDOW_ROCK_4_SW,1961,US
719917,-348,695,2140,1004,USC00029410,35.6169,-109.1244,WINDOW_ROCK_4_SW,1967,US
719923,-406,507,1996,906,USC00029410,35.6169,-109.1244,WINDOW_ROCK_4_SW,1973,US
719935,-229,0,0,294,USC00029410,35.6169,-109.1244,WINDOW_ROCK_4_SW,1985,US
719941,-300,692,1963,1072,USC00029410,35.6169,-109.1244,WINDOW_ROCK_4_SW,1991,US
719947,-270,0,0,0,USC00029410,35.6169,-109.1244,WINDOW_ROCK_4_SW,1997,US
719979,708,1567,2709,986,USC00029420,32.9167,-110.7167,WINKELMAN_6_S,1979,US
720061,-57,1289,2727,1366,USC00029542,35.5247,-111.3703,WUPATKI_NM,1961,US
720073,-98,1005,2564,1455,USC00029542,35.5247,-111.3703,WUPATKI_NM,1973,US
720079,-153,1304,2691,1641,USC00029542,35.5247,-111.3703,WUPATKI_NM,1979,US
720085,135,1509,2676,1433,USC00029542,35.5247,-111.3703,WUPATKI_NM,1985,US
720091,89,1283,0,0,USC00029542,35.5247,-111.3703,WUPATKI_NM,1991,US
720097,258,1218,2606,1391,USC00029542,35.5247,-111.3703,WUPATKI_NM,1997,US
720103,540,1204,2933,1749,USC00029542,35.5247,-111.3703,WUPATKI_NM,2003,US
720109,425,1290,2751,1360,USC00029542,35.5247,-111.3703,WUPATKI_NM,2009,US
720117,1124,1696,3339,0,USC00029634,33.595,-112.3014,YOUNGTOWN,1967,US
720123,968,1877,3251,2186,USC00029634,33.595,-112.3014,YOUNGTOWN,1973,US
720129,914,1960,3279,2329,USC00029634,33.595,-112.3014,YOUNGTOWN,1979,US
720135,1119,2251,3342,2230,USC00029634,33.595,-112.3014,YOUNGTOWN,1985,US
720141,1147,1973,3316,2436,USC00029634,33.595,-112.3014,YOUNGTOWN,1991,US
720147,1253,2073,3319,2317,USC00029634,33.595,-112.3014,YOUNGTOWN,1997,US
720153,1514,1951,3488,2594,USC00029634,33.595,-112.3014,YOUNGTOWN,2003,US
720159,1359,2102,3556,2200,USC00029634,33.595,-112.3014,YOUNGTOWN,2009,US
720161,1028,1920,3300,1988,USC00029645,34.8775,-114.1344,YUCCA_1_NNE,1961,US
720167,968,1403,3277,2209,USC00029645,34.8775,-114.1344,YUCCA_1_NNE,1967,US
720179,613,1724,3149,2213,USC00029645,34.8775,-114.1344,YUCCA_1_NNE,1979,US
720185,821,2018,3264,2035,USC00029645,34.8775,-114.1344,YUCCA_1_NNE,1985,US
720191,899,0,0,0,USC00029645,34.8775,-114.1344,YUCCA_1_NNE,1991,US
720197,1049,2705,0,0,USC00029645,34.8775,-114.1344,YUCCA_1_NNE,1997,US
720203,1371,1693,3386,2507,USC00029645,34.8775,-114.1344,YUCCA_1_NNE,2003,US
720209,1200,2669,3025,1517,USC00029645,34.8775,-114.1344,YUCCA_1_NNE,2009,US
720211,1335,2091,3269,2200,USC00029652,32.6114,-114.635,YUMA_CITRUS_STN,1961,US
720217,1198,1675,3378,2395,USC00029652,32.6114,-114.635,YUMA_CITRUS_STN,1967,US
720223,1105,1899,3216,2275,USC00029652,32.6114,-114.635,YUMA_CITRUS_STN,1973,US
720229,972,2041,3176,2280,USC00029652,32.6114,-114.635,YUMA_CITRUS_STN,1979,US
720235,1214,2559,3243,1522,USC00029652,32.6114,-114.635,YUMA_CITRUS_STN,1985,US
720241,1253,2012,3112,2480,USC00029652,32.6114,-114.635,YUMA_CITRUS_STN,1991,US
720247,1371,2076,3245,0,USC00029652,32.6114,-114.635,YUMA_CITRUS_STN,1997,US
720311,1362,2124,3199,1480,USC00029657,32.7167,-114.7167,YUMA_VALLEY,1961,US
720317,1171,1667,3261,2385,USC00029657,32.7167,-114.7167,YUMA_VALLEY,1967,US
720323,1113,1938,3144,2259,USC00029657,32.7167,-114.7167,YUMA_VALLEY,1973,US
720329,1046,2051,3142,2417,USC00029657,32.7167,-114.7167,YUMA_VALLEY,1979,US
720335,1252,2199,3321,2300,USC00029657,32.7167,-114.7167,YUMA_VALLEY,1985,US
720341,1217,2034,3080,1326,USC00029657,32.7167,-114.7167,YUMA_VALLEY,1991,US
720367,461,1789,2475,1573,USC00030064,35.9308,-91.0547,ALICIA_2NNE,1967,US
720373,300,1421,2742,0,USC00030064,35.9308,-91.0547,ALICIA_2NNE,1973,US
720379,-393,1500,2652,1661,USC00030064,35.9308,-91.0547,ALICIA_2NNE,1979,US
720385,-171,1626,2716,1759,USC00030064,35.9308,-91.0547,ALICIA_2NNE,1985,US
720391,131,1631,2780,1724,USC00030064,35.9308,-91.0547,ALICIA_2NNE,1991,US
720397,76,1339,2792,0,USC00030064,35.9308,-91.0547,ALICIA_2NNE,1997,US
720403,194,1660,2693,1673,USC00030064,35.9308,-91.0547,ALICIA_2NNE,2003,US
720409,230,0,0,0,USC00030064,35.9308,-91.0547,ALICIA_2NNE,2009,US
720411,289,1418,2527,1655,USC00030130,34.7961,-92.8417,ALUM_FORK,1961,US
720417,563,1804,2490,1661,USC00030130,34.7961,-92.8417,ALUM_FORK,1967,US
720423,364,1412,2631,1881,USC00030130,34.7961,-92.8417,ALUM_FORK,1973,US
720429,-253,1556,2583,1828,USC00030130,34.7961,-92.8417,ALUM_FORK,1979,US
720435,60,1626,2669,1775,USC00030130,34.7961,-92.8417,ALUM_FORK,1985,US
720441,245,1744,2635,1758,USC00030130,34.7961,-92.8417,ALUM_FORK,1991,US
720447,410,1333,2684,1615,USC00030130,34.7961,-92.8417,ALUM_FORK,1997,US
720453,279,1618,2616,1698,USC00030130,34.7961,-92.8417,ALUM_FORK,2003,US
720459,310,1484,2496,1143,USC00030130,34.7961,-92.8417,ALUM_FORK,2009,US
720511,446,1603,2591,1769,USC00030220,34.1433,-93.0589,ARKADELPHIA_2_N,1961,US
720517,726,1951,2520,1749,USC00030220,34.1433,-93.0589,ARKADELPHIA_2_N,1967,US
720523,467,1552,2726,1925,USC00030220,34.1433,-93.0589,ARKADELPHIA_2_N,1973,US
720529,-61,1702,2715,1786,USC00030220,34.1433,-93.0589,ARKADELPHIA_2_N,1979,US
720535,310,1757,2686,1812,USC00030220,34.1433,-93.0589,ARKADELPHIA_2_N,1985,US
720541,456,1862,2909,1811,USC00030220,34.1433,-93.0589,ARKADELPHIA_2_N,1991,US
720547,606,1465,2822,1692,USC00030220,34.1433,-93.0589,ARKADELPHIA_2_N,1997,US
720567,539,1891,2488,1622,USC00030240,34.025,-91.3444,ARKANSAS_POST,1967,US
720573,393,1496,2693,1946,USC00030240,34.025,-91.3444,ARKANSAS_POST,1973,US
720579,-105,1654,2657,1802,USC00030240,34.025,-91.3444,ARKANSAS_POST,1979,US
720585,58,1758,2681,1838,USC00030240,34.025,-91.3444,ARKANSAS_POST,1985,US
720591,323,1830,2652,1798,USC00030240,34.025,-91.3444,ARKANSAS_POST,1991,US
720603,264,1659,2625,1813,USC00030240,34.025,-91.3444,ARKANSAS_POST,2003,US
720609,488,1628,2515,1523,USC00030240,34.025,-91.3444,ARKANSAS_POST,2009,US
720611,371,1595,2595,1753,USC00030286,33.6194,-94.0994,ASHDOWN_4_SSE,1961,US
720661,232,1400,2564,1598,USC00030350,35.3,-91.5667,BALD_KNOB,1961,US
720711,23,1187,2383,1576,USC00030458,35.8306,-91.7944,BATESVILLE_LVSTK,1961,US
720717,359,1611,2269,1399,USC00030458,35.8306,-91.7944,BATESVILLE_LVSTK,1967,US
720723,191,1179,0,0,USC00030458,35.8306,-91.7944,BATESVILLE_LVSTK,1973,US
720729,-544,1294,2403,1602,USC00030458,35.8306,-91.7944,BATESVILLE_LVSTK,1979,US
720735,-289,1493,2552,1613,USC00030458,35.8306,-91.7944,BATESVILLE_LVSTK,1985,US
720741,15,1495,2503,1577,USC00030458,35.8306,-91.7944,BATESVILLE_LVSTK,1991,US
720747,203,1175,2628,1463,USC00030458,35.8306,-91.7944,BATESVILLE_LVSTK,1997,US
720753,62,1511,2491,1520,USC00030458,35.8306,-91.7944,BATESVILLE_LVSTK,2003,US
720759,138,1379,2338,1176,USC00030458,35.8306,-91.7944,BATESVILLE_LVSTK,2009,US
720761,88,1319,2496,1574,USC00030460,35.7597,-91.6386,BATESVILLE_LD_1,1961,US
720767,416,1764,2467,1541,USC00030460,35.7597,-91.6386,BATESVILLE_LD_1,1967,US
720773,284,1349,2599,1802,USC00030460,35.7597,-91.6386,BATESVILLE_LD_1,1973,US
720779,-353,1438,2573,1640,USC00030460,35.7597,-91.6386,BATESVILLE_LD_1,1979,US
720785,-126,1606,2693,1718,USC00030460,35.7597,-91.6386,BATESVILLE_LD_1,1985,US
720791,139,2274,2625,0,USC00030460,35.7597,-91.6386,BATESVILLE_LD_1,1991,US
720867,501,1741,2467,1612,USC00030536,35.4583,-91.0561,BEEDEVILLE_4_NE,1967,US
720873,308,1443,2756,1824,USC00030536,35.4583,-91.0561,BEEDEVILLE_4_NE,1973,US
720879,-319,1496,2659,1632,USC00030536,35.4583,-91.0561,BEEDEVILLE_4_NE,1979,US
720885,-99,1702,2814,1797,USC00030536,35.4583,-91.0561,BEEDEVILLE_4_NE,1985,US
720897,257,1348,2824,0,USC00030536,35.4583,-91.0561,BEEDEVILLE_4_NE,1997,US
720903,139,1655,2721,1701,USC00030536,35.4583,-91.0561,BEEDEVILLE_4_NE,2003,US
720909,252,2065,2453,1197,USC00030536,35.4583,-91.0561,BEEDEVILLE_4_NE,2009,US
720911,344,1537,2503,1000,USC00030582,34.5675,-92.6006,BENTON,1961,US
720917,617,1876,2514,1710,USC00030582,34.5675,-92.6006,BENTON,1967,US
720923,499,1584,2741,1989,USC00030582,34.5675,-92.6006,BENTON,1973,US
720929,-129,1654,2647,1880,USC00030582,34.5675,-92.6006,BENTON,1979,US
720935,223,1742,2793,1850,USC00030582,34.5675,-92.6006,BENTON,1985,US
720941,439,1942,2760,1772,USC00030582,34.5675,-92.6006,BENTON,1991,US
720947,465,1458,0,0,USC00030582,34.5675,-92.6006,BENTON,1997,US
720959,496,2721,2282,462,USC00030582,34.5675,-92.6006,BENTON,2009,US
720961,5,1195,2354,1405,USC00030586,36.3219,-94.215,BENTONVILLE_4_S,1961,US
720967,323,1629,2231,1379,USC00030586,36.3219,-94.215,BENTONVILLE_4_S,1967,US
720973,69,1201,2380,1604,USC00030586,36.3219,-94.215,BENTONVILLE_4_S,1973,US
720979,-588,1326,2387,1506,USC00030586,36.3219,-94.215,BENTONVILLE_4_S,1979,US
720985,-270,1527,2493,0,USC00030586,36.3219,-94.215,BENTONVILLE_4_S,1985,US
720991,-1,1511,2542,1543,USC00030586,36.3219,-94.215,BENTONVILLE_4_S,1991,US
720997,54,1143,2594,1449,USC00030586,36.3219,-94.215,BENTONVILLE_4_S,1997,US
721003,65,1479,2578,1534,USC00030586,36.3219,-94.215,BENTONVILLE_4_S,2003,US
721059,365,1526,2448,0,USC00030664,34.4619,-93.9983,BIG_FORK_1_SSE,2009,US
721061,184,1341,2467,1578,USC00030764,34.5697,-93.1947,BLAKELY_MTN_DAM,1961,US
721067,472,1814,2365,1499,USC00030764,34.5697,-93.1947,BLAKELY_MTN_DAM,1967,US
721073,322,1347,2534,1777,USC00030764,34.5697,-93.1947,BLAKELY_MTN_DAM,1973,US
721079,-193,1453,2534,1616,USC00030764,34.5697,-93.1947,BLAKELY_MTN_DAM,1979,US
721085,145,1601,2588,1703,USC00030764,34.5697,-93.1947,BLAKELY_MTN_DAM,1985,US
721097,462,0,0,0,USC00030764,34.5697,-93.1947,BLAKELY_MTN_DAM,1997,US
721103,325,1548,2545,1660,USC00030764,34.5697,-93.1947,BLAKELY_MTN_DAM,2003,US
721109,361,1512,2483,1336,USC00030764,34.5697,-93.1947,BLAKELY_MTN_DAM,2009,US
721117,475,1817,2451,1552,USC00030798,35.1161,-93.6506,BLUE_MTN_DAM,1967,US
721123,309,1360,2647,1788,USC00030798,35.1161,-93.6506,BLUE_MTN_DAM,1973,US
721129,-336,1520,2546,1708,USC00030798,35.1161,-93.6506,BLUE_MTN_DAM,1979,US
721135,35,1701,2741,0,USC00030798,35.1161,-93.6506,BLUE_MTN_DAM,1985,US
721141,242,1674,2715,1658,USC00030798,35.1161,-93.6506,BLUE_MTN_DAM,1991,US
721147,330,1261,2742,1566,USC00030798,35.1161,-93.6506,BLUE_MTN_DAM,1997,US
721153,312,1659,2750,1734,USC00030798,35.1161,-93.6506,BLUE_MTN_DAM,2003,US
721159,311,1465,2627,1294,USC00030798,35.1161,-93.6506,BLUE_MTN_DAM,2009,US
721161,222,1345,2591,1656,USC00030806,35.9239,-89.9044,BLYTHEVILLE,1961,US
721167,544,1784,2415,1627,USC00030806,35.9239,-89.9044,BLYTHEVILLE,1967,US
721173,322,1363,2715,1824,USC00030806,35.9239,-89.9044,BLYTHEVILLE,1973,US
721179,-266,1508,0,912,USC00030806,35.9239,-89.9044,BLYTHEVILLE,1979,US
721185,-158,1767,2698,1820,USC00030806,35.9239,-89.9044,BLYTHEVILLE,1985,US
721191,235,1670,2763,1720,USC00030806,35.9239,-89.9044,BLYTHEVILLE,1991,US
721197,196,1295,2740,1585,USC00030806,35.9239,-89.9044,BLYTHEVILLE,1997,US
721203,81,1656,2691,1699,USC00030806,35.9239,-89.9044,BLYTHEVILLE,2003,US
721209,174,1654,2531,1403,USC00030806,35.9239,-89.9044,BLYTHEVILLE,2009,US
721261,255,1473,2593,1672,USC00030830,35.15,-93.9167,BOONEVILLE_3_SSE,1961,US
721267,579,1889,2539,1622,USC00030830,35.15,-93.9167,BOONEVILLE_3_SSE,1967,US
721273,355,1426,2691,1866,USC00030830,35.15,-93.9167,BOONEVILLE_3_SSE,1973,US
721329,-365,1533,2591,1798,USC00030832,35.0931,-93.9258,BOONEVILLE_3_SSE,1979,US
721341,194,1699,2646,1749,USC00030832,35.0931,-93.9258,BOONEVILLE_3_SSE,1991,US
721347,337,1337,2727,1640,USC00030832,35.0931,-93.9258,BOONEVILLE_3_SSE,1997,US
721353,220,2090,2814,1215,USC00030832,35.0931,-93.9258,BOONEVILLE_3_SSE,2003,US
721359,355,1525,2610,1358,USC00030832,35.0931,-93.9258,BOONEVILLE_3_SSE,2009,US
721361,290,1462,2553,1629,USC00030936,34.8822,-91.2153,BRINKLEY,1961,US
721367,535,1912,2491,1569,USC00030936,34.8822,-91.2153,BRINKLEY,1967,US
721373,361,1497,2720,1851,USC00030936,34.8822,-91.2153,BRINKLEY,1973,US
721379,-233,1607,2632,1650,USC00030936,34.8822,-91.2153,BRINKLEY,1979,US
721385,16,1776,2689,1817,USC00030936,34.8822,-91.2153,BRINKLEY,1985,US
721391,324,1769,2759,1735,USC00030936,34.8822,-91.2153,BRINKLEY,1991,US
721397,360,1397,2770,1610,USC00030936,34.8822,-91.2153,BRINKLEY,1997,US
721403,211,1668,2680,1731,USC00030936,34.8822,-91.2153,BRINKLEY,2003,US
721409,340,0,0,0,USC00030936,34.8822,-91.2153,BRINKLEY,2009,US
721417,551,1848,2509,0,USC00031102,34.9817,-92.0064,CABOT,1967,US
721423,399,1481,2704,1904,USC00031102,34.9817,-92.0064,CABOT,1973,US
721429,-229,1578,2673,1776,USC00031102,34.9817,-92.0064,CABOT,1979,US
721435,77,1707,2657,1817,USC00031102,34.9817,-92.0064,CABOT,1985,US
721441,331,1713,2722,1722,USC00031102,34.9817,-92.0064,CABOT,1991,US
721467,358,1681,0,578,USC00031132,36.1092,-92.1636,CALICO_ROCK_2_WSW,1967,US
721473,141,0,0,1120,USC00031132,36.1092,-92.1636,CALICO_ROCK_2_WSW,1973,US
721479,-502,1287,2396,1532,USC00031132,36.1092,-92.1636,CALICO_ROCK_2_WSW,1979,US
721485,-315,1456,2399,1500,USC00031132,36.1092,-92.1636,CALICO_ROCK_2_WSW,1985,US
721491,13,0,0,0,USC00031132,36.1092,-92.1636,CALICO_ROCK_2_WSW,1991,US
721497,216,0,0,651,USC00031132,36.1092,-92.1636,CALICO_ROCK_2_WSW,1997,US
721503,51,1486,2483,1464,USC00031132,36.1092,-92.1636,CALICO_ROCK_2_WSW,2003,US
721509,62,1309,2239,1213,USC00031132,36.1092,-92.1636,CALICO_ROCK_2_WSW,2009,US
