,Unnamed: 0,Agency,Mode,TOS,Active,Reporter Type,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY,Lat,Long
0,0,King County Department of Transportation - Metro Transit Division,DR,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,2134.0,2149970.0,2017.0,12.0,2017.0,8550338.0,854155.0,10.0103,863494.0,63879758.0,74.7871,1.0109,47.6038321,-122.3300624
1,1,King County Department of Transportation - Metro Transit Division,DT,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,2134.0,2149970.0,2017.0,12.0,2017.0,1626743.0,103861.0,15.6627,412730.0,1220979.0,11.7559,3.9739,47.6038321,-122.3300624
2,2,King County Department of Transportation,FB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,2134.0,2149970.0,2017.0,12.0,2017.0,2992092.0,599954.0,4.9872,2620614.0,5909413.0,9.8498,4.368,47.6038321,-122.3300624
3,4,King County Department of Transportation - Metro Transit Division,MB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,2134.0,2149970.0,2017.0,12.0,2017.0,480141778.0,101129569.0,4.7478,139520130.0,517526931.0,5.1175,1.3796,47.6038321,-122.3300624
4,5,King County Department of Transportation - Metro Transit Division,MB,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,2134.0,2149970.0,2017.0,12.0,2017.0,3386876.0,883578.0,3.8331,1109846.0,8071455.0,9.135,1.2561,47.6038321,-122.3300624
5,6,King County Department of Transportation - Metro Transit Division,SR,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,2134.0,2149970.0,2017.0,12.0,2017.0,1556551.0,1417507.0,1.0981,1368135.0,9738639.0,6.8703,0.9652,47.6038321,-122.3300624
6,7,King County Department of Transportation - Metro Transit Division,TB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,2134.0,2149970.0,2017.0,12.0,2017.0,36445193.0,19339147.0,1.8845,22808461.0,70853735.0,3.6637,1.1794,47.6038321,-122.3300624
7,8,King County Department of Transportation - Metro Transit Division,VP,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,2134.0,2149970.0,2017.0,12.0,2017.0,65856719.0,3626422.0,18.1602,7622086.0,9713077.0,2.6784,2.1018,47.6038321,-122.3300624
8,9,Spokane Transit Authority,DR,DO,Active,Full Reporter,Spokane,WA,96,"Spokane, WA",164.0,387847.0,248.0,423267.0,2017.0,12.0,2017.0,1972648.0,239886.0,8.2233,510050.0,9298334.0,38.7615,2.1262,47.6579425,-117.4212265
9,10,Spokane Transit Authority,DR,PT,Active,Full Reporter,Spokane,WA,96,"Spokane, WA",164.0,387847.0,248.0,423267.0,2017.0,12.0,2017.0,2313048.0,236879.0,9.7647,200174.0,4374072.0,18.4654,0.845,47.6579425,-117.4212265
10,11,Spokane Transit Authority,MB,DO,Active,Full Reporter,Spokane,WA,96,"Spokane, WA",164.0,387847.0,248.0,423267.0,2017.0,12.0,2017.0,45820834.0,10264971.0,4.4638,8314345.0,49460108.0,4.8183,0.81,47.6579425,-117.4212265
11,12,Spokane Transit Authority,VP,DO,Active,Full Reporter,Spokane,WA,96,"Spokane, WA",164.0,387847.0,248.0,423267.0,2017.0,12.0,2017.0,4611749.0,178457.0,25.8424,528460.0,611768.0,3.4281,2.9613,47.6579425,-117.4212265
12,13,Pierce County Transportation Benefit Area Authority,DR,DO,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA",1010.0,3059393.0,292.0,555578.0,2017.0,12.0,2017.0,738445.0,100374.0,7.3569,125212.0,7092689.0,70.6626,1.2475,47.2495798,-122.4398746
13,14,Pierce County Transportation Benefit Area Authority,DR,PT,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA",1010.0,3059393.0,292.0,555578.0,2017.0,12.0,2017.0,1724048.0,224379.0,7.6836,225521.0,11520226.0,51.3427,1.0051,47.2495798,-122.4398746
14,15,Pierce County Transportation Benefit Area Authority,MB,DO,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA",1010.0,3059393.0,292.0,555578.0,2017.0,12.0,2017.0,35368671.0,8543157.0,4.14,8716219.0,68179163.0,7.9806,1.0203,47.2495798,-122.4398746
15,16,Pierce County Transportation Benefit Area Authority,VP,DO,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA",1010.0,3059393.0,292.0,555578.0,2017.0,12.0,2017.0,22680602.0,810383.0,27.9875,3050834.0,4599679.0,5.6759,3.7647,47.2495798,-122.4398746
16,17,Everett Transit,DR,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA",1010.0,3059393.0,34.0,106736.0,2017.0,12.0,2017.0,652894.0,122427.0,5.3329,103668.0,6670682.0,54.486999999999995,0.8468,47.9673056,-122.2013998
17,18,Everett Transit,MB,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA",1010.0,3059393.0,34.0,106736.0,2017.0,12.0,2017.0,7260667.0,1902840.0,3.8157,1206043.0,15167684.0,7.9711,0.6338,47.9673056,-122.2013998
18,19,Yakima Transit,CB,PT,Active,Full Reporter,Yakima,WA,248,"Yakima, WA",60.0,129534.0,33.0,100715.0,2017.0,12.0,2017.0,933609.0,24231.0,38.5295,235439.0,475578.0,19.6268,9.7164,46.601557,-120.5108421
19,20,Yakima Transit,DR,PT,Active,Full Reporter,Yakima,WA,248,"Yakima, WA",60.0,129534.0,33.0,100715.0,2017.0,12.0,2017.0,227250.0,75549.0,3.008,122189.0,1181925.0,15.6445,1.6173,46.601557,-120.5108421
20,21,Yakima Transit,MB,DO,Active,Full Reporter,Yakima,WA,248,"Yakima, WA",60.0,129534.0,33.0,100715.0,2017.0,12.0,2017.0,3952296.0,1031924.0,3.83,828281.0,6179667.0,5.9885,0.8027,46.601557,-120.5108421
21,22,Yakima Transit,VP,DO,Active,Full Reporter,Yakima,WA,248,"Yakima, WA",60.0,129534.0,33.0,100715.0,2017.0,12.0,2017.0,2317451.0,43216.0,53.6248,131634.0,210583.0,4.8728,3.0460000000000003,46.601557,-120.5108421
22,23,Lane Transit District,DR,PT,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87.0,247421.0,482.0,302200.0,2017.0,6.0,2017.0,1493213.0,183871.0,8.121,271429.0,5879943.0,31.9786,1.4762,44.0505054,-123.0950506
23,24,Lane Transit District,DT,PT,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87.0,247421.0,482.0,302200.0,2017.0,6.0,2017.0,4845140.0,307627.0,15.75,0.0,7803055.0,25.3653,0.0,44.0505054,-123.0950506
24,25,Lane Transit District,MB,DO,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87.0,247421.0,482.0,302200.0,2017.0,6.0,2017.0,29244711.0,7453299.0,3.9237,5528894.0,37772178.0,5.0678,0.7418,44.0505054,-123.0950506
25,26,Lane Transit District,MB,PT,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87.0,247421.0,482.0,302200.0,2017.0,6.0,2017.0,533069.0,11938.0,44.6531,19585.0,234419.0,19.6364,1.6406,44.0505054,-123.0950506
26,27,Lane Transit District,RB,DO,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87.0,247421.0,482.0,302200.0,2017.0,6.0,2017.0,7476594.0,2716901.0,2.7519,1945538.0,6463202.0,2.3789,0.7161,44.0505054,-123.0950506
27,28,Lane Transit District,VP,PT,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87.0,247421.0,482.0,302200.0,2017.0,6.0,2017.0,2096166.0,40103.0,52.2696,289022.0,334487.0,8.3407,7.207000000000001,44.0505054,-123.0950506
28,30,Tri-County Metropolitan Transportation District of Oregon,DR,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524.0,1849898.0,378.0,1536207.0,2017.0,6.0,2017.0,8163909.0,889566.0,9.1774,7769411.0,35839809.0,40.2891,8.7339,45.5202471,-122.6741949
29,31,Tri-County Metropolitan Transportation District of Oregon,DT,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524.0,1849898.0,378.0,1536207.0,2017.0,6.0,2017.0,1438469.0,128081.0,11.2309,1118651.0,5072747.0,39.6058,8.7339,45.5202471,-122.6741949
30,32,Tri-County Metropolitan Transportation District of Oregon,LR,DO,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524.0,1849898.0,378.0,1536207.0,2017.0,6.0,2017.0,215622682.0,39741354.0,5.4257,49384596.0,138797386.0,3.4925,1.2427,45.5202471,-122.6741949
31,33,Tri-County Metropolitan Transportation District of Oregon,MB,DO,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524.0,1849898.0,378.0,1536207.0,2017.0,6.0,2017.0,282061298.0,57837802.0,4.8768,65512900.0,261867139.0,4.5276,1.1327,45.5202471,-122.6741949
32,35,Tri-County Metropolitan Transportation District of Oregon,YR,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524.0,1849898.0,378.0,1536207.0,2017.0,6.0,2017.0,3801325.0,448510.0,8.4755,473627.0,7152572.0,15.9474,1.056,45.5202471,-122.6741949
33,36,Valley Regional Transit,DR,DO,Active,Full Reporter,Meridian,ID,108,"Boise City, ID",134.0,349684.0,66.0,338759.0,2017.0,9.0,2017.0,373554.0,59931.0,6.2331,95852.0,2249922.0,37.5419,1.5994,32.3643098,-88.703656
34,38,Valley Regional Transit,MB,DO,Active,Full Reporter,Meridian,ID,108,"Boise City, ID",134.0,349684.0,66.0,338759.0,2017.0,9.0,2017.0,7130715.0,1345418.0,5.3,841606.0,10571737.0,7.8576,0.6255,32.3643098,-88.703656
35,40,Municipality of Anchorage - Public Transportation Department,DR,PT,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85.0,251243.0,77.0,291826.0,2017.0,12.0,2017.0,1045320.0,172498.0,6.0599,931437.0,5703984.0,33.067,5.3997,61.2163129,-149.8948523
36,41,Municipality of Anchorage - Public Transportation Department,MB,DO,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85.0,251243.0,77.0,291826.0,2017.0,12.0,2017.0,15161998.0,3190209.0,4.7527,3207156.0,22261016.0,6.9779,1.0053,61.2163129,-149.8948523
37,42,Municipality of Anchorage - Public Transportation Department,MB,PT,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85.0,251243.0,77.0,291826.0,2017.0,12.0,2017.0,256990.0,51398.0,5.0,28066.0,819377.0,15.9418,0.5461,61.2163129,-149.8948523
38,43,Municipality of Anchorage - Public Transportation Department,VP,PT,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85.0,251243.0,77.0,291826.0,2017.0,12.0,2017.0,6081006.0,201544.0,30.1721,755753.0,1011167.0,5.0171,3.7498,61.2163129,-149.8948523
39,44,RiverCities Transit,DR,PT,Active,Full Reporter,Longview,WA,431,"Longview, WA-OR",33.0,63952.0,31.0,61598.0,2017.0,12.0,2017.0,152984.0,49546.0,3.0877,35145.0,1592693.0,32.1457,0.7093,32.5007038,-94.7404891
40,45,RiverCities Transit,MB,DO,Active,Full Reporter,Longview,WA,431,"Longview, WA-OR",33.0,63952.0,31.0,61598.0,2017.0,12.0,2017.0,1616060.0,377835.0,4.2772,153470.0,3033187.0,8.0278,0.4062,32.5007038,-94.7404891
41,46,RiverCities Transit,VP,DO,Active,Full Reporter,Longview,WA,431,"Longview, WA-OR",33.0,63952.0,31.0,61598.0,2017.0,12.0,2017.0,1016.0,18.0,56.4444,288.0,10914.0,606.3333,16.0,32.5007038,-94.7404891
42,47,Ben Franklin Transit,DR,DO,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102.0,210975.0,616.0,283830.0,2017.0,12.0,2017.0,2157652.0,293095.0,7.3616,317092.0,13201016.0,45.0401,1.0819,38.7060457,-88.0949352
43,48,Ben Franklin Transit,DR,PT,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102.0,210975.0,616.0,283830.0,2017.0,12.0,2017.0,614116.0,73612.0,8.3426,33505.0,1365133.0,18.545,0.4552,38.7060457,-88.0949352
44,49,Ben Franklin Transit,DT,PT,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102.0,210975.0,616.0,283830.0,2017.0,12.0,2017.0,855616.0,107920.0,7.9282,129090.0,2062624.0,19.1125,1.1962,38.7060457,-88.0949352
45,50,Ben Franklin Transit,MB,DO,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102.0,210975.0,616.0,283830.0,2017.0,12.0,2017.0,9195230.0,2184099.0,4.2101,1483642.0,15423139.0,7.0616,0.6793,38.7060457,-88.0949352
46,51,Ben Franklin Transit,VP,DO,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102.0,210975.0,616.0,283830.0,2017.0,12.0,2017.0,21608245.0,643216.0,33.5941,1877932.0,2574147.0,4.002,2.9196,38.7060457,-88.0949352
47,52,Intercity Transit,CB,DO,Active,Full Reporter,Olympia,WA,195,"Olympia-Lacey, WA",106.0,176617.0,101.0,178328.0,2017.0,12.0,2017.0,3694183.0,162560.0,22.725,219148.0,2750422.0,16.9194,1.3481,37.6381951,21.6301481641478
48,53,Intercity Transit,DR,DO,Active,Full Reporter,Olympia,WA,195,"Olympia-Lacey, WA",106.0,176617.0,101.0,178328.0,2017.0,12.0,2017.0,1084837.0,175596.0,6.178,273955.0,9717186.0,55.3383,1.5601,37.6381951,21.6301481641478
49,54,Intercity Transit,MB,DO,Active,Full Reporter,Olympia,WA,195,"Olympia-Lacey, WA",106.0,176617.0,101.0,178328.0,2017.0,12.0,2017.0,13483613.0,3761602.0,3.5845,2316371.0,23309754.0,6.1968,0.6158,37.6381951,21.6301481641478
50,55,Intercity Transit,VP,DO,Active,Full Reporter,Olympia,WA,195,"Olympia-Lacey, WA",106.0,176617.0,101.0,178328.0,2017.0,12.0,2017.0,19953650.0,550202.0,36.266,1434951.0,1646017.0,2.9917,2.608,37.6381951,21.6301481641478
51,56,Kitsap Transit,DR,DO,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136.0,198979.0,396.0,254183.0,2017.0,12.0,2017.0,1769654.0,283463.0,6.242999999999999,266329.0,11152275.0,39.343,0.9396,47.5653663,-122.6246836
52,57,Kitsap Transit,DT,PT,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136.0,198979.0,396.0,254183.0,2017.0,12.0,2017.0,12428.0,1999.0,6.2171,422.0,60845.0,30.4377,0.2111,47.5653663,-122.6246836
53,58,Kitsap Transit,FB,DO,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136.0,198979.0,396.0,254183.0,2017.0,12.0,2017.0,1835293.0,118406.0,15.5,398573.0,3156299.0,26.6566,3.3662,47.5653663,-122.6246836
54,59,Kitsap Transit,FB,PT,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136.0,198979.0,396.0,254183.0,2017.0,12.0,2017.0,775413.0,499589.0,1.5521,601182.0,1862549.0,3.7282,1.2034,47.5653663,-122.6246836
55,60,Kitsap Transit,MB,DO,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136.0,198979.0,396.0,254183.0,2017.0,12.0,2017.0,13232728.0,2533304.0,5.2235,4023907.0,21414294.0,8.4531,1.5884,47.5653663,-122.6246836
56,61,Kitsap Transit,VP,DO,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136.0,198979.0,396.0,254183.0,2017.0,12.0,2017.0,3672787.0,179833.0,20.4233,505729.0,1135664.0,6.3151,2.8122,47.5653663,-122.6246836
57,62,Whatcom Transportation Authority,DR,DO,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48.0,114473.0,776.0,216108.0,2017.0,12.0,2017.0,1260239.0,220815.0,5.7072,91098.0,8198347.0,37.1277,0.4126,48.7544012,-122.4788361
58,64,Whatcom Transportation Authority,DT,PT,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48.0,114473.0,776.0,216108.0,2017.0,12.0,2017.0,24806.0,1626.0,15.2558,98.0,38675.0,23.7854,0.0603,48.7544012,-122.4788361
59,65,Whatcom Transportation Authority,MB,DO,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48.0,114473.0,776.0,216108.0,2017.0,12.0,2017.0,13276920.0,4602021.0,2.885,2564870.0,20029380.0,4.3523,0.5573,48.7544012,-122.4788361
60,66,Whatcom Transportation Authority,VP,DO,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48.0,114473.0,776.0,216108.0,2017.0,12.0,2017.0,1845150.0,46492.0,39.6875,177809.0,308792.0,6.6418,3.8245,48.7544012,-122.4788361
61,69,City of Seattle - Seattle Center Monorail Transit,MG,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,83.0,704352.0,2017.0,12.0,2017.0,1916531.0,2129479.0,0.9,4050470.0,4130627.0,1.9397,1.9021,47.6038321,-122.3300624
62,71,Clark County Public Transportation Benefit Area Authority,CB,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524.0,1849898.0,142.0,405800.0,2017.0,12.0,2017.0,8689661.0,750355.0,11.5807,3325175.0,6449118.0,8.5948,4.4315,49.2608724,-123.1139529
63,72,Clark County Public Transportation Benefit Area Authority,DR,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524.0,1849898.0,142.0,405800.0,2017.0,12.0,2017.0,1792498.0,245919.0,7.289,432468.0,12096417.0,49.1886,1.7586,49.2608724,-123.1139529
64,73,Clark County Public Transportation Benefit Area Authority,MB,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524.0,1849898.0,142.0,405800.0,2017.0,12.0,2017.0,15739532.0,4976515.0,3.1628,2912059.0,32281899.0,6.4868,0.5852,49.2608724,-123.1139529
65,74,Clark County Public Transportation Benefit Area Authority,VP,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524.0,1849898.0,142.0,405800.0,2017.0,12.0,2017.0,1433406.0,54894.0,26.1123,187394.0,479905.0,8.7424,3.4137,49.2608724,-123.1139529
66,75,Salem Area Mass Transit District,DR,PT,Active,Full Reporter,Salem,OR,156,"Salem, OR",76.0,236632.0,68.0,230118.0,2017.0,6.0,2017.0,4982763.0,567161.0,8.7854,376359.0,15453241.0,27.2467,0.6636,44.9391565,-123.033121
67,76,Salem Area Mass Transit District,MB,DO,Active,Full Reporter,Salem,OR,156,"Salem, OR",76.0,236632.0,68.0,230118.0,2017.0,6.0,2017.0,8992533.0,2940565.0,3.0581,2551972.0,23383643.0,7.9521,0.8679,44.9391565,-123.033121
68,78,Salem Area Mass Transit District,VP,PT,Active,Full Reporter,Salem,OR,156,"Salem, OR",76.0,236632.0,68.0,230118.0,2017.0,6.0,2017.0,2872348.0,70303.0,40.8567,418369.0,327047.0,4.652,5.9509,44.9391565,-123.033121
69,79,Pierce County Ferry Operations,FB,PT,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA",1010.0,3059393.0,233.0,844295.0,2017.0,12.0,2017.0,1727669.0,436280.0,3.96,2004543.0,3902287.0,8.9445,4.5946,47.2495798,-122.4398746
70,80,Snohomish County Public Transportation Benefit Area Corporation,CB,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA",1010.0,3059393.0,265.0,774498.0,2017.0,12.0,2017.0,20215627.0,1168082.0,17.3067,4340068.0,13435685.0,11.5023,3.7156,47.9673056,-122.2013998
71,81,Snohomish County Public Transportation Benefit Area Corporation,CB,PT,Active,Full Reporter,Everett,WA,14,"Seattle, WA",1010.0,3059393.0,265.0,774498.0,2017.0,12.0,2017.0,31368031.0,1721767.0,18.2185,15204651.0,9672950.0,5.617999999999999,8.8308,47.9673056,-122.2013998
72,82,Snohomish County Public Transportation Benefit Area Corporation,DR,PT,Active,Full Reporter,Everett,WA,14,"Seattle, WA",1010.0,3059393.0,265.0,774498.0,2017.0,12.0,2017.0,2377803.0,194471.0,12.227,385633.0,8196965.0,42.1501,1.983,47.9673056,-122.2013998
73,83,Snohomish County Public Transportation Benefit Area Corporation,MB,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA",1010.0,3059393.0,265.0,774498.0,2017.0,12.0,2017.0,35522253.0,6413837.0,5.5384,8135402.0,71792365.0,11.1934,1.2684,47.9673056,-122.2013998
74,85,Snohomish County Public Transportation Benefit Area Corporation,VP,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA",1010.0,3059393.0,265.0,774498.0,2017.0,12.0,2017.0,21261425.0,861372.0,24.6832,2772180.0,4386700.0,5.0927,3.2183,47.9673056,-122.2013998
75,88,Rogue Valley Transportation District,DR,PT,Active,Full Reporter,Medford,OR,213,"Medford, OR",65.0,154081.0,50.0,132022.0,2017.0,6.0,2017.0,413730.0,52130.0,7.9365,156086.0,2165993.0,41.5498,2.9942,42.3264181,-122.8718605
76,89,Rogue Valley Transportation District,MB,DO,Active,Full Reporter,Medford,OR,213,"Medford, OR",65.0,154081.0,50.0,132022.0,2017.0,6.0,2017.0,6260380.0,1121932.0,5.58,1101858.0,7584150.0,6.7599,0.9821,42.3264181,-122.8718605
77,91,Washington State Ferries,FB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,1945.0,3919300.0,2017.0,6.0,2017.0,192462676.0,24239866.0,7.9399,41670964.0,241245546.0,9.9524,1.7191,47.6038321,-122.3300624
78,92,Central Puget Sound Regional Transit Authority,CB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,1087.0,3054000.0,2017.0,12.0,2017.0,197588626.0,14726434.0,13.4173,28271310.0,102745702.0,6.977,1.9198,47.6038321,-122.3300624
79,93,Central Puget Sound Regional Transit Authority,CB,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,1087.0,3054000.0,2017.0,12.0,2017.0,59173226.0,3648400.0,16.219,8993275.0,21249667.0,5.8244,2.465,47.6038321,-122.3300624
80,94,Central Puget Sound Regional Transit Authority,CR,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,1087.0,3054000.0,2017.0,12.0,2017.0,111028348.0,4445568.0,24.9751,15042598.0,45502162.0,10.2354,3.3837,47.6038321,-122.3300624
81,96,Central Puget Sound Regional Transit Authority,LR,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,1087.0,3054000.0,2017.0,12.0,2017.0,151386339.0,23002263.0,6.5814,38019002.0,91194100.0,3.9646,1.6528,47.6038321,-122.3300624
82,100,Central Puget Sound Regional Transit Authority,SR,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,1087.0,3054000.0,2017.0,12.0,2017.0,858993.0,972998.0,0.8828,0.0,5054541.0,5.1948,0.0,47.6038321,-122.3300624
83,101,Alaska Railroad Corporation,AR,DO,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85.0,251243.0,266.0,352701.0,2017.0,12.0,2017.0,23455344.0,192331.0,121.95299999999999,23264241.0,46448341.0,241.5021,120.9594,61.2163129,-149.8948523
84,105,Link Transit,DR,DO,Active,Full Reporter,Wenatchee,WA,412,"Wenatchee, WA",31.0,67227.0,197.0,108660.0,2017.0,12.0,2017.0,203207.0,52156.0,3.8961,34591.0,1977954.0,37.9238,0.6632,47.4234599,-120.3103494
85,106,Link Transit,DR,PT,Active,Full Reporter,Wenatchee,WA,412,"Wenatchee, WA",31.0,67227.0,197.0,108660.0,2017.0,12.0,2017.0,9129.0,2739.0,3.333,888.0,54649.0,19.9522,0.3242,47.4234599,-120.3103494
86,107,Link Transit,MB,DO,Active,Full Reporter,Wenatchee,WA,412,"Wenatchee, WA",31.0,67227.0,197.0,108660.0,2017.0,12.0,2017.0,10749049.0,951695.0,11.2946,599684.0,10558004.0,11.0939,0.6301,47.4234599,-120.3103494
87,108,Skagit Transit,CB,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34.0,62966.0,760.0,109198.0,2017.0,12.0,2017.0,2842604.0,112563.0,25.2534,65432.0,1174798.0,10.4368,0.5813,44.4762975,-73.2135472
88,109,Skagit Transit,DR,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34.0,62966.0,760.0,109198.0,2017.0,12.0,2017.0,243571.0,63992.0,3.8063,7187.0,4489672.0,70.1599,0.1123,44.4762975,-73.2135472
89,110,Skagit Transit,MB,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34.0,62966.0,760.0,109198.0,2017.0,12.0,2017.0,2280467.0,554403.0,4.1134,343521.0,6373559.0,11.4963,0.6196,44.4762975,-73.2135472
90,111,Skagit Transit,VP,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34.0,62966.0,760.0,109198.0,2017.0,12.0,2017.0,4905811.0,107928.0,45.4545,448444.0,608602.0,5.638999999999999,4.155,44.4762975,-73.2135472
91,114,South Metro Area Regional Transit,DR,DO,Active,Full Reporter,Wilsonville,OR,24,"Portland, OR-WA",524.0,1849898.0,80.0,23740.0,2017.0,6.0,2017.0,147528.0,27548.0,5.3553,16735.0,1035270.0,37.5806,0.6075,45.3099218,-122.7681602
92,115,South Metro Area Regional Transit,MB,DO,Active,Full Reporter,Wilsonville,OR,24,"Portland, OR-WA",524.0,1849898.0,80.0,23740.0,2017.0,6.0,2017.0,2210147.0,278707.0,7.93,163152.0,4053909.0,14.5454,0.5854,45.3099218,-122.7681602
93,117,City of Corvallis,MB,PT,Active,Full Reporter,Corvallis,OR,436,"Corvallis, OR",21.0,62433.0,14.0,59046.0,2017.0,6.0,2017.0,3430680.0,1153133.0,2.9751,0.0,2883719.0,2.5008,0.0,44.5645659,-123.2620435
94,118,"vRide, Inc. - Anchorage",VP,DO,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85.0,251243.0,77.0,218145.0,2015.0,12.0,2015.0,9222744.0,220188.0,41.8858,1175529.0,816196.0,3.7068,5.3388,61.2163129,-149.8948523
95,124,King County Ferry District,FB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",1010.0,3059393.0,2116.0,1931249.0,2015.0,12.0,2015.0,2645294.0,515207.0,5.1344,1982612.0,5478705.0,10.634,3.8482,47.6038321,-122.3300624
96,125,Central Oregon Intergovernmental Council,CB,DO,Active,Full Reporter,Bend,OR,344,"Bend, OR",40.0,83794.0,75.0,127940.0,2017.0,6.0,2017.0,2588345.0,193016.0,13.41,262885.0,1382352.0,7.1619,1.3619999999999999,44.0581728,-121.3153096
97,126,Central Oregon Intergovernmental Council,DR,DO,Active,Full Reporter,Bend,OR,344,"Bend, OR",40.0,83794.0,75.0,127940.0,2017.0,6.0,2017.0,209193.0,60113.0,3.48,72181.0,1203366.0,20.0184,1.2008,44.0581728,-121.3153096
98,127,Central Oregon Intergovernmental Council,DR,PT,Active,Full Reporter,Bend,OR,344,"Bend, OR",40.0,83794.0,75.0,127940.0,2017.0,6.0,2017.0,112047.0,41043.0,2.73,63396.0,1039036.0,25.3158,1.5446,44.0581728,-121.3153096
99,128,Central Oregon Intergovernmental Council,MB,DO,Active,Full Reporter,Bend,OR,344,"Bend, OR",40.0,83794.0,75.0,127940.0,2017.0,6.0,2017.0,25541.0,9358.0,2.7293,2108.0,79976.0,8.5463,0.2253,44.0581728,-121.3153096
