,Unnamed: 0,Agency,Mode,TOS,Active,Reporter Type,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY,Lat,Long
205,273,Capital District Transportation Authority,DT,PT,Active,Full Reporter,Albany,NY,67,"Albany-Schenectady, NY",296.0,594962.0,207.0,511949.0,2017.0,3.0,2017.0,1281358.0,145631.0,8.7987,277106.0,3232603.0,22.1972,1.9028,42.6511674,-73.754968
206,274,Capital District Transportation Authority,MB,DO,Active,Full Reporter,Albany,NY,67,"Albany-Schenectady, NY",296.0,594962.0,207.0,511949.0,2017.0,3.0,2017.0,55602628.0,16270276.0,3.4174,17776028.0,63366544.0,3.8946,1.0925,42.6511674,-73.754968
207,276,Capital District Transportation Authority,VP,PT,Active,Full Reporter,Albany,NY,67,"Albany-Schenectady, NY",296.0,594962.0,207.0,511949.0,2017.0,3.0,2017.0,778381.0,25868.0,30.0905,103162.0,136666.0,5.2832,3.988,42.6511674,-73.754968
208,277,Broome County Department of Public Transportation,DR,DO,Active,Full Reporter,Vestal,NY,210,"Binghamton, NY-PA",74.0,158084.0,712.0,200600.0,2017.0,12.0,2017.0,431218.0,26500.0,16.2724,45794.0,1008390.0,38.0525,1.7281,42.0850747,-76.053813
209,278,Broome County Department of Public Transportation,DR,PT,Active,Full Reporter,Vestal,NY,210,"Binghamton, NY-PA",74.0,158084.0,712.0,200600.0,2017.0,12.0,2017.0,421748.0,64284.0,6.5607,150143.0,1216110.0,18.9178,2.3356,42.0850747,-76.053813
210,279,Broome County Department of Public Transportation,MB,DO,Active,Full Reporter,Vestal,NY,210,"Binghamton, NY-PA",74.0,158084.0,712.0,200600.0,2017.0,12.0,2017.0,7195868.0,1984941.0,3.6252,2551381.0,7640579.0,3.8493,1.2854,42.0850747,-76.053813
211,280,Niagara Frontier Transportation Authority,DR,DO,Active,Full Reporter,Buffalo,NY,46,"Buffalo, NY",380.0,935906.0,407.0,981771.0,2017.0,3.0,2017.0,1781854.0,203424.0,8.7593,606648.0,9564150.0,47.0158,2.9822,42.8867166,-78.8783922
212,281,Niagara Frontier Transportation Authority,LR,DO,Active,Full Reporter,Buffalo,NY,46,"Buffalo, NY",380.0,935906.0,407.0,981771.0,2017.0,3.0,2017.0,12421858.0,4695638.0,2.6454,5625487.0,23862248.0,5.0818,1.198,42.8867166,-78.8783922
213,282,Niagara Frontier Transportation Authority,MB,DO,Active,Full Reporter,Buffalo,NY,46,"Buffalo, NY",380.0,935906.0,407.0,981771.0,2017.0,3.0,2017.0,75092403.0,21602535.0,3.4761,30633416.0,99813700.0,4.6205,1.4180000000000001,42.8867166,-78.8783922
214,285,City of Long Beach,DR,DO,Active,Full Reporter,Long Beach,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,13.0,33275.0,2017.0,6.0,2017.0,50703.0,14243.0,3.5599,15451.0,551409.0,38.7144,1.0848,33.7690164,-118.1916048
215,286,City of Long Beach,MB,DO,Active,Full Reporter,Long Beach,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,13.0,33275.0,2017.0,6.0,2017.0,590668.0,351540.0,1.6802,389113.0,1875930.0,5.3363,1.1069,33.7690164,-118.1916048
216,287,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",DR,DO,Inactive,Full Reporter,Garden City,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,285.0,1344436.0,2011.0,12.0,2011.0,3104678.0,339799.0,9.1368,1139960.0,13029862.0,38.3458,3.3548,37.9716898,-100.8726618
217,288,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",MB,DO,Inactive,Full Reporter,Garden City,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,285.0,1344436.0,2011.0,12.0,2011.0,150526775.0,30319738.0,4.9646,46073641.0,130836404.0,4.3152,1.5196,37.9716898,-100.8726618
218,289,MTA New York City Transit,CB,DO,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,321.0,8537673.0,2017.0,12.0,2017.0,155687450.0,12387027.0,12.5686,75564999.0,221620597.0,17.8913,6.1003,40.7127281,-74.0060152
219,290,MTA New York City Transit,DR,PT,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,321.0,8537673.0,2017.0,12.0,2017.0,52578548.0,5789381.0,9.0819,11718772.0,474111585.0,81.8933,2.0242,40.7127281,-74.0060152
220,291,MTA New York City Transit,HR,DO,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,321.0,8537673.0,2017.0,12.0,2017.0,10683847750.0,2699537600.0,3.9577,3500448144.0,4788183315.0,1.7737,1.2967,40.7127281,-74.0060152
221,292,MTA New York City Transit,MB,DO,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,321.0,8537673.0,2017.0,12.0,2017.0,1450951265.0,691273010.0,2.099,859309666.0,2520243905.0,3.6458,1.2431,40.7127281,-74.0060152
222,293,MTA New York City Transit,RB,DO,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,321.0,8537673.0,2017.0,12.0,2017.0,58472429.0,31656362.0,1.8471,33907371.0,99445139.0,3.1414,1.0711,40.7127281,-74.0060152
223,295,Dutchess County Division of Mass Transportation,DR,DO,Active,Full Reporter,Poughkeepsie,NY,89,"Poughkeepsie-Newburgh, NY-NJ",327.0,423566.0,175.0,351997.0,2017.0,12.0,2017.0,165894.0,20502.0,8.0916,44553.0,2863913.0,139.6894,2.1731,41.7065779,-73.9284101
224,296,Dutchess County Division of Mass Transportation,MB,DO,Active,Full Reporter,Poughkeepsie,NY,89,"Poughkeepsie-Newburgh, NY-NJ",327.0,423566.0,175.0,351997.0,2017.0,12.0,2017.0,3247100.0,566686.0,5.73,712748.0,5601013.0,9.8838,1.2577,41.7065779,-73.9284101
225,297,"CNY Centro, Inc.",DR,DO,Active,Full Reporter,Syracuse,NY,90,"Syracuse, NY",195.0,412317.0,510.0,641357.0,2017.0,3.0,2017.0,572588.0,97604.0,5.8664,319060.0,4687635.0,48.0271,3.2689,43.0481221,-76.1474244
226,298,"CNY Centro, Inc.",DR,PT,Active,Full Reporter,Syracuse,NY,90,"Syracuse, NY",195.0,412317.0,510.0,641357.0,2017.0,3.0,2017.0,493190.0,80329.0,6.1396,190786.0,3906082.0,48.6261,2.3751,43.0481221,-76.1474244
227,300,"CNY Centro, Inc.",MB,DO,Active,Full Reporter,Syracuse,NY,90,"Syracuse, NY",195.0,412317.0,510.0,641357.0,2017.0,3.0,2017.0,35437181.0,10676191.0,3.3193,14346172.0,58361565.0,5.4665,1.3438,43.0481221,-76.1474244
228,301,Utica Transit Authority,DR,DO,Inactive,Full Reporter,Utica,NY,233,"Utica, NY",55.0,113409.0,46.0,113409.0,2004.0,12.0,2004.0,96348.0,24087.0,4.0,40743.0,466918.0,19.3846,1.6915,43.1009031,-75.2326641
229,302,"New York Bus Tours, Inc., dba: New York Bus Service",MB,DO,Inactive,Full Reporter,Bronx,NY,1,"New York-Newark, NY-NJ-CT",3353.0,17799861.0,322.0,8008278.0,2005.0,12.0,2005.0,22276675.0,1790318.0,12.4429,5582947.0,21832740.0,12.1949,3.1184,40.85048545,-73.8404035580209
230,303,Huntington Area Rapid Transit,DR,DO,Active,Full Reporter,Huntington Station,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,93.0,204240.0,2017.0,12.0,2017.0,312419.0,49073.0,6.3664,134996.0,2011079.0,40.9814,2.7509,40.8534318,-73.4115091
231,304,Huntington Area Rapid Transit,MB,DO,Active,Full Reporter,Huntington Station,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,93.0,204240.0,2017.0,12.0,2017.0,586655.0,131088.0,4.4753,153023.0,2986108.0,22.7794,1.1673,40.8534318,-73.4115091
232,305,Suffolk County Department of Public Works - Transportation Division,DR,PT,Active,Full Reporter,Yaphank,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,912.0,1492583.0,2017.0,12.0,2017.0,9077674.0,699584.0,12.9758,2340153.0,33752689.0,48.2468,3.3451,40.8367653,-72.9170487
233,306,Suffolk County Department of Public Works - Transportation Division,MB,PT,Active,Full Reporter,Yaphank,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,912.0,1492583.0,2017.0,12.0,2017.0,30606878.0,4296218.0,7.1241,6466617.0,41807945.0,9.7313,1.5052,40.8367653,-72.9170487
234,307,Port Authority Transit Corporation,HR,DO,Active,Full Reporter,Lindenwold,NJ,5,"Philadelphia, PA-NJ-DE-MD",1981.0,5441567.0,16.0,159726.0,2017.0,12.0,2017.0,96952223.0,10839059.0,8.9447,26667567.0,51259116.0,4.7291,2.4603,39.81812,-74.9799622177784
235,309,Westchester County Bee-Line System,DR,PT,Active,Full Reporter,Mount Vernon,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,450.0,949113.0,2017.0,12.0,2017.0,3371399.0,309843.0,10.880999999999998,1382190.0,14713682.0,47.4875,4.4609,38.3172715,-88.9031201
236,310,Westchester County Bee-Line System,DT,PT,Active,Full Reporter,Mount Vernon,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,450.0,949113.0,2017.0,12.0,2017.0,49829.0,14360.0,3.47,71800.0,458851.0,31.9534,5.0,38.3172715,-88.9031201
237,312,Westchester County Bee-Line System,MB,PT,Active,Full Reporter,Mount Vernon,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,450.0,949113.0,2017.0,12.0,2017.0,124225106.0,28639794.0,4.3375,48297774.0,131113096.0,4.578,1.6864,38.3172715,-88.9031201
238,313,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",CR,DO,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,527.0,6503894.0,2017.0,12.0,2017.0,2270934422.0,86362532.0,26.2954,737369005.0,1220233301.0,14.1292,8.5381,40.7127281,-74.0060152
239,314,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",FB,PT,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,527.0,6503894.0,2017.0,12.0,2017.0,767150.0,188805.0,4.0632,247984.0,4144733.0,21.9525,1.3134,40.7127281,-74.0060152
240,315,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",MB,PT,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,527.0,6503894.0,2017.0,12.0,2017.0,427858.0,397913.0,1.0753,594032.0,2371560.0,5.96,1.4929,40.7127281,-74.0060152
241,316,"Liberty Lines Transit, Inc.",MB,DO,Inactive,Full Reporter,Yonkers,NY,1,"New York-Newark, NY-NJ-CT",3353.0,17799861.0,434.0,940302.0,2004.0,12.0,2004.0,161672283.0,34462141.0,4.6913,41070037.0,76786863.0,2.2282,1.1917,40.9312099,-73.8987469
242,317,New Jersey Transit Corporation,CR,DO,Active,Full Reporter,Newark,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,5325.0,10594013.0,2017.0,6.0,2017.0,2077067508.0,88578277.0,23.4489,578558201.0,971275617.0,10.9652,6.5316,40.735657,-74.1723667
243,319,New Jersey Transit Corporation,DR,PT,Active,Full Reporter,Newark,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,5325.0,10594013.0,2017.0,6.0,2017.0,9898392.0,1610072.0,6.1478,3463966.0,97067992.0,60.288000000000004,2.1514,40.735657,-74.1723667
244,320,New Jersey Transit Corporation,LR,DO,Active,Full Reporter,Newark,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,5325.0,10594013.0,2017.0,6.0,2017.0,12379497.0,5531921.0,2.2378,5614088.0,19726085.0,3.5659,1.0149,40.735657,-74.1723667
245,321,New Jersey Transit Corporation,LR,PT,Active,Full Reporter,Newark,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,5325.0,10594013.0,2017.0,6.0,2017.0,60426164.0,15476385.0,3.9044,15059691.0,92685527.0,5.9888,0.9731,40.735657,-74.1723667
246,322,New Jersey Transit Corporation,MB,DO,Active,Full Reporter,Newark,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,5325.0,10594013.0,2017.0,6.0,2017.0,1113473813.0,143878120.0,7.739,376157230.0,806911681.0,5.6083,2.6144,40.735657,-74.1723667
247,323,New Jersey Transit Corporation,MB,PT,Active,Full Reporter,Newark,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,5325.0,10594013.0,2017.0,6.0,2017.0,42682026.0,10574069.0,4.0365,11072354.0,61130212.0,5.7811,1.0471,40.735657,-74.1723667
248,324,New Jersey Transit Corporation,VP,PT,Active,Full Reporter,Newark,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,5325.0,10594013.0,2017.0,6.0,2017.0,27415332.0,727002.0,37.7101,2138061.0,10043909.0,13.8155,2.9409,40.735657,-74.1723667
249,325,New Jersey Transit Corporation,YR,PT,Active,Full Reporter,Newark,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,5325.0,10594013.0,2017.0,6.0,2017.0,39719834.0,2713160.0,14.6397,2299664.0,30796596.0,11.3508,0.8476,40.735657,-74.1723667
250,326,New York City Department of Transportation,CB,PT,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,372.0,8537673.0,2017.0,6.0,2017.0,17622377.0,554655.0,31.7718,2901948.0,6185131.0,11.1513,5.232,40.7127281,-74.0060152
251,327,New York City Department of Transportation,FB,DO,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,372.0,8537673.0,2017.0,6.0,2017.0,124393646.0,23921855.0,5.2,0.0,127377646.0,5.3247,0.0,40.7127281,-74.0060152
252,329,Transport of Rockland,DR,DO,Active,Full Reporter,Pomona,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,176.0,326780.0,2017.0,12.0,2017.0,499565.0,56344.0,8.8663,114675.0,3014489.0,53.5015,2.0353,34.0553813,-117.7517496
253,330,Transport of Rockland,MB,PT,Active,Full Reporter,Pomona,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,176.0,326780.0,2017.0,12.0,2017.0,18003634.0,2362533.0,7.6205,3463038.0,15745546.0,6.6647,1.4658,34.0553813,-117.7517496
254,334,Putnam County Transit,DR,PT,Active,Full Reporter,Carmel,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,98.0,59284.0,2017.0,12.0,2017.0,172101.0,16463.0,10.4538,51446.0,489649.0,29.7424,3.1249,39.9788383,-86.118731
255,335,Putnam County Transit,MB,PT,Active,Full Reporter,Carmel,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,98.0,59284.0,2017.0,12.0,2017.0,919317.0,116468.0,7.8933,183068.0,1855604.0,15.9323,1.5718,39.9788383,-86.118731
256,337,Port Authority Trans-Hudson Corporation,FB,PT,Active,Full Reporter,Jersey City,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,226.0,3164655.0,2017.0,12.0,2017.0,3284365.0,1268449.0,2.5893,8111983.0,7153603.0,5.6396,6.3952,40.7281575,-74.0776417
257,338,Port Authority Trans-Hudson Corporation,HR,DO,Active,Full Reporter,Jersey City,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,226.0,3164655.0,2017.0,12.0,2017.0,390795181.0,92930412.0,4.2052,191167260.0,423381922.0,4.5559,2.0571,40.7281575,-74.0776417
258,339,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",HR,DO,Active,Full Reporter,Staten Island,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,59.0,476015.0,2017.0,12.0,2017.0,51461325.0,8251126.0,6.2369,8766939.0,70519413.0,8.5466,1.0625,40.5834557,-74.1496048
259,340,MTA Long Island Rail Road,CR,DO,Active,Full Reporter,Jamaica,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,2967.0,11485165.0,2017.0,12.0,2017.0,2996872220.0,103630405.0,28.9189,732987655.0,1361952328.0,13.1424,7.0731,18.1850507,-77.3947693
260,341,"Regional Transit Service, Inc. and Lift Line, Inc.",DR,DO,Active,Full Reporter,Rochester,NY,60,"Rochester, NY",324.0,720572.0,293.0,694394.0,2017.0,3.0,2017.0,1495005.0,198640.0,7.5262,371202.0,7490093.0,37.7069,1.8687,43.157285,-77.615214
261,342,"Regional Transit Service, Inc. and Lift Line, Inc.",MB,DO,Active,Full Reporter,Rochester,NY,60,"Rochester, NY",324.0,720572.0,293.0,694394.0,2017.0,3.0,2017.0,54325977.0,15774702.0,3.4439,22806839.0,69661000.0,4.416,1.4458,43.157285,-77.615214
262,345,"Centro of Cayuga, Inc.",MB,DO,Inactive,Full Reporter,Syracuse,NY,90,"Syracuse, NY",195.0,412317.0,74.0,57608.0,2015.0,3.0,2015.0,4847436.0,409648.0,11.8332,415198.0,3402036.0,8.3048,1.0135,43.0481221,-76.1474244
263,346,"Liberty Lines Express, Inc.",MB,DO,Inactive,Full Reporter,Yonkers,NY,1,"New York-Newark, NY-NJ-CT",3353.0,17799861.0,42.0,1332650.0,2004.0,12.0,2004.0,29175578.0,2644197.0,11.0338,7733213.0,19921688.0,7.5341,2.9246,40.9312099,-73.8987469
264,350,"Academy Lines, Inc.",CB,DO,Active,Full Reporter,Hoboken,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,468.0,1455245.0,2017.0,12.0,2017.0,162048031.0,3381370.0,47.9238,37051456.0,38651587.0,11.4307,10.9575,40.7433066,-74.0323752
265,352,"Hudson Transit Lines, Inc.",CB,DO,Active,Full Reporter,Mahwah,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,90.0,187257.0,2017.0,12.0,2017.0,199921458.0,4391709.0,45.5225,52302339.0,57711165.0,13.1409,11.9093,41.0887072,-74.1437552
266,354,Suburban Transit Corporation,CB,DO,Active,Full Reporter,New Brunswick,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,202.0,514162.0,2017.0,12.0,2017.0,102391990.0,2712235.0,37.7519,27239992.0,30048639.0,11.0789,10.0434,46.500283,-66.750183
267,356,New Jersey Transit Corporation-45,MB,DO,Inactive,Full Reporter,Newark,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,2898.0,5443000.0,2014.0,12.0,2014.0,12164428.0,5661844.0,2.1485,14728565.0,16806417.0,2.9684,2.6014,40.735657,-74.1723667
268,357,Monsey New Square Trails Corporation,CB,DO,Active,Full Reporter,Spring Valley,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,176.0,286573.0,2017.0,12.0,2017.0,25127727.0,628822.0,39.96,3786433.0,5184821.0,8.2453,6.0215,38.7793481,-120.5277024
269,359,Queens Surface Corporation,MB,DO,Inactive,Full Reporter,Flushing,NY,1,"New York-Newark, NY-NJ-CT",3353.0,17799861.0,112.0,1952000.0,2005.0,12.0,2005.0,12572592.0,4052718.0,3.1023,4609277.0,15947773.0,3.9351,1.1373,40.7654301,-73.8174291
270,360,Monroe Bus Corporation,CB,DO,Active,Full Reporter,Brooklyn,NY,89,"Poughkeepsie-Newburgh, NY-NJ",327.0,423566.0,265.0,351982.0,2017.0,12.0,2017.0,17966636.0,309993.0,57.9582,2626182.0,3233996.0,10.4325,8.4717,40.6501038,-73.9495823
271,362,Tompkins Consolidated Area Transit,DR,PT,Active,Full Reporter,Ithaca,NY,473,"Ithaca, NY",25.0,53661.0,476.0,103617.0,2017.0,12.0,2017.0,487768.0,53315.0,9.1488,63693.0,1197270.0,22.4565,1.1947,42.4396039,-76.4968019
272,363,Tompkins Consolidated Area Transit,MB,DO,Active,Full Reporter,Ithaca,NY,473,"Ithaca, NY",25.0,53661.0,476.0,103617.0,2017.0,12.0,2017.0,10085839.0,3986498.0,2.53,4439596.0,12874864.0,3.2296,1.1137,42.4396039,-76.4968019
273,369,"Rockland Coaches, Inc.",CB,DO,Active,Full Reporter,Westwood,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,2898.0,1246231.0,2017.0,12.0,2017.0,49939262.0,2193220.0,22.7698,16116732.0,19826522.0,9.0399,7.3484,38.2800702,-85.5827385
274,373,Cumberland County Office on Aging,DR,DO,Inactive,Full Reporter,Bridgeton,NJ,290,"Vineland, NJ",62.0,88724.0,489.0,146438.0,2007.0,12.0,2007.0,631920.0,123160.0,5.1309,20037.0,2477017.0,20.1122,0.1627,39.427337,-75.2340768
275,379,DeCamp Bus Lines,CB,DO,Active,Full Reporter,Montclair,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,74.0,892714.0,2017.0,12.0,2017.0,31766511.0,1938649.0,16.3859,13758566.0,17195681.0,8.8699,7.097,40.8164458,-74.2210643
276,381,Lafeyette-Greenville IBOA,MB,DO,Inactive,Full Reporter,Jersey City,NJ,1,"New York-Newark, NY-NJ-CT",3353.0,17799861.0,2898.0,5443000.0,2003.0,12.0,2003.0,3232392.0,564026.0,5.7309,900418.0,887161.0,1.5729,1.5964,40.7281575,-74.0776417
277,382,"Lakeland Bus Lines, Inc.",CB,DO,Active,Full Reporter,Dover,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,250.0,527906.0,2017.0,12.0,2017.0,57486017.0,1693823.0,33.9386,16451076.0,19294284.0,11.390999999999998,9.7124,51.1251275,1.3134228
278,384,Leisure Line,MB,DO,Inactive,Full Reporter,Paramus,NJ,1,"New York-Newark, NY-NJ-CT",3353.0,17799861.0,2898.0,5443000.0,2004.0,12.0,2004.0,21479936.0,420352.0,51.0999,1763400.0,1654913.0,3.937,4.1951,40.9452911,-74.0735899
279,387,"Orange-Newark-Elizabeth, Inc.",MB,DO,Active,Full Reporter,Elizabeth,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,42.0,573383.0,2017.0,12.0,2017.0,18022324.0,7309929.0,2.4655,13369646.0,13376816.0,1.83,1.829,40.6639916,-74.2107006
280,388,"South Orange Avenue IBOA, c/o: NJ Transit, Carrier Admin.",MB,DO,Inactive,Full Reporter,Newark,NJ,1,"New York-Newark, NY-NJ-CT",3353.0,17799861.0,2898.0,5443.0,2002.0,12.0,2002.0,11395096.0,3331981.0,3.4199,3345277.0,3325500.0,0.9981,1.004,40.735657,-74.1723667
281,389,Trans-Hudson Express,MB,DO,Inactive,Full Reporter,Elizabeth,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,2898.0,5443000.0,2011.0,12.0,2011.0,30729225.0,3339251.0,9.2024,5789318.0,6497162.0,1.9457,1.7337,40.6639916,-74.2107006
282,390,"Trans-Bridge Lines, Inc.",CB,DO,Active,Full Reporter,Bethlehem,PA,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,353.0,194009.0,2017.0,12.0,2017.0,79838700.0,1114680.0,71.6248,20874549.0,18183418.0,16.3127,18.7269,31.7043556,35.2061876
283,392,"Vanpool of New Jersey, Inc.",VP,DO,Inactive,Full Reporter,Newark,NJ,1,"New York City, Newark, NY-NJ",2967.0,16044012.0,2898.0,5443.0,2001.0,12.0,2002.0,17588404.0,439924.0,39.9806,1099400.0,740193.0,1.6825,2.4991,40.735657,-74.1723667
284,393,"Private One of New York, LLC, dba: New York Airport Service",MB,PT,Inactive,Full Reporter,Brooklyn,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,2898.0,5443000.0,2011.0,12.0,2011.0,2577928.0,150399.0,17.1406,1524938.0,1516817.0,10.0853,10.1393,40.6501038,-73.9495823
285,395,"Centro of Oswego, Inc.",MB,DO,Inactive,Full Reporter,Syracuse,NY,90,"Syracuse, NY",195.0,412317.0,92.0,89591.0,2015.0,3.0,2015.0,6565259.0,614923.0,10.6766,756679.0,3557988.0,5.7861,1.2305,43.0481221,-76.1474244
286,397,Private Transportation Corporation,MB,PT,Active,Full Reporter,Brooklyn,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,71.0,2465326.0,2017.0,12.0,2017.0,4945545.0,817945.0,6.0463,1117574.0,1117574.0,1.3663,1.3663,40.6501038,-73.9495823
287,398,"Adirondack Transit Lines, Inc,",CB,DO,Active,Full Reporter,Hurley,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,10702.0,9428015.0,2017.0,12.0,2017.0,41243072.0,632393.0,65.2175,11672141.0,16593784.0,26.2397,18.4571,53.6108615,-6.4610671
288,400,Ulster County Area Transit,DR,DO,Active,Full Reporter,Kingston,NY,89,"Poughkeepsie-Newburgh, NY-NJ",327.0,423566.0,1124.0,181670.0,2017.0,12.0,2017.0,92582.0,9955.0,9.3001,30395.0,640733.0,64.3629,3.0532,17.9712148,-76.7928128
289,401,Ulster County Area Transit,MB,DO,Active,Full Reporter,Kingston,NY,89,"Poughkeepsie-Newburgh, NY-NJ",327.0,423566.0,1124.0,181670.0,2017.0,12.0,2017.0,3639455.0,370786.0,9.8155,415729.0,4362073.0,11.7644,1.1212,17.9712148,-76.7928128
290,404,Atlantic Express,MB,DO,Inactive,Full Reporter,Staten Island,NY,1,"New York-Newark, NY-NJ-CT",3353.0,17799861.0,840.0,459737.0,2006.0,6.0,2006.0,3870138.0,693076.0,5.584,2790925.0,3635278.0,5.2451,4.0269,40.5834557,-74.1496048
291,407,"Centro of Oneida, Inc.",DR,DO,Inactive,Full Reporter,Syracuse,NY,268,"Utica, NY",62.0,117328.0,73.0,154159.0,2015.0,3.0,2015.0,107485.0,29013.0,3.7047,65624.0,1556806.0,53.6589,2.2619,43.0481221,-76.1474244
292,408,"Centro of Oneida, Inc.",MB,DO,Inactive,Full Reporter,Syracuse,NY,268,"Utica, NY",62.0,117328.0,73.0,154159.0,2015.0,3.0,2015.0,4494790.0,1285643.0,3.4961,1159821.0,8821910.0,6.8619,0.9021,43.0481221,-76.1474244
293,410,MTA Bus Company,MB,DO,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,244.0,7706403.0,2017.0,12.0,2017.0,347110002.0,122214328.0,2.8402,217164460.0,812671178.0,6.6496,1.7769,40.7127281,-74.0060152
294,411,"BillyBey Ferry Company, LLC",FB,DO,Active,Full Reporter,New York,NY,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,70.0,2131266.0,2017.0,12.0,2017.0,3136654.0,1794281.0,1.7481,10305236.0,9990389.0,5.5679,5.7434,40.7127281,-74.0060152
295,412,Port Imperial Ferry Corporation dba NY Waterway,FB,DO,Active,Full Reporter,Weehawken,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,776.0,3658455.0,2017.0,12.0,2017.0,19257505.0,4586083.0,4.1991,37740298.0,26307566.0,5.7364,8.2293,40.7695457,-74.0204177
296,413,Port Imperial Ferry Corporation dba NY Waterway,MB,DO,Active,Full Reporter,Weehawken,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,776.0,3658455.0,2017.0,12.0,2017.0,5416395.0,3098846.0,1.7479,1401048.0,10408383.0,3.3588,0.4521,40.7695457,-74.0204177
297,414,Bergen County Community Transportation,DR,DO,Active,Full Reporter,Lodi,NJ,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,247.0,905116.0,2017.0,12.0,2017.0,1797457.0,239432.0,7.5072,0.0,5289477.0,22.0918,0.0,45.3138959,9.503263
