,index,State,Automobiles,Buses,Trucks,Automobiles Per Capita,Motorcicles,Year
358,2,Alaska,255217.0,2250.0,8616,620415.0,18154.39,2002
359,3,Arizona,2237596.0,4728.0,19261,3939581.0,218290.41,2002
360,4,Arkansas,960263.0,7331.0,11517,1872750.0,34068.35,2002
361,5,California,18449629.0,50322.0,287295,29618605.0,520238.52,2002
362,6,Colorado,956817.0,5864.0,26780,2150556.0,1115.21,2002
363,7,Connecticut  4/,2026792.0,10382.0,27651,2914831.0,61712.58,2002
364,8,Delaware,416503.0,2018.0,2948,674143.0,13783.51,2002
365,9,Dist. of Col.,192595.0,2706.0,6804,237549.0,1131.33,2002
366,10,Florida,8471458.0,46130.0,153352,13963596.0,339488.5,2002
367,11,Georgia,4211547.0,19072.0,67454,7647523.0,107886.49,2002
368,12,Hawaii,532348.0,4769.0,8045,892553.0,20275.42,2002
369,13,Idaho,598116.0,3801.0,16786,1385820.0,42558.44,2002
370,14,Illinois,6099582.0,17991.0,15075,9577222.0,232132.48,2002
371,15,Indiana,3216400.0,29057.0,43054,5664726.0,135027.52,2002
372,16,Iowa,1861830.0,8320.0,30787,3310408.0,140252.63,2002
373,17,Kansas,843199.0,3886.0,19330,2336701.0,53361.31,2002
374,18,Kentucky,2087841.0,13742.0,8631,3600752.0,48500.5,2002
375,19,Louisiana,1988568.0,20187.0,24082,3660324.0,53408.43,2002
376,20,Maine,583361.0,2928.0,11548,967583.0,30919.45,2002
377,21,Maryland,2523020.0,11945.0,23581,3883925.0,56723.46,2002
378,22,Massachusetts,3636333.0,11398.0,40152,5406846.0,129662.56,2002
379,23,Michigan,4874315.0,26329.0,78239,8533635.0,203398.48,2002
380,24,Minnesota,2503849.0,15107.0,24221,4520314.0,158248.5,2002
381,25,Mississippi,1136337.0,9255.0,16979,1954776.0,27034.39,2002
382,26,Missouri,2481695.0,11806.0,17097,4235031.0,64138.44,2002
383,27,Montana,466043.0,2841.0,18221,1056143.0,29639.51,2002
384,28,Nebraska,841430.0,6456.0,20674,1655603.0,25049.48,2002
385,29,Nevada,650178.0,1834.0,14854,1252879.0,35425.29,2002
386,30,New Hampshire  4/,681842.0,1796.0,11997,1143231.0,57389.53,2002
387,31,New Jersey  4/,4502809.0,22483.0,103421,6687918.0,133568.52,2002
388,32,New Mexico,715474.0,3545.0,23016,1538284.0,34200.38,2002
389,33,New York  4/,7924325.0,58733.0,96228,10455697.0,141886.41,2002
390,34,North Carolina,3687139.0,31518.0,48563,6149474.0,90738.44,2002
391,35,North Dakota,348075.0,2438.0,8855,698424.0,17836.54,2002
392,36,Ohio,6553274.0,39294.0,77784,10469719.0,270175.57,2002
393,37,Oklahoma,1621817.0,17253.0,48662,3070954.0,66465.46,2002
394,38,Oregon,1559986.0,13603.0,31172,3069310.0,73577.44,2002
395,39,Pennsylvania  4/,6072248.0,36515.0,65879,9524997.0,248775.49,2002
396,40,Rhode Island  4/,538771.0,1769.0,5400,775725.0,22949.5,2002
397,41,South Carolina,1959711.0,17046.0,26713,3202102.0,62481.47,2002
398,42,South Dakota,389260.0,2678.0,13610,813908.0,33906.51,2002
399,43,Tennessee,2805063.0,16948.0,53194,4776520.0,84121.49,2002
400,44,Texas,7808911.0,81999.0,216821,14664328.0,231705.35,2002
401,45,Utah,968327.0,1273.0,15852,1847173.0,41248.41,2002
402,46,Vermont,298388.0,2145.0,6241,537146.0,26527.48,2002
403,47,Virginia,4011475.0,18022.0,36265,6272836.0,69761.55,2002
404,48,Washington,2979789.0,9893.0,42593,5336326.0,133267.49,2002
405,49,West Virginia,782397.0,3038.0,29522,1462983.0,30290.43,2002
406,50,Wisconsin,2586648.0,14510.0,46317,4557200.0,204041.47,2002
407,51,Wyoming,220408.0,2869.0,12944,602935.0,24722.43,2002
408,1,Alabama,1770924.0,8964.0,27220,4329245.0,70372.39,2003
409,2,Alaska,260999.0,2306.0,8991,636783.0,19612.4,2003
410,3,Arizona,1991931.0,4689.0,19429,3573994.0,208403.35,2003
411,4,Arkansas,955188.0,7573.0,11582,1888555.0,38466.35,2003
412,5,California,18699434.0,52387.0,292837,30248069.0,546684.52,2003
413,6,Colorado,887647.0,5784.0,27026,2027397.0,7929.19,2003
414,7,Connecticut  4/,2041237.0,10348.0,28030,2963540.0,62716.58,2003
415,8,Delaware,419150.0,2073.0,2965,686817.0,14971.5,2003
416,9,Dist. of Col.,184199.0,2789.0,6861,228351.0,1188.32,2003
417,10,Florida,8564237.0,46713.0,156215,14526125.0,386381.5,2003
418,11,Georgia,4191745.0,19611.0,69297,7730300.0,117502.48,2003
419,12,Hawaii,525277.0,4840.0,8343,902910.0,22061.41,2003
420,13,Idaho,554102.0,3696.0,14844,1301120.0,43804.4,2003
421,14,Illinois,5768554.0,17914.0,14823,9250014.0,260988.45,2003
422,15,Indiana,3251509.0,30316.0,43930,5739348.0,143774.52,2003
423,16,Iowa,1883135.0,8350.0,30812,3368915.0,139705.64,2003
424,17,Kansas,834052.0,3874.0,19204,2314460.0,56034.3,2003
425,18,Kentucky,1959127.0,13986.0,8763,3388879.0,50925.47,2003
426,19,Louisiana,1997248.0,20961.0,24592,3713561.0,56738.43,2003
427,20,Maine,618647.0,2985.0,11906,1051657.0,34821.47,2003
428,21,Maryland,2478873.0,12000.0,23797,3876610.0,63898.45,2003
429,22,Massachusetts,3614519.0,12001.0,41187,5479394.0,130354.56,2003
430,23,Michigan,4804822.0,26528.0,78998,8540325.0,214278.47,2003
431,24,Minnesota,2501883.0,16182.0,27101,4525140.0,174396.49,2003
432,25,Mississippi,1138561.0,9238.0,16699,1950999.0,26998.39,2003
433,26,Missouri,2600169.0,11216.0,17509,4459872.0,73787.45,2003
434,27,Montana,436686.0,2661.0,17528,1010487.0,65907.47,2003
435,28,Nebraska,855407.0,6365.0,20435,1677203.0,26937.48,2003
436,29,Nevada,623886.0,1823.0,14947,1221868.0,36733.27,2003
437,30,New Hampshire  4/,655831.0,1836.0,12734,1144963.0,59692.51,2003
438,31,New Jersey  4/,4448660.0,22848.0,104566,6711601.0,139894.51,2003
439,32,New Mexico,693542.0,3401.0,23384,1509350.0,32276.36,2003
440,33,New York  4/,8313058.0,60991.0,101194,10801701.0,149951.43,2003
441,34,North Carolina,3653665.0,31920.0,49112,6118644.0,95275.43,2003
442,35,North Dakota,345504.0,2398.0,8690,694241.0,19129.54,2003
443,36,Ohio,6518579.0,40514.0,79639,10536372.0,285376.57,2003
444,37,Oklahoma,1622782.0,17500.0,49693,3073707.0,72323.46,2003
445,38,Oregon,1545076.0,14529.0,31317,3060786.0,74519.43,2003
446,39,Pennsylvania  4/,6120710.0,36908.0,67213,9724453.0,267826.49,2003
447,40,Rhode Island  4/,548568.0,1713.0,5601,805740.0,24525.5,2003
448,41,South Carolina,1914753.0,17099.0,27181,3161894.0,56930.46,2003
449,42,South Dakota,387897.0,2726.0,13965,826944.0,37528.5,2003
450,43,Tennessee,2782246.0,17724.0,55417,4795676.0,93600.47,2003
451,44,Texas,7841637.0,84260.0,221993,14888780.0,258253.35,2003
452,45,Utah,1013762.0,1279.0,16109,2006423.0,37959.43,2003
453,46,Vermont,271819.0,2130.0,6578,516071.0,26332.43,2003
454,47,Virginia,4043727.0,18080.0,36683,6346009.0,73309.54,2003
455,48,Washington,2968936.0,9820.0,42792,5378891.0,140950.48,2003
456,49,West Virginia,756405.0,2955.0,28992,1408800.0,18725.41,2003
457,50,Wisconsin,2577697.0,14830.0,47139,4647150.0,239822.47,2003
458,51,Wyoming,231895.0,2916.0,13234,619864.0,27744.45,2003
459,1,Alabama,1693741.0,9088.0,27090,4507751.0,80599.37027254092,2004
460,2,Alaska,255068.0,2440.0,9131,659981.0,21127.386595161992,2004
461,3,Arizona,2055202.0,4787.0,19020,3776114.0,208227.3548041256,2004
462,4,Arkansas,960085.0,7662.0,11472,1917503.0,43628.345257206835,2004
463,5,California,19255690.0,53643.0,292993,31399596.0,610608.5309202016,2004
464,6,Colorado,894582.0,5822.0,26723,2023292.0,8325.19216465065,2004
465,7,Connecticut  4/,2047031.0,10410.0,28135,3041592.0,64390.580955210695,2004
466,8,Delaware,422755.0,2101.0,3006,711039.0,17448.498439238694,2004
467,9,Dist. of Col.,189230.0,2897.0,6696,238802.0,1258.3340981314236,2004
468,10,Florida,8440792.0,47337.0,158196,15057473.0,455836.478960389,2004
469,11,Georgia,4222236.0,20171.0,70744,7882365.0,128236.4750373837,2004
470,12,Hawaii,539845.0,5268.0,8260,947412.0,22778.421277438156,2004
471,13,Idaho,574825.0,3801.0,14233,1344124.0,49397.40821898537,2004
472,14,Illinois,5652494.0,17944.0,13954,9231541.0,276077.438911644,2004
473,15,Indiana,3067260.0,31344.0,44547,5524752.0,153019.48777015533,2004
474,16,Iowa,1882364.0,8357.0,30631,3369431.0,139705.6335850552,2004
475,17,Kansas,852648.0,3889.0,19252,2346522.0,61352.308805842586,2004
476,18,Kentucky,1881213.0,14188.0,8599,3319034.0,53471.447483334225,2004
477,19,Louisiana,1973399.0,21889.0,24808,3766793.0,55299.426506885866,2004
478,20,Maine,608700.0,3306.0,13202,1068064.0,38597.45774501937,2004
479,21,Maryland,2547973.0,11860.0,23591,4119664.0,72749.45594990192,2004
480,22,Massachusetts,3504943.0,11400.0,41824,5456267.0,136887.54323794652,2004
481,23,Michigan,4680729.0,26173.0,79215,8398621.0,227422.45802670327,2004
482,24,Minnesota,2502190.0,16947.0,28520,4593349.0,188568.48808106242,2004
483,25,Mississippi,1123242.0,9320.0,16457,1964488.0,27162.383480895056,2004
484,26,Missouri,2698085.0,11514.0,18247,4812096.0,77476.46749619175,2004
485,27,Montana,433160.0,2597.0,18003,1008701.0,47856.46109411834,2004
486,28,Nebraska,842363.0,6489.0,20594,1689072.0,28370.47443014994,2004
487,29,Nevada,642818.0,1901.0,14640,1281424.0,44352.271051422176,2004
488,30,New Hampshire  4/,672560.0,1894.0,13164,1178312.0,66319.51400076953,2004
489,31,New Jersey  4/,4016485.0,23239.0,108689,6224256.0,149397.45679770922,2004
490,32,New Mexico,695825.0,3533.0,23349,1542964.0,36022.35772812222,2004
491,33,New York  4/,8548783.0,64151.0,99778,11098785.0,169423.44041198542,2004
492,34,North Carolina,3657863.0,32815.0,50237,6198470.0,100039.4246484197,2004
493,35,North Dakota,347009.0,2645.0,8772,700882.0,20920.540448258576,2004
494,36,Ohio,6452386.0,41936.0,80990,10636290.0,297580.55811509385,2004
495,37,Oklahoma,1634376.0,17958.0,50443,3150989.0,84262.46028085855,2004
496,38,Oregon,1475253.0,15582.0,33331,3003227.0,74761.40259907539,2004
497,39,Pennsylvania  4/,6000676.0,37396.0,67302,9821267.0,291015.47980822955,2004
498,40,Rhode Island  4/,531872.0,1726.0,5510,807995.0,26437.487436981322,2004
499,41,South Carolina,1922964.0,17100.0,27354,3257072.0,59777.45542330424,2004
500,42,South Dakota,395975.0,2757.0,14172,841167.0,41579.50815623123,2004
501,43,Tennessee,2889051.0,18431.0,57155,5034662.0,108435.48577147252,2004
502,44,Texas,8735544.0,86753.0,233830,16906714.0,283564.3833078954,2004
503,45,Utah,1036674.0,1289.0,16101,2084424.0,44213.42928474588,2004
504,46,Vermont,280158.0,2057.0,6897,523212.0,28304.446150107662,2004
505,47,Virginia,4091334.0,18199.0,36213,6497426.0,75074.54371488775,2004
506,48,Washington,3034253.0,11049.0,42741,5535236.0,159106.4857400027,2004
507,49,West Virginia,740834.0,2877.0,28348,1396420.0,18981.400134078533,2004
508,50,Wisconsin,2591731.0,14366.0,47679,4705069.0,232105.46746648138,2004
509,51,Wyoming,234382.0,2976.0,13361,640914.0,30540.451940560164,2004
510,1,Alabama,1761909.0,9073.0,27438,4544518.0,92980.38293298006,2005
511,2,Alaska,249560.0,2273.0,8515,672766.0,22228.374055145676,2005
512,3,Arizona,2120631.0,4888.0,19500,3971515.0,97875.35411006553,2005
513,4,Arkansas,951430.0,7855.0,11631,1939533.0,50054.33882408532,2005
514,5,California,19638969.0,55023.0,298547,32487477.0,659184.5379663158,2005
515,6,Colorado,859018.0,5829.0,27269,1807879.0,117070.18188706666,2005
516,7,Connecticut  4/,2028005.0,10396.0,28672,3058553.0,64744.57440676171,2005
517,8,Delaware,427740.0,2158.0,3155,736542.0,18947.496245550657,2005
518,9,Dist. of Col.,185059.0,3021.0,6883,237281.0,840.3282029555567,2005
519,10,Florida,8311702.0,48164.0,161674,15691438.0,509966.4610087521,2005
520,11,Georgia,4208585.0,20752.0,72943,8062838.0,140771.46070884963,2005
521,12,Hawaii,517817.0,5269.0,8596,947548.0,24317.39994105323,2005
522,13,Idaho,583274.0,3775.0,14360,1374056.0,56402.403953790876,2005
523,14,Illinois,5704638.0,17519.0,14131,9458252.0,291048.4413080572,2005
524,15,Indiana,2694941.0,31974.0,45610,4955476.0,146986.42564895388,2005
525,16,Iowa,1841522.0,8365.0,30829,3397604.0,146042.61719210618,2005
526,17,Kansas,865196.0,3899.0,19530,2368115.0,66481.31231430032,2005
527,18,Kentucky,1914028.0,14229.0,8803,3427718.0,56145.452360661315,2005
528,19,Louisiana,1960105.0,21342.0,25504,3819198.0,54513.422313410774,2005
529,20,Maine,588851.0,3258.0,13019,1074895.0,40364.44132294786,2005
530,21,Maryland,2596879.0,12064.0,24043,4321813.0,76137.46120566143,2005
531,22,Massachusetts,3367754.0,11721.0,43150,5420206.0,139796.52321866166,2005
532,23,Michigan,4753156.0,26187.0,80284,8247447.0,263085.4647583429,2005
533,24,Minnesota,2505986.0,17412.0,29664,4646923.0,200785.48569982,2005
534,25,Mississippi,1118672.0,9418.0,16548,1978111.0,27318.379490889183,2005
535,26,Missouri,2539266.0,11295.0,18034,4589356.0,81350.43646314245,2005
536,27,Montana 5/,433181.0,2598.0,18210,1008930.0,47856.45675505253,2005
537,28,Nebraska,836387.0,6655.0,21112,1702790.0,31302.46773685222,2005
538,29,Nevada,673083.0,1845.0,14946,1349313.0,50175.27457181309,2005
539,30,New Hampshire  4/,652343.0,1914.0,12033,1174380.0,68879.49475986835,2005
540,31,New Jersey  4/,3957193.0,23258.0,114017,6261501.0,158350.44897553322,2005
541,32,New Mexico,686258.0,3440.0,23957,1548371.0,37386.347954036675,2005
542,33,New York  4/,8973047.0,67259.0,100668,11862504.0,189993.46177111688,2005
543,34,North Carolina,3583762.0,33315.0,51135,6148316.0,105041.40911367469,2005
544,35,North Dakota,341469.0,2580.0,8723,695225.0,23116.529811617176,2005
545,36,Ohio,6362255.0,42997.0,83241,10634083.0,307664.54976730637,2005
546,37,Oklahoma,1932704.0,18394.0,51679,3725279.0,81952.54112983556,2005
547,38,Oregon,1392768.0,16054.0,35095,2897385.0,71991.37458821759,2005
548,39,Pennsylvania  4/,5888278.0,37678.0,68169,9863785.0,304649.4698341473,2005
549,40,Rhode Island  4/,516728.0,1716.0,5596,811610.0,28569.47535622062,2005
550,41,South Carolina,1933281.0,17581.0,28002,3339456.0,62765.45169257623,2005
551,42,South Dakota,384673.0,2507.0,14435,853548.0,46383.49018483402,2005
552,43,Tennessee,2832604.0,19176.0,59912,4980010.0,121854.4710814275,2005
553,44,Texas,8911818.0,89557.0,241338,17469547.0,327690.38465020375,2005
554,45,Utah,1090043.0,1299.0,16515,2209833.0,48310.43680295438,2005
555,46,Vermont,269324.0,1674.0,5362,507706.0,22466.428065655098,2005
556,47,Virginia,4066886.0,18120.0,36632,6591497.0,77470.5327337407,2005
557,48,Washington,3061330.0,10496.0,43510,5598446.0,170995.48351302187,2005
558,49,West Virginia,699765.0,2803.0,27904,1351746.0,17160.377336853344,2005
559,50,Wisconsin,2562357.0,13947.0,48687,4725425.0,302730.4598087711,2005
560,51,Wyoming,231853.0,3031.0,13765,646230.0,33422.44423344136,2005
561,1,Alabama,1795596.0,9082.0,27580,4630314.0,103586.38679264975,2006
562,2,Alaska,242487.0,2706.0,10480,675094.0,24112.358143311052,2006
563,3,Arizona,2189979.0,4961.0,19588,4182332.0,113606.35230505465,2006
564,4,Arkansas,958640.0,8201.0,11674,1994255.0,58640.33756001696,2006
565,5,California,19835554.0,56814.0,302799,33182058.0,709947.5384963482,2006
566,6,Colorado  4/,858967.0,5829.0,27264,1807823.0,117070.1785120347,2006
567,7,Connecticut  5/,1999809.0,10492.0,29029,3051952.0,64594.56725316558,2006
568,8,Delaware,432509.0,2167.0,3269,813188.0,22746.498667800854,2006
569,9,Dist. of Col.,168916.0,2889.0,6902,219105.0,968.2830430072395,2006
570,10,Florida,7425148.0,48929.0,164566,16373565.0,582740.4042456758,2006
571,11,Georgia,4141179.0,21343.0,74883,8286454.0,141000.439099093,2006
572,12,Hawaii,538581.0,5671.0,8875,1008540.0,30873.41251795024,2006
573,13,Idaho,541487.0,3767.0,15170,1275115.0,50331.36502610018,2006
574,14,Illinois,5947468.0,18036.0,13870,9876246.0,293011.45774795295,2006
575,15,Indiana  4/,2694901.0,31974.0,45608,4955434.0,146986.4228479517,2006
576,16,Iowa,1744519.0,8429.0,30888,3345951.0,160786.58132782936,2006
577,17,Kansas,872878.0,3918.0,19819,2389192.0,71743.3128641589,2006
578,18,Kentucky,1969142.0,14249.0,8816,3558122.0,58952.461937426684,2006
579,19,Louisiana,1950372.0,22102.0,26006,3872744.0,60559.44272521274,2006
580,20,Maine,581797.0,3399.0,13688,1071876.0,45369.43574631462,2006
581,21,Maryland,2656597.0,12155.0,24201,4488397.0,72533.47057326682,2006
582,22,Massachusetts,3310725.0,11207.0,44214,5385215.0,143853.51116690147,2006
583,23,Michigan,4765547.0,26248.0,80984,8154235.0,246540.46710793953,2006
584,24,Minnesota,2512491.0,17610.0,29599,4704914.0,215316.48374862422,2006
585,25,Mississippi,1118200.0,9521.0,17075,1997581.0,27553.380611845223,2006
586,26,Missouri,2715297.0,11485.0,18058,4957172.0,85418.4633513575,2006
587,27,Montana ,447446.0,2503.0,18875,1066562.0,85762.46729202483,2006
588,28,Nebraska,832511.0,6995.0,22015,1733133.0,36643.46268147762,2006
589,29,Nevada,679828.0,1923.0,14982,1366557.0,56498.268388786506,2006
590,30,New Hampshire  5/,585455.0,1873.0,12575,1059963.0,70778.44190220512,2006
591,31,New Jersey  5/,3692966.0,23827.0,119152,5957988.0,163070.41860873214,2006
592,32,New Mexico,699312.0,3552.0,24281,1580820.0,43212.349844648445,2006
593,33,New York  5/,8528457.0,70015.0,99970,11283896.0,202565.4375111331,2006
594,34,North Carolina,3659926.0,33720.0,51717,6301436.0,110293.40967300306,2006
595,35,North Dakota,345502.0,2587.0,8873,712169.0,25318.5367647637,2006
596,36,Ohio,6438988.0,44484.0,85158,10828843.0,331128.55554544926,2006
597,37,Oklahoma,1606517.0,18634.0,52735,3201831.0,93882.44520022842,2006
598,38,Oregon,1427597.0,14822.0,33172,2981379.0,83271.37801580109,2006
599,39,Pennsylvania  5/,5842819.0,38029.0,68565,9894163.0,329750.46575014223,2006
600,40,Rhode Island  5/,508389.0,1726.0,5292,805548.0,31050.471356581522,2006
601,41,South Carolina,1964994.0,18078.0,28455,3453843.0,87512.4520810997,2006
602,42,South Dakota,375760.0,2644.0,14479,843984.0,53451.47520779006,2006
603,43,Tennessee,2878136.0,19979.0,62481,5091328.0,133890.47254828483,2006
604,44,Texas,8805316.0,90173.0,244123,17538388.0,352302.3696422585,2006
605,45,Utah,1079455.0,1308.0,16746,2236088.0,50721.418795143494,2006
606,46,Vermont,309972.0,1745.0,5690,587668.0,24542.49239471204,2006
607,47,Virginia,4031355.0,18264.0,36685,6635976.0,80787.52282855529,2006
608,48,Washington,3087818.0,11665.0,43607,5689497.0,192904.4794394695,2006
609,49,West Virginia,734599.0,2794.0,27389,1441099.0,40199.39631833354,2006
610,50,Wisconsin,2639984.0,14347.0,49513,4971461.0,270436.47205132147,2006
611,51,Wyoming,228057.0,3088.0,14050,645192.0,35710.431682084025,2006
612,1,Alabama,1976510.0,9205.0,27818,4677771.0,110368.42342849846,2007
613,2,Alaska,240931.0,2672.0,10395,680141.0,25702.348554013442,2007
614,3,Arizona,2237693.0,4915.0,19858,4372035.0,124374.35022003533,2007
615,4,Arkansas,944255.0,7758.0,11771,2010301.0,64095.32961690026,2007
616,5,California,20037727.0,58088.0,309817,33935386.0,750816.5424578933,2007
617,6,Colorado ,785099.0,5820.0,27610,1707139.0,111376.15932440813,2007
618,7,Connecticut  4/,1988569.0,10591.0,29477,3047330.0,64484.56443020875,2007
619,8,Delaware,472688.0,2258.0,3270,851223.0,23246.53823355274,2007
620,9,Dist. of Col.,165633.0,2986.0,6996,217521.0,1048.2741274741115,2007
621,10,Florida,7189598.0,48607.0,167813,16473908.0,618648.3876448305,2007
622,11,Georgia,4155154.0,22083.0,77026,8512511.0,171116.43215746878,2007
623,12,Hawaii,521669.0,5940.0,9258,993117.0,29646.75015801924,2007
624,13,Idaho,525560.0,3872.0,14628,1281899.0,43947.346416104556,2007
625,14,Illinois,5814178.0,18310.0,13845,9757004.0,307971.44648633094,2007
626,15,Indiana  5/,2694917.0,31978.0,45693,4955539.0,146986.4207308761,2007
627,16,Iowa,1727177.0,7375.0,30420,3360196.0,160912.57383788604,2007
628,17,Kansas,879318.0,3936.0,20153,2429064.0,77192.31379284631,2007
629,18,Kentucky,1937195.0,14298.0,8920,3546620.0,61900.10629703768,2007
630,19,Louisiana,1938195.0,23014.0,26617,3926741.0,64023.93873643088,2007
631,20,Maine,569503.0,3531.0,14336,1079843.0,49835.427642731935,2007
632,21,Maryland,2652872.0,12039.0,24497,4510464.0,78251.0696652608,2007
633,22,Massachusetts,3276019.0,11758.0,45446,5366708.0,144458.50470382208,2007
634,23,Michigan,4972114.0,26290.0,81865,8191748.0,267208.4886721588,2007
635,24,Minnesota,2552023.0,18122.0,30539,4755753.0,229445.48843268873,2007
636,25,Mississippi,1141299.0,9605.0,8232,2007875.0,27777.38613087295,2007
637,26,Missouri,2675818.0,11078.0,18937,4916993.0,92321.86493062146,2007
638,27,Montana ,389754.0,2483.0,19239,948528.0,20284.400489215033,2007
639,28,Nebraska,815731.0,7036.0,22239,1739072.0,40133.451524903765,2007
640,29,Nevada,698622.0,2013.0,15144,1424322.0,60752.26838420165,2007
641,30,New Hampshire  4/,643442.0,1979.0,12937,1184842.0,75559.48556498266,2007
642,31,New Jersey  4/,3827017.0,23289.0,113940,6247130.0,163429.43565816863,2007
643,32,New Mexico,703057.0,3426.0,24744,1599333.0,46490.34887444382,2007
644,33,New York  4/,8866591.0,72484.0,99257,11494513.0,315450.34311092144,2007
645,34,North Carolina,3601669.0,34400.0,52773,6317148.0,115807.75189418807,2007
646,35,North Dakota,344258.0,2512.0,8769,710537.0,27526.53157109025,2007
647,36,Ohio,6362791.0,45953.0,87302,10848476.0,345612.54917594674,2007
648,37,Oklahoma,1605813.0,18932.0,53910,3224653.0,101190.44023828718,2007
649,38,Oregon,1462803.0,15340.0,33937,3088313.0,95645.66251026363,2007
650,39,Pennsylvania  4/,5805046.0,38510.0,69266,9937941.0,352738.46297050576,2007
651,40,Rhode Island  4/,491229.0,1731.0,5651,796683.0,31146.752276450385,2007
652,41,South Carolina,1940512.0,18864.0,28896,3521026.0,94734.43760692913,2007
653,42,South Dakota,372633.0,2736.0,14862,864838.0,58343.46265451248,2007
654,43,Tennessee,3020654.0,19862.0,62161,5339946.0,143822.48667269043,2007
655,44,Texas,8800325.0,92250.0,251669,18072148.0,384261.3631385127,2007
656,45,Utah,1138442.0,1321.0,17065,2320171.0,54358.425927578035,2007
657,46,Vermont,297176.0,1807.0,5987,564967.0,25804.47367904271,2007
658,47,Virginia,3958939.0,18235.0,36854,6613781.0,80008.95874244093,2007
659,48,Washington,3146178.0,12184.0,43987,5757943.0,205263.48303126078,2007
660,49,West Virginia,707442.0,2792.0,26921,1413467.0,44844.382876158576,2007
661,50,Wisconsin,2645181.0,14962.0,50447,5017895.0,324833.4691194008,2007
662,51,Wyoming,215911.0,3206.0,14708,652102.0,37985.40141728669,2007
663,1,Alabama,2220095.0,8947.0,27854,4729791.0,126675.47254595766,2008
664,2,Alaska,242650.0,2763.0,10448,690756.0,27931.349614523242,2008
665,3,Arizona,2234963.0,4920.0,19750,4373232.0,133586.34108255463,2008
666,4,Arkansas,957446.0,7737.0,11752,2040988.0,71080.33184748843,2008
667,5,California,19919068.0,59442.0,316968,33483061.0,741027.5361107289,2008
668,6,Colorado ,734665.0,5793.0,27596,1618219.0,118391.14658557542,2008
669,7,Connecticut  4/,2018461.0,10790.0,29748,3093744.0,65475.57312527062,2008
670,8,Delaware,461882.0,2255.0,3427,867744.0,24408.820327754693,2008
671,9,Dist. of Col.,171255.0,3028.0,6944,223799.0,1100.6820018484946,2008
672,10,Florida,8180462.0,50687.0,170505,16461925.0,667087.4399589924,2008
673,11,Georgia,4260495.0,22836.0,78932,8569625.0,186719.43665917663,2008
674,12,Hawaii,488217.0,4711.0,8852,945491.0,50679.37297527243,2008
675,13,Idaho,534911.0,3931.0,14773,1318233.0,64163.346855525866,2008
676,14,Illinois,5779977.0,19166.0,13413,9793821.0,332031.4420851179,2008
677,15,Indiana  ,3135611.0,33389.0,46490,5847546.0,204402.48768487351,2008
678,16,Iowa,1798052.0,7476.0,30293,3430867.0,181735.59467586773,2008
679,17,Kansas,884039.0,3941.0,20219,2448768.0,84259.31253216299,2008
680,18,Kentucky,1972534.0,14405.0,8869,3604048.0,64995.094373622,2008
681,19,Louisiana,1957262.0,22476.0,27040,3979188.0,68496.8807660114,2008
682,20,Maine,561893.0,3681.0,15017,1074465.0,54540.42187053726,2008
683,21,Maryland,2650579.0,12133.0,24515,4525233.0,79489.26797081865,2008
684,22,Massachusetts,3236056.0,11241.0,46429,5328349.0,153444.4947296593,2008
685,23,Michigan,4388023.0,26374.0,82393,7945471.0,269669.4335794291,2008
686,24,Minnesota,2543559.0,18202.0,30210,4783491.0,248350.4847029716,2008
687,25,Mississippi,1155133.0,9681.0,10498,2034907.0,28171.388483634142,2008
688,26,Missouri,2620559.0,10657.0,18491,4865776.0,99025.8129098929,2008
689,27,Montana ,375757.0,2468.0,19981,926975.0,112324.38179525346,2008
690,28,Nebraska,816515.0,7212.0,22668,1756628.0,43407.44953550233,2008
691,29,Nevada,699041.0,2783.0,15043,1417214.0,64733.264942213325,2008
692,30,New Hampshire  4/,650130.0,1978.0,13036,1213955.0,80689.49062819908,2008
693,31,New Jersey  4/  5/,3826995.0,23287.0,113716,6246882.0,163429.43582169106,2008
694,32,New Mexico,692415.0,3488.0,24943,1569771.0,46882.340834003575,2008
695,33,New York  4/,8576151.0,72781.0,99476,11088903.0,339633.6315947444,2008
696,34,North Carolina,3572277.0,34904.0,53441,6248829.0,121598.10965900167,2008
697,35,North Dakota,346622.0,2504.0,8957,717221.0,31030.53365103565,2008
698,36,Ohio,6413063.0,47612.0,89135,10933169.0,368957.5523761722,2008
699,37,Oklahoma,1654409.0,19224.0,54911,3291970.0,115588.45048335407,2008
700,38,Oregon,1463189.0,15533.0,34349,3105673.0,102287.57812936998,2008
701,39,Pennsylvania  4/,6086264.0,39928.0,71631,10366408.0,397466.4848213958,2008
702,40,Rhode Island  4/,490628.0,1720.0,5704,794380.0,32021.27304703848,2008
703,41,South Carolina,1996617.0,18988.0,29211,3603960.0,102760.44303317112,2008
704,42,South Dakota,347408.0,2435.0,14347,907384.0,58296.4259071816,2008
705,43,Tennessee,2833546.0,19884.0,61942,5098147.0,151368.45201699532,2008
706,44,Texas,8830985.0,92639.0,251161,18207948.0,435492.3580932014,2008
707,45,Utah,1192191.0,1329.0,17214,2438685.0,57806.43131510322,2008
708,46,Vermont,306690.0,1875.0,6291,581466.0,28284.488748853157,2008
709,47,Virginia,3881087.0,17341.0,35302,6525948.0,82603.29520426398,2008
710,48,Washington,3299259.0,12625.0,44456,5979710.0,233508.50032309172,2008
711,49,West Virginia,700301.0,2715.0,26383,1402030.0,48435.37857267254,2008
