,FuelCode,StationName,Address,City,State_ABRR,Location,ZIP,Latitude,Longitude
4110,ELEC,SPINX,426 N Hwy 52,Moncks Corner,SC,SOUTH CAROLINA,29461,33.2043266,-79.98672490000001
4111,ELEC,BMW SHREWSBURY,770 Boston Worcester Turnpike,Shrewsbury,MA,MASSACHUSETTS,1545,42.277260399999996,-71.69340030000001
4112,ELEC,NRG eVgo - 7-Eleven,4080 Convoy St,San Diego,CA,CALIFORNIA,92111,32.816588,-117.155235
4113,ELEC,NAVFAC,Tow Ln,Milton,FL,FLORIDA,32570,30.7162158,-87.0207181
4114,CNG,CNG 4 America - Austin,907 E St. Johns Ave,Austin,TX,TEXAS,78752,30.330588,-97.701649
4115,ELEC,JNS,701 W Maxwell St,Chicago,IL,ILLINOIS,60607,41.864782899999994,-87.6454369
4116,ELEC,Olathe Mitsubishi,401 S Fir,Olathe,KS,KANSAS,66061,38.8770815,-94.7940578
4117,ELEC,OUC,1300 9th St,St Cloud,FL,FLORIDA,34769,28.2499523,-81.2829437
4118,ELEC,"Russell Creek Park-- Field ""I"" Parking Lot",3500 McDermott,Plano,TX,TEXAS,75025,33.096948,-96.760561
4119,ELEC,THE BOEING CO,901 N. Selby St,El Segundo,CA,CALIFORNIA,90245,33.928968499999996,-118.393833
4120,ELEC,CARCHARGING,300 Connecticut St,Hollywood,FL,FLORIDA,33019,26.0222187,-80.1159973
4121,ELEC,Nissan of Garden City,316 N Franklin St,Hempstead,NY,NEW YORK,11550,40.7170234,-73.6307003
4122,ELEC,Knoxville City County Building,400 Main St,Knoxville,TN,TENNESSEE,37902,35.961414000000005,-83.91728
4123,ELEC,Solano County Public Health,1119 E Monte Vista,Vacaville,CA,CALIFORNIA,95688,38.360856,-121.976359
4124,LPG,Camping World,730 George Roy Pkwy,Calera,AL,ALABAMA,35040,33.1496219,-86.7665902
4125,ELEC,CELEBRATION,200 E Edgewood Blvd,Lansing,MI,MICHIGAN,48911,42.6598774,-84.5504599
4126,ELEC,HY-VEE,52nd St,Kearney,NE,NEBRASKA,68845,40.7253925,-99.0848997
4127,ELEC,KAUFMAN FIN GRP,30833 Northwestern Hwy,Farmington Hills,MI,MICHIGAN,48334,42.5127453,-83.33129659999999
4128,LPG,Combined Energy Services,6525 Route 209,Kerhonkson,NY,NEW YORK,12446,41.771037,-74.311625
4129,ELEC,FRANKFORT,5 South Oak Street,Frankfort,IL,ILLINOIS,60423,41.4987984,-87.8509521
4130,LPG,Flying J,315 E 13th St,Hardin,MT,MONTANA,59034,45.742841399999996,-107.6111804
4131,ELEC,KCP&L,201 N Belt Hwy @ HyVee,St Joseph,MO,MISSOURI,64506,39.768925,-94.8008832
4132,CNG,Independence Fuel Systems,131 Pittman Rd,Longview,TX,TEXAS,75602,32.4531285,-94.7055775
4133,LPG,U-Haul,8620 S Las Vegas Blvd,Las Vegas,NV,NEVADA,89123,36.032920000000004,-115.17116000000001
4134,ELEC,Boardman Nissan,7809 Market St,Boardman,OH,OHIO,44512,41.010979,-80.661812
4135,ELEC,GEORGIA BUILD,216 Capitol Avenue SW,Atlanta,GA,GEORGIA,30334,33.747664799999995,-84.3872416
4136,CNG,South Jersey Gas,142 S Main St,Glassboro,NJ,NEW JERSEY,8028,39.69743,-75.1119
4137,LPG,Hocon Gas Inc,33 Rockland Rd,South Norwalk,CT,CONNECTICUT,6854,41.082623,-73.42946490000001
4138,CNG,Double Three Transportation Co,1280 Farmco Ln,Fort Atkinson,WI,WISCONSIN,53538,42.904846,-88.854473
4139,CNG,Placer County Department of Public Works,11448 F Ave,Auburn,CA,CALIFORNIA,95603,38.936964,-121.102227
4140,LPG,Flying J,1172 W 21st St,Ogden,UT,UTAH,84401,41.230725,-111.99187309999999
4141,ELEC,City of Chula Vista - Civic Center North,276 Fourth Avenue,Chula Vista,CA,CALIFORNIA,91910,32.641382,-117.08545500000001
4142,ELEC,THE BOEING CO,650 N Sepulveda Blvd,El Segundo,CA,CALIFORNIA,90245,33.925045000000004,-118.395362
4143,ELEC,"Medicis, Inc.",7720 N Dobson Rd,Scottsdale,AZ,ARIZONA,85256,33.547715999999994,-111.877703
4144,ELEC,Wendy's - Tesla,1030 N Center Ave,Somerset,PA,PENNSYLVANIA,15501,40.017410999999996,-79.077388
4145,LPG,INDOT - Princeton Maintenance Unit & 210 Lot,RR 3 State Rd 64 W,Princeton,IN,INDIANA,47670,38.35556,-87.596
4146,ELEC,401 PARK DR,401 Park Dr,Boston,MA,MASSACHUSETTS,2215,42.344148499999996,-71.1023674
4147,ELEC,KCP&L,3651College Blvd @ KC Ortho Inst,Leawood,KS,KANSAS,66211,38.926790999999994,-94.62796800000001
4148,ELEC,Port Saint Lucie - Tesla,1773 NW St Lucie W Blvd,Port Saint Lucie,FL,FLORIDA,34986,27.311645000000002,-80.4050407
4149,ELEC,HOLTSVILLE,12-40 Corporate Dr,Holtsville,NY,NEW YORK,11742,40.8046691,-73.0388797
4150,ELEC,Capital One - Garage First Floor,15075 Capital One Dr,Richmond,VA,VIRGINIA,23238,37.62753296,-77.67363
4151,ELEC,Steam Plant Grill,159 S Lincoln St,Spokane,WA,WASHINGTON,99201,47.655046999999996,-117.424552
4152,ELEC,MAIN STATION 1,240 Continental Blvd,El Segundo,CA,CALIFORNIA,90245,33.918815,-118.389835
4153,ELEC,Wilson Nissan,328 N Main St,Logan,UT,UTAH,84321,41.737796,-111.83401
4154,LPG,Central Montana Co-op,108 Main St,Winifred,MT,MONTANA,59489,47.559281,-109.374825
4155,LPG,Cortez Gas Co,1965 W Picacho Ave,Las Cruces,NM,NEW MEXICO,88005,32.3109801,-106.80970090000001
4156,ELEC,Faulkner Nissan,3925 Paxton St,Harrisburg,PA,PENNSYLVANIA,17111,40.2515494,-76.8139413
4157,ELEC,Phipps Conservatory and Botanical Gardens,1 Schenely Dr,Pittsburgh,PA,PENNSYLVANIA,15213,40.4390926,-79.9474873
4158,ELEC,Smith Family Nissan,114 Access Rd,Elk City,OK,OKLAHOMA,73644,35.4215481,-99.3960551
4159,LPG,Cleburne Propane,1106 W Kilpatrick St,Cleburne,TX,TEXAS,76033,32.364686999999996,-97.410802
4160,ELEC,AVALON CHARGE,Westside Pkwy,Alpharetta,GA,GEORGIA,30009,34.0715363,-84.27479790000001
4161,ELEC,Great American Tower Garage,3200 N. Central Ave Ste 1500,Phoenix,AZ,ARIZONA,85012,33.4855795,-112.0741281
4162,ELEC,Applebee's,2901 66th St N,St. Petersburg,FL,FLORIDA,33710,27.798069,-82.728443
4163,ELEC,"Walgreens - Provo, UT #11734",1315 N State St,Provo,UT,UTAH,84604,40.251619,-111.668754
4164,CNG,City of Delano,725 S Lexington St,Delano,CA,CALIFORNIA,93215,35.749926,-119.24112099999999
4165,LPG,Southern LP Gas Inc,2201 Highway 71 S,Mena,AR,ARKANSAS,71953,34.567918,-94.256079
4166,ELEC,OUC,1718 E Michigan St,Orlando,FL,FLORIDA,32806,28.5128765,-81.3586884
4167,ELEC,HUNTINGTONBEACH,2000 Main St,Huntington Beach,CA,CALIFORNIA,92648,33.6780967,-118.00078229999998
4168,LPG,Midway Co-op Service Station,110 Elm St,Lebanon,KS,KANSAS,66952,39.813476,-98.5604692
4169,CNG,"""O"" Ring CNG Fuels Systems - Innovative Entrepreneurs Inc",Lot A,Somerset,PA,PENNSYLVANIA,15501,40.0084304,-79.0785531
4170,ELEC,DTE Energy Headquarters - Executive Garage,1 Energy Plaza,Detroit,MI,MICHIGAN,48226,42.334321,-83.056903
4171,CNG,Clean Energy - Anaheim - Valero Station,2100 S Harbor Blvd,Anaheim,CA,CALIFORNIA,92802,33.795941,-117.91465600000001
4172,ELEC,TOM BUSH BMW,9876 Atlantic Blvd,Jacksonville,FL,FLORIDA,32225,30.3219435,-81.5426986
4173,ELEC,Weseloh Nissan,33633 Camino Capistrano,San Juan Capistrano,CA,CALIFORNIA,92675,33.4747119,-117.676201
4174,CNG,IGS CNG Services - Bridgeport Exxon,50 Genesis Blvd,Bridgeport,WV,WEST VIRGINIA,26330,39.321540399999996,-80.22921059999999
4175,LPG,Motor Propane Service Inc,5050 Center Rd,Manitowoc,WI,WISCONSIN,54220,44.038848,-87.7499969
4176,ELEC,Champion Fiat,9715 Firestone Blvd,Downey,CA,CALIFORNIA,90241,33.928867600000004,-118.1097584
4177,ELEC,King County - Roads Maintenance Facility,NE 2nd St,Renton,WA,WASHINGTON,98056,47.4847291,-122.1774112
4178,LPG,Flying J,11 Old Highway 70,Lordsburg,NM,NEW MEXICO,88045,32.341147,-108.677489
4179,ELEC,CITYOFRIVERSIDE,6951 Flight Rd,Riverside,CA,CALIFORNIA,92504,33.9505615,-117.4457169
4180,ELEC,CBRE - Scottsdale Forum,"6263 North Scottsdale Road, Suite 167",Scottsdale,AZ,ARIZONA,85250,33.529218,-111.92523
4181,LNG,Waste Management - Altamont - Private,10840 Altamont Pass Rd,Livermore,CA,CALIFORNIA,94551,37.748526,-121.64987099999999
4182,ELEC,Hotel DeFuniak - Tesla,Baldwin Ave & 10th St,DeFuniak Springs,FL,FLORIDA,32435,30.720702000000003,-86.116677
4183,ELEC,NRG eVgo - Whole Foods Market,1250 Jefferson,Redwood City,CA,CALIFORNIA,94062,37.482684000000006,-122.23164799999999
4184,ELEC,HHC,6080 Center Dr,Los Angeles,CA,CALIFORNIA,90045,33.9767682,-118.39172959999999
4185,ELEC,Courtesy Motor Sales,3100 Pleasant Valley Blvd,Altoona,PA,PENNSYLVANIA,16602,40.4870346,-78.39941040000001
4186,ELEC,Skykomish - Hwy 2,148 5th Street N,Skykomish,WA,WASHINGTON,98288,47.711358600000004,-121.36090039999999
4187,LPG,Flying J,E 6606 Broadway,Spokane,WA,WASHINGTON,99212,47.663148,-117.31602720000001
4188,ELEC,"AVNET, INC",8700 S Price Rd,Tempe,AZ,ARIZONA,85284,33.336838300000004,-111.894025
4189,ELEC,MCKENNA VW,18711 Beach Blvd,Huntington Beach,CA,CALIFORNIA,92648,33.6907906,-117.9893023
4190,ELEC,METRO NASHVILLE,1441 12th Ave S,Nashville,TN,TENNESSEE,37203,36.137258,-86.7886089
4191,ELEC,Executive Nissan,900 Universal Dr N,North Haven,CT,CONNECTICUT,6473,41.360892,-72.870997
4192,CNG,Metropolitan Atlanta Rapid Transit Authority,277 Laredo Dr,Scottdale,GA,GEORGIA,30030,33.7835307,-84.26770920000001
4193,ELEC,Illinois Tollway Oasis,13783 W Oasis Service Rd,Lake Forest,IL,ILLINOIS,60045,42.253207,-87.900257
4194,ELEC,Los Angeles Metro - Universal and Studio City Station,3913 Lankershim Blvd,Studio City,CA,CALIFORNIA,91604,34.1389169,-118.3622642
4195,ELEC,MTA,Amtrak Way,Linthicum Heights,MD,MARYLAND,21090,39.1927299,-76.6939316
4196,ELEC,City of Charleston Municipal Parking Garage,32 Alexander St,Charleston,SC,SOUTH CAROLINA,29401,32.7871865,-79.92997940000001
4197,CNG,Waste Management - Twin Cities - Blaine,10050 Naples St NE,Blaine,MN,MINNESOTA,55449,45.152304,-93.186247
4198,ELEC,Portland Water Bureau,1900 N Interstate Ave,Portland,OR,OREGON,97227,45.537696000000004,-122.67333500000001
4199,CNG,City of Los Angeles - West Valley Station,8840 Vanalden Ave,Northridge,CA,CALIFORNIA,91324,34.2306174,-118.5492009
4200,ELEC,City of Auburn Hills - Department of Public Services Building,1500 Brown Rd,Auburn Hills,MI,MICHIGAN,48326,42.707019,-83.27092900000001
4201,ELEC,Nissan of West Warwick,885 Quaker Ln,West Warwick,RI,RHODE ISLAND,2893,41.671991,-71.50054200000001
4202,LPG,U-Haul,14206 Van Ness Ave,Gardena,CA,CALIFORNIA,90249,33.9027828,-118.3172222
4203,ELEC,CITY OF BUFORD,2182-2248 Buford Hwy NE,Buford,GA,GEORGIA,30518,34.113903,-83.99562840000002
4204,LNG,TravelCenters of America,7751 Bonnie View Rd,Dallas,TX,TEXAS,75241,32.653573699999995,-96.7515257
4205,ELEC,Memering Motorplex,1949 Hart St,Vincennes,IN,INDIANA,47591,38.665181,-87.512497
4206,ELEC,Traverse City Auto Plaza,1331 S Garfield Ave,Traverse City,MI,MICHIGAN,49686,44.743607,-85.595329
4207,ELEC,West Covina Nissan,205 N Citrus St,West Covina,CA,CALIFORNIA,91791,34.0740776,-117.89029840000002
4208,CNG,City of Temple,2625 E Ave H,Temple,TX,TEXAS,76501,31.082384700000002,-97.3152985
4209,ELEC,Stanford Court Hotel,905 California St,San Francisco,CA,CALIFORNIA,94108,37.7917912,-122.40961370000001
4210,ELEC,Riteway Bus Service Inc,7433 S 10th St,Oak Creek,WI,WISCONSIN,53154,42.9097,-87.9273
4211,ELEC,350GREEN,946 S Brookhurst St,Anaheim,CA,CALIFORNIA,92804,33.818622600000005,-117.958725
4212,ELEC,City of Sarasota - Saint Armens Filmore Parking Lot,58 Fillmore Dr,Sarasota,FL,FLORIDA,34236,27.318076,-82.575549
4213,CNG,Tri Par Oil Co - BP,305 W Dekora St,Saukville,WI,WISCONSIN,53080,43.381818,-87.946569
4214,CNG,PG&E San Rafael Service Center,1220 Andersen Dr,San Rafael,CA,CALIFORNIA,94901,37.9511658,-122.49950619999998
4215,ELEC,EVPASS,9090 Carousel Center Drive,Syracuse,NY,NEW YORK,13290,43.0680046,-76.1744308
4216,ELEC,Facebook - Building 12,1601 Willow Rd.,Menlo Park,CA,CALIFORNIA,94025,37.484198,-122.15032
4217,ELEC,JATC LU25,370 Motor Pkwy,Hauppauge,NY,NEW YORK,11788,40.808309799999996,-73.2417481
4218,LPG,Grande Butane Co,2151 E Highway 83,Rio Grande City,TX,TEXAS,78582,26.3755539,-98.80297759999999
4219,CNG,Los Angeles Department of Water and Power - Downtown (Duco) Yard,433 E Temple St,Los Angeles,CA,CALIFORNIA,90012,34.0508941,-118.2362017
4220,ELEC,350GREEN,9621 Belair Rd,Perry Hall,MD,MARYLAND,21128,39.4131126,-76.4629364
4221,ELEC,Furnace Garage,536 S. 28th St.,Pittsburgh,PA,PENNSYLVANIA,15203,40.426903,-79.965695
4222,ELEC,WATT PLAZA,1875 Century Park E,Los Angeles,CA,CALIFORNIA,90067,34.060911100000006,-118.41473789999999
4223,ELEC,San Diego Wild Animal Park,15500 San Pasqual Valley Rd,Escondido,CA,CALIFORNIA,92027,33.0963683,-117.00218429999998
4224,ELEC,Target Building,2905 District Avenue,Fairfax,VA,VIRGINIA,22031,38.872867,-77.229883
4225,ELEC,Royal Nissan,3333 E 3rd St,Bloomington,IN,INDIANA,47401,39.164937,-86.49115400000001
4226,LPG,Pennsylvania Turnpike Burnt Cabins Maintenance Facility,24455 Locke Rd,Shade Gap,PA,PENNSYLVANIA,17255,40.09033,-77.8585
4227,LPG,U-Haul,400 Orchard Dr,West Columbia,SC,SOUTH CAROLINA,29170,33.9819869,-81.109148
4228,ELEC,Nissan of Fort Worth,3451 W Loop 820 S,Fort Worth,TX,TEXAS,76116,32.7219,-97.4784
4229,LPG,U-Haul,657 S Atlantic Blvd,Los Angeles,CA,CALIFORNIA,90022,34.023243,-118.15678899999999
4230,ELEC,GRAYSON BMW,10670 Parkside Dr,Knoxville,TN,TENNESSEE,37922,35.9015128,-84.1391886
4231,CNG,Trillium CNG - LA Unified School District - Gardena,18263 S Hoover St,Gardena,CA,CALIFORNIA,90248,33.867036,-118.2857078
4232,ELEC,525 NORTHGATE,525 NE Northgate Way,Seattle,WA,WASHINGTON,98125,47.7082133,-122.32174380000001
4233,ELEC,ComEd,201 N Arthur St,Mount Prospect,IL,ILLINOIS,60056,42.0704876,-87.9488322
4234,LPG,Northstar Energy,4418 N Main St,Selby,SD,SOUTH DAKOTA,57472,45.5065672,-100.0321846
4235,ELEC,LEE COUNTY GOV,2211 Widman Way,Fort Myers,FL,FLORIDA,33901,26.639799100000005,-81.8680038
4236,CNG,Questar Gas - JR's Truck Stop,2635 N Freeway Dr,Cedar City,UT,UTAH,84721,37.725046899999995,-113.05715990000002
4237,CNG,AMP Trillium,2920 Silver Star Rd,Orlando,FL,FLORIDA,32808,28.578087300000004,-81.4213589
4238,ELEC,Kwik Trip #250,1509 10th Pl NE,Austin,MN,MINNESOTA,55912,43.676296,-92.95351
4239,ELEC,Fair Oaks - Orangevale - Community Library,11601 Fair Oaks Blvd,Fair Oaks,CA,CALIFORNIA,95628,38.66292,-121.2634
4240,ELEC,Holiday Inn - Tesla,919 Kruse Way,Springfield,OR,OREGON,97477,44.082099,-123.03770700000001
4241,LPG,Liquefied Propane Installations LLC,8314 FM 78,Converse,TX,TEXAS,78109,29.496220500000003,-98.3248551
4242,CNG,Chesapeake Utilities,350 S Queen St,Dover,DE,DELAWARE,19904,39.155562200000006,-75.52885450000001
4243,ELEC,Rosslyn Gateway,1911 N Fort Myer Dr,Arlington,VA,VIRGINIA,22209,38.897605,-77.072521
4244,ELEC,"Walgreens - Kirkland, WA #6258",11607 98th Ave NE,Kirkland,WA,WASHINGTON,98034,47.7047402,-122.2108592
4245,ELEC,COMED,123 Energy Ave,Rockford,IL,ILLINOIS,61109,42.234865899999996,-89.0968709
4246,ELEC,Ewa Town Center,91-1401 Ft Weaver Rd,Ewa Beach,HI,HAWAII,96706,21.334213000000002,-158.0244975
4247,CNG,Clean Energy - Uni-mart,3180 W College Ave,State College,PA,PENNSYLVANIA,16801,40.7608138,-77.8781882
4248,LPG,Stix Gas Co,6673 Highway 77,Sinton,TX,TEXAS,78387,27.9975779,-97.54118170000001
4249,ELEC,Dalton Utilities - College Drive,890 College Drive,Dalton,GA,GEORGIA,30722,34.761826,-85.003731
4250,ELEC,Harper Corp,35 W Court St,Greenville,SC,SOUTH CAROLINA,29601,34.84867,-82.401239
4251,CNG,Kern County Superintendent of Schools,705 S Union Ave,Bakersfield,CA,CALIFORNIA,93307,35.3481149,-119.00294540000002
4252,CNG,Great River Energy,301 W Ferguson,Wood River,IL,ILLINOIS,62095,38.8604916,-90.1018053
4253,LPG,Granite Propane Service,2685 Almond Dr,Silver Springs,NV,NEVADA,89429,39.430242,-119.199475
4254,LPG,INDOT - Evansville Maintenance Unit 1 and Test Lab,3200 Marion Ave,Evansville,IN,INDIANA,47712,37.974200700000004,-87.6141861
4255,ELEC,COUNTY OF MARIN,3210 Kerner Blvd,San Rafael,CA,CALIFORNIA,94901,37.9601743,-122.50097990000002
4256,ELEC,11200 Rockville Pike,11200 Rockville Pike,Rockville,MD,MARYLAND,20852,39.0408693,-77.1104619
4257,LPG,Thompson Gas,631 E McIntosh Rd,Griffin,GA,GEORGIA,30223,33.280811,-84.263925
4258,ELEC,350GREEN,13000 Folsom Blvd,Folsom,CA,CALIFORNIA,95630,38.6439245,-121.1862114
4259,LPG,Nash Gas Co Inc,504 W Highway Z,Dearborn,MO,MISSOURI,64439,39.52149489999999,-94.7715179
4260,CNG,Questar Gas - Logan,895 W 800 N,Logan,UT,UTAH,84321,41.74734829999999,-111.8560366
4261,ELEC,BMW FACILITIES,2201 Corporate Center Dr,Thousand Oaks,CA,CALIFORNIA,91320,34.1968534,-118.92604440000001
4262,ELEC,NRG eVgo - Quechee Gorge Village,5573 E Woodstock Rd,Quechee,VT,VERMONT,5059,43.637856,-72.397632
4263,ELEC,Peoria Sports Complex,16101 N 83rd Avenue,Peoria,AZ,ARIZONA,85382,33.6312007,-112.2347564
4264,ELEC,Kohl's Store #1267 Crete,23755 Volbrecht Rd,Crete,IL,ILLINOIS,60417,41.459327,-87.574004
4265,ELEC,OPERA PLAZA,600-698 Golden Gate Ave,San Francisco,CA,CALIFORNIA,94102,37.7809703,-122.42118549999999
4266,LPG,Suburban Propane,12 W College Ave,Santa Rosa,CA,CALIFORNIA,95401,38.4455547,-122.7287477
4267,ELEC,Burlington - Exit 229,448 Fashion Way,Burlington,WA,WASHINGTON,98233,48.456671,-122.339141
4268,ELEC,Shell Station 35408 - 24805 N Lake Pleasant Pkwy,24805 N Lake Pleasant Pkwy,Peoria,AZ,ARIZONA,85383,33.709275,-112.27651499999999
4269,ELEC,Buffalo Niagara Medical Campus - Ellicott Street Ramp,854 Ellicott St,Buffalo,NY,NEW YORK,14203,42.901749,-78.867457
4270,ELEC,STRACK &VAN; TI,9599 W 133rd Ave,Cedar Lake,IN,INDIANA,46303,41.3755772,-87.45181600000001
4271,LPG,Thompson Gas,211 W Main St,Crofton,NE,NEBRASKA,68730,42.732392499999996,-97.4961532
4272,ELEC,350GREEN,1950 E Greyhound Pass,Carmel,IN,INDIANA,46032,40.005463299999995,-86.1242446
4273,ELEC,COA FACILITIES,2526 Kramer Ln,Austin,TX,TEXAS,78758,30.3946967,-97.7168853
4274,LPG,Frenchman Valley Co-op,33797 NE 34,Benkelman,NE,NEBRASKA,69021,40.055042,-101.541431
4275,ELEC,US Environmental Protection Agency - New England Regional Laboratory,11 Technology Dr,Chelmsford,MA,MASSACHUSETTS,1824,42.627309999999994,-71.3681
4276,ELEC,Los Angeles Metro - Sierra Madre Villa Station,149 N Halstead St,Pasadena,CA,CALIFORNIA,91107,34.1491739,-118.07964550000001
4277,ELEC,Goodwill,13605 80th Cir N,Maple Grove,MN,MINNESOTA,55369,45.0999195,-93.45229609999998
4278,ELEC,Springfield - Museum Parking,225 Fifth Street,Springfield,OR,OREGON,97477,44.046421,-123.019042
4279,ELEC,DTCC TERRY,Scarborough Rd,Dover,DE,DELAWARE,19901,39.1973343,-75.5600052
4280,ELEC,Gold Canyon Plaza,3770 W. Ina Road,Tucson,AZ,ARIZONA,85741,32.338998,-111.045685
4281,CNG,Laclede Gas Co - Shrewsbury Facility,4118 Shrewsbury Ave,St. Louis,MO,MISSOURI,63119,38.598614000000005,-90.323459
4282,ELEC,Sterling McCall Nissan,12230 Southwest Fwy,Stafford,TX,TEXAS,77477,29.645682899999997,-95.57636
4283,ELEC,OVERLOOK,2859-2867 Paces Ferry Rd SE,Atlanta,GA,GEORGIA,30339,33.865823,-84.4703651
4284,ELEC,San Diego Gas & Electric,8326 Century Park Ct,San Diego,CA,CALIFORNIA,92123,32.8234943,-117.14367730000001
4285,ELEC,"Walgreens - Decatur, GA #6138",2065 S Hairston Rd,Decatur,GA,GEORGIA,30035,33.72833920000001,-84.196069
4286,CNG,Dane County,7102 US Highway 12 and 18,Madison,WI,WISCONSIN,53718,43.045254,-89.251891
4287,ELEC,Lynnes Nissan West,59 Route 206,Stanhope,NJ,NEW JERSEY,7874,40.929997,-74.719717
4288,ELEC,LELD,39 Ayer Rd,Littleton,MA,MASSACHUSETTS,1460,42.543109,-71.514352
4289,CNG,Riverside Transit Agency,1825 3rd St,Riverside,CA,CALIFORNIA,92507,33.9834373,-117.3509466
4290,ELEC,EDISONPARKFAST,160 Edison Pl,Newark,NJ,NEW JERSEY,7105,40.732364700000005,-74.1654282
4291,ELEC,NORTHWEST BMW,9700 Reisterstown Rd,Owings Mills,MD,MARYLAND,21117,39.405581899999994,-76.76165970000001
4292,ELEC,Harbor Nissan,4336 Tamiami Tr,Port Charlotte,FL,FLORIDA,33980,26.9664485,-82.0766224
4293,ELEC,NVIDIA Corp,2701 San Tomas Expy,Santa Clara,CA,CALIFORNIA,95050,37.36986923,-121.96409609999999
4294,ELEC,Walmart #1784,3025 Lancaster Dr NE,Salem,OR,OREGON,97305,44.964746000000005,-122.98620600000001
4295,LPG,U-Haul,8920 Maple St,Omaha,NE,NEBRASKA,68134,41.2856977,-96.0514816
4296,ELEC,Kohl's Store #468 Mesquite,19065 Lyndon B Johnson Fwy,Mesquite,TX,TEXAS,75150,32.797558,-96.62818399999999
4297,ELEC,Sheraton Carlsbad,5440 Grand Pacific Dr,Carlsbad,CA,CALIFORNIA,92008,33.1305699,-117.30989609999999
4298,ELEC,MERIDIAN ASSOC.,69 Milk St,Westborough,MA,MASSACHUSETTS,1581,42.2718086,-71.618309
4299,ELEC,CARDENAS BMW,210 N Loop 499,Harlingen,TX,TEXAS,78550,26.1923103,-97.662235
4300,ELEC,Exton Nissan,200 W Lincoln Hwy,Exton,PA,PENNSYLVANIA,19341,40.0275681,-75.63068270000001
4301,ELEC,Nissan Marin,511 Francisco Blvd E,San Rafael,CA,CALIFORNIA,94901,37.966998700000005,-122.5168494
4302,ELEC,NATIONAL GRID,49 4th St,Troy,NY,NEW YORK,12180,42.7321093,-73.68896600000001
4303,LPG,City of Port Arthur,325 Dallas Ave,Port Arthur,TX,TEXAS,77640,29.869420799999997,-93.9357132
4304,LPG,Eastern Arizona Ag Center,2700 W Highway 70,Thatcher,AZ,ARIZONA,85552,32.8456174,-109.74470829999999
4305,CNG,Con Edison - W 29th Street Service Center,281 11th Ave,New York,NY,NEW YORK,10001,40.7528859,-74.005797
4306,ELEC,Clearcreek Park,3500 Lower Springboro Rd,Springboro,OH,OHIO,45066,39.5458566,-84.266601
4307,ELEC,EPCC- Valle Verde Campus- Advanced Technology Center,919 Hunter Drive,El Paso,TX,TEXAS,79915,31.753197999999998,-106.37311799999999
4308,ELEC,OSU,SW 30th St,Corvallis,OR,OREGON,97331,44.5662651,-123.28384399999999
4309,LPG,Flying J,1880 W Winnemucca Blvd,Winnemucca,NV,NEVADA,89445,40.960274299999995,-117.7482699
4310,LPG,Frito Lay - Sterling Heights,6600 17 Mile Rd,Sterling Heights,MI,MICHIGAN,48313,42.577726,-83.04222
4311,ELEC,Collins Nissan,4142 Bardstown Rd,Louisville,KY,KENTUCKY,40218,38.1897167,-85.6440198
4312,ELEC,Hilton Orlando Bonnet Creek,14100 Bonnet Creek Resort,Orlando,FL,FLORIDA,32821,28.357024,-81.335139
4313,ELEC,NRG eVgo - Mossy Nissan - Kearny Mesa,8118 Clairemont Mesa Blvd,San Diego,CA,CALIFORNIA,92111,32.8332,-117.14766000000002
4314,ELEC,BA,3035 Peachtree Rd,Atlanta,GA,GEORGIA,30305,33.837275299999995,-84.3804698
4315,ELEC,University of Minnesota - The Commons,615 Washington Ave SE,Minneapolis,MN,MINNESOTA,55414,44.9743662,-93.22960970000001
4316,ELEC,OUC,100 W Anderson St,Orlando,FL,FLORIDA,32801,28.536191100000003,-81.3797684
4317,CNG,Love's Travel Stop #274,102 W Copeland,Okemah,OK,OKLAHOMA,74859,35.420958,-96.300547
4318,CNG,Clean Energy - Orlando Airport,6155 Cargo Rd,Orlando,FL,FLORIDA,32827,28.4421331,-81.2995706
4319,ELEC,350GREEN,11622 N.E. Executive Drive,Edinburgh,IN,INDIANA,46124,39.3107842,-85.96012590000001
4320,ELEC,Ross Nissan of El Monte,3428 N Peck Rd,El Monte,CA,CALIFORNIA,91731,34.0695016,-118.02695770000001
4321,LPG,Propane People - CleanFUEL USA,2848 US Highway 6,Waterloo,IN,INDIANA,46793,41.4395186,-85.0610804
4322,ELEC,Pedder Nissan,200 Carriage Cir,Hemet,CA,CALIFORNIA,92545,33.741054999999996,-117.031846
4323,ELEC,Lujack Nissan,3750 N Harrison St,Davenport,IA,IOWA,52806,41.565593299999996,-90.57755920000001
4324,CNG,Clean Energy - Hartford Bradley Airport Shell,80 Ella Grasso Tpke,Windsor Locks,CT,CONNECTICUT,6096,41.920118,-72.671406
4325,ELEC,Renaissance Orlando at SeaWorld,6677 Sea Harbor Dr,Orlando,FL,FLORIDA,32821,28.41122,-81.4683
4326,ELEC,MONTESI VW,444 State St,North Haven,CT,CONNECTICUT,6473,41.363023600000005,-72.8878557
4327,CNG,Oklahoma Natural Gas - Stillwater Service Center,3424 N Perkins Rd,Stillwater,OK,OKLAHOMA,74075,36.157320899999995,-97.0524023
4328,ELEC,Kwik Star #495,2685 Dodge St,Dubuque,IA,IOWA,52003,42.491964,-90.702489
4329,ELEC,SB MTD,550 Olive St,Santa Barbara,CA,CALIFORNIA,93101,34.423152,-119.689927
4330,CNG,City of Greensboro,401 Patton Ave,Greensboro,NC,NORTH CAROLINA,27406,36.041691,-79.782758
