,FuelCode,StationName,Address,City,State_ABRR,Location,ZIP,Latitude,Longitude
0,LPG,Irish Propane,70 Katherine St,Buffalo,NY,NEW YORK,14210,42.8594,-78.858933
1,ELEC,Latitudes,2401 Highway 528,Rio Rancho,NM,NEW MEXICO,87124,35.21843,-106.663
2,ELEC,American Bush - Solar Canopy,2630 S 300 W,Salt Lake City,UT,UTAH,84115,40.714419899999996,-111.90010500000001
3,ELEC,McDonald's #31850 - Flower Mound TX,3601 FM 407,Flower Mound,TX,TEXAS,75028,33.071809,-97.08511899999999
4,ELEC,CITY OF SEATTLE,600 Pine St,Seattle,WA,WASHINGTON,98101,47.6125141,-122.3354092
5,ELEC,Two Embarcadero Center,"Two Embarcadero Center, A Level Parking",San Franciso,CA,CALIFORNIA,94111,37.79502720000001,-122.39850030000001
6,ELEC,PARKWAY,721 Arch St,Philadelphia,PA,PENNSYLVANIA,19106,39.9528732,-75.1528625
7,ELEC,General Electric - Dallas Office,2508 Highlander Way,Carrollton,TX,TEXAS,75006,32.9838,-96.84531700000001
8,ELEC,Municipal Lot,38767 SE River St,Snoqualmie,WA,WASHINGTON,98065,47.527427,-121.823532
9,LPG,U-Haul,15173 Brookpark Rd,Brook Park,OH,OHIO,44142,41.418059,-81.802714
10,ELEC,GATEWAY TECH B,380 McCanna Pkwy,Burlington,WI,WISCONSIN,53105,42.672790500000005,-88.2556
11,ELEC,NATIONAL GRID,104-160 Blackstone St,Providence,RI,RHODE ISLAND,2905,41.8096008,-71.40885290000001
12,ELEC,San Francisco General Hospital Garage,2500 24th St,San Francisco,CA,CALIFORNIA,94110,37.753135,-122.404374
13,ELEC,Amazon - Obidos/Rufus,550 Terry Ave N,Seattle,WA,WASHINGTON,98109,47.62395,-122.337078
14,ELEC,Classic Cars Nissan,1513 Route 38,Hainesport,NJ,NEW JERSEY,8036,39.98225,-74.808612
15,LPG,U-Haul,2722 N Watkins,Memphis,TN,TENNESSEE,38127,35.199728,-90.007121
16,ELEC,"Walgreens - Clinton, UT #2519",1962 W 1800 N,Clinton,UT,UTAH,84041,41.139868799999995,-112.0632572
17,ELEC,MERCER ISLAND,8236 SE 24TH STREET,Mercer Island,WA,WASHINGTON,98040,47.5900154,-122.22854609999999
18,ELEC,NATIONAL GRID,997 Loudon Rd,Cohoes,NY,NEW YORK,12047,42.770945000000005,-73.753012
19,ELEC,AUTO CLUB GROUP,783 S Orlando Ave,Winter Park,FL,FLORIDA,32789,28.5909042,-81.3660965
20,CNG,Greater Richmond Transit Co,301 E Belt Blvd,Richmond,VA,VIRGINIA,23224,37.506731,-77.47908000000001
21,ELEC,Ehrlich Nissan,2625 35th Ave,Greeley,CO,COLORADO,80634,40.3944828,-104.736046
22,ELEC,Outpost Solar - Mines Road,1905 Mines Road,Pulaski,TN,TENNESSEE,38478,35.210144,-87.054365
23,CNG,SDG&E - Northern (Carlsbad),602 Cannon Rd,Carlsbad,CA,CALIFORNIA,92008,33.1336848,-117.33212320000001
24,ELEC,CITYZEPHYRHILLS,5335 Eighth St,Zephyrhills,FL,FLORIDA,33542,28.2352886,-82.1812439
25,ELEC,Atlantic Nissan,205 Sunrise Hwy,West Islip,NY,NEW YORK,11795,40.720647,-73.304128
26,LPG,U-Haul,157 E 3rd St,Williamsport,PA,PENNSYLVANIA,17701,41.242703000000006,-76.998402
27,ELEC,Dan Wilder Nissan,97 Deer Park Rd,Port Angeles,WA,WASHINGTON,98362,48.102884,-123.342597
28,LPG,Sierra Propane,447 E Main St,Springerville,AZ,ARIZONA,85938,34.1328336,-109.28092649999999
29,ELEC,Port of San Diego-Imperial Beach Parking Lot,"3165 Pacific Highway, Palm Avenue & Seacoast Drive",Imperial Beach,CA,CALIFORNIA,91932,32.5839,-117.13171799999999
30,ELEC,Kroger Store #518,5665 E. Mockingbird,Dallas,TX,TEXAS,75206,32.837337,-96.77053599999999
31,ELEC,15 LLC,"3575 Piedmont Road, Building 15",Atlanta,GA,GEORGIA,30305,33.852522,-84.380658
32,ELEC,Wayne State University - Parking Structure #4,555 E Canfield,Detroit,MI,MICHIGAN,48202,42.3559279,-83.05520600000001
33,ELEC,Waikiki Sand Villa,2375 Ala Wai Blvd,Honolulu,HI,HAWAII,96815,21.278842,-157.823158
34,ELEC,LUNDS FOODS,7201-7223 County Rd 17,Edina,MN,MINNESOTA,55435,44.872598499999995,-93.32789190000001
35,LPG,Flying J,I-10 Exit 1 Frontage Rd N,Ehrenberg,AZ,ARIZONA,85334,33.60168,-114.523067
36,ELEC,Loyola University - New Orleans,7214 Saint Charles Ave,New Orleans,LA,LOUISIANA,70118,29.937189899999996,-90.1268944
37,CNG,Con Edison - College Point Service Center,124-15 31st Ave,Queens,NY,NEW YORK,11354,40.7678,-73.845925
38,ELEC,RENAISSANCE TWR,1201 Pacific Ave,Dallas,TX,TEXAS,75223,32.7819816,-96.8019686
39,ELEC,Piolax,139 Etowah Industrial Court,Canton,GA,GEORGIA,30114,34.2455859,-84.471847
40,ELEC,Court Street Ford,558 William Latham Sr Dr,Bourbonnais,IL,ILLINOIS,60914,41.161794,-87.885165
41,CNG,Xcel Energy,1901 E Horsetooth Rd,Fort Collins,CO,COLORADO,80525,40.536651,-105.042277
42,ELEC,Roush - Naples,3538 Plover Ave,Naples,FL,FLORIDA,34117,26.15823,-81.674971
43,LPG,U-Haul,75 Division St,Danbury,CT,CONNECTICUT,6810,41.391202,-73.45841800000001
44,ELEC,Brown & Howell LLC Sunbrite Corner,1590 E Bethany Home Road,Phoenix,AZ,ARIZONA,85014,33.523943100000004,-112.04788980000001
45,ELEC,KCP&L,301 NE Rice Rd @ HyVee,Lee's Summit,MO,MISSOURI,64086,38.9190971,-94.3606061
46,ELEC,Ken Ganley Nissan,5180 Montville Dr,Medina,OH,OHIO,44256,41.134257,-81.793779
47,ELEC,KIRKLAND,348 Kirkland Ave,Kirkland,WA,WASHINGTON,98033,47.6757469,-122.20297240000002
48,LPG,Blossman Gas Inc,102 Mississippi Dr,Waynesboro,MS,MISSISSIPPI,39367,31.663926399999998,-88.6283224
49,LPG,Ferrellgas,310 Morrow Rd,Sand Springs,OK,OKLAHOMA,74063,36.133604600000005,-96.11798909999999
50,ELEC,Honda Motorwerks,500 4th St,LaCrosse,WI,WISCONSIN,54601,43.808262,-91.252255
51,LPG,Ron's Car Care & Propane Services,1241 E Central Ave,Miamisburg,OH,OHIO,45342,39.6403804,-84.2657791
52,ELEC,AMERICAN UNIV,4400 Massachusetts Ave NW,Washington,DC,DISTRICT OF COLUMBIA,20016,38.9392128,-77.0867615
53,ELEC,SCANSOURCE,6 Logue Ct,Greenville,SC,SOUTH CAROLINA,29615,34.8554115,-82.24766540000002
54,ELEC,NRG eVgo - Whole Foods Market,1550 N Kingsbury St,Chicago,IL,ILLINOIS,60642,41.908643,-87.653248
55,LPG,AmeriGas,1118 E 5th St,Hawthorne,NV,NEVADA,89415,38.5244559,-118.61697749999999
56,ELEC,Round Rock Nissan,3050 N IH-35,Round Rock,TX,TEXAS,78681,30.54205,-97.69265
57,ELEC,Grapevine Recreational Area,Daltons Drive,Grapevine,TX,TEXAS,76051,32.979103,-97.054467
58,ELEC,Roberts Motors,4350 N Alby St,Alton,IL,ILLINOIS,62002,38.9217295,-90.17955970000001
59,CNG,AMP Americas,1606 Exchange Pkwy,Waco,TX,TEXAS,76712,31.5008835,-97.1734173
60,ELEC,Lafontaine Nissan,2530 E Highland Rd,Highland,MI,MICHIGAN,48356,42.652932,-83.580487
61,CNG,Waste Management - Gaithersburg Hauling,8101 Beechcraft Ave,Gaithersburg,MD,MARYLAND,20879,39.165982,-77.16516899999999
62,LPG,Ferrellgas,1313 Eisenhower Rd,Norfolk,NE,NEBRASKA,68701,42.061654299999994,-97.42695079999999
63,ELEC,San Joaquin Valley Air Pollution Control District,1990 E Gettysburg Ave,Fresno,CA,CALIFORNIA,93726,36.801411,-119.7881
64,ELEC,Nemet Motors,153-03 Hillside Ave,Jamaica,NY,NEW YORK,11432,40.70751679999999,-73.8045108
65,ELEC,Mesa Main Library,64 E. 1st Street,Mesa,AZ,ARIZONA,85201,33.417273,-111.83048400000001
66,ELEC,Napleton Nissan,1301 Indianapolis Blvd,Schererville,IN,INDIANA,46375,41.4976735,-87.47097120000001
67,ELEC,Nissan of Oakland,2735 Broadway,Oakland,CA,CALIFORNIA,94611,37.820419,-122.261344
68,ELEC,UMKC,5001 Oak St,Kansas City,MO,MISSOURI,64110,39.035998,-94.581594
69,ELEC,Umstead Hotel and Spa,100 Woodland Pond Dr,Cary,NC,NORTH CAROLINA,27513,35.82973,-78.7646
70,ELEC,Nissan of Bergenfield,318 S Washington Ave,Bergenfield,NJ,NEW JERSEY,7621,40.917268299999996,-73.99720529999999
71,ELEC,Peruzzi Nissan,165 Lincoln Hwy,Fairless Hills,PA,PENNSYLVANIA,19030,40.181931,-74.863403
72,ELEC,Westar Energy - Lawrence Energy Center,1250 N 1800 Rd,Lawrence,KS,KANSAS,66049,39.006794899999996,-95.269499
73,CNG,Con Edison - Eastview Service Center,315 Old Saw Mill River Rd,Valhalla,NY,NEW YORK,10595,41.083387,-73.82378790000001
74,ELEC,Serramonte Nissan,650 Serramonte Blvd,Colma,CA,CALIFORNIA,94014,37.675806,-122.46127299999999
75,LPG,Triple B Home Center,1315 S Hamilton St,Sullivan,IL,ILLINOIS,61951,39.5857114,-88.6091442
76,CNG,Domino Express #9,1303 W 3rd St,Elk City,OK,OKLAHOMA,73644,35.4117249,-99.419721
77,ELEC,The Mill Casino,3201 Tremont Ave,North Bend,OR,OREGON,97459,43.394667600000005,-124.21955439999999
78,LPG,U-Haul,1011 Highway 14,Lake Charles,LA,LOUISIANA,70601,30.2250294,-93.1800662
79,ELEC,Coggin Nissan at the Avenues,10859 Philips Hwy,Jacksonville,FL,FLORIDA,32256,30.1725503,-81.5452976
80,LPG,Heritage Propane,4504 E Lamar Alexander Pkwy,Walland,TN,TENNESSEE,37886,35.747741600000005,-83.8371242
81,CNG,AT&T,100 W Alondra Blvd,Gardena,CA,CALIFORNIA,90248,33.884744299999994,-118.2765203
82,ELEC,NATIONAL GRID,222 Richmond St,Providence,RI,RHODE ISLAND,2903,41.819064000000004,-71.408276
83,CNG,Encana - Plano,5851 Legacy Cir,Plano,TX,TEXAS,75024,33.0806397,-96.82270150000001
84,ELEC,CITYOFSANTAROSA,97 D St,Santa Rosa,CA,CALIFORNIA,95404,38.439413200000004,-122.7112405
85,ELEC,Spartanburg Municipal Parking Garage,130 E Saint John St,Spartanburg,SC,SOUTH CAROLINA,29306,34.9520415,-81.9315933
86,ELEC,Chatsworth Metrolink Station,10046 Old Depot Plaza Rd,Chatsworth,CA,CALIFORNIA,91311,34.253386799999994,-118.5988554
87,ELEC,Embassy Suites Frisco Hotel & Convention Center --- South Parking Lot,7600 John Q Hammons Drive,Frisco,TX,TEXAS,75034,33.099784,-96.81732
88,ELEC,CARCHARGING,1 Pennsylvania Plaza,New York,NY,NEW YORK,10119,40.75147,-73.9927795
89,ELEC,EV CHARGER,64-74 NV-592,Las Vegas,NV,NEVADA,89109,36.1147871,-115.17339790000001
90,ELEC,Tahoma Market (I-5 Exit 137),6006 Pacific Highway East,Fife,WA,WASHINGTON,98424,47.24198,-122.348098
91,ELEC,Town of Basalt - Midland Spur,100 Midland Spur,Basalt,CO,COLORADO,81621,39.36902,-107.03572
92,CNG,NGV Solutions LLC,5495 Lakeland Dr,Flowood,MS,MISSISSIPPI,39232,32.350721,-90.030272
93,ELEC,OUC,65 W Washington St,Orlando,FL,FLORIDA,32801,28.544092,-81.380449
94,ELEC,MBTA,280 Ivory St,Braintree,MA,MASSACHUSETTS,2184,42.205989,-71.000792
95,ELEC,Inn At The Market,86 Pine Street,Seattle,WA,WASHINGTON,98101,47.6098122,-122.34130159999998
96,ELEC,Hilton La Jolla Torrey Pines,10950 North Torrey Pines Road,La Jolla,CA,CALIFORNIA,92037,32.9015358,-117.24377140000001
97,ELEC,Benton Nissan,1834 US Highway 78 E,Oxford,AL,ALABAMA,36203,33.6148266,-85.79992309999999
98,ELEC,Concordville Nissan,452 Wilmington W Chester Pike,Glen Mills,PA,PENNSYLVANIA,19342,39.86583710000001,-75.5442656
99,ELEC,FREEDOM NISSAN,1095 Shelburne Road,South Burlington,VT,VERMONT,5403,44.4388342,-73.21090579999999
100,ELEC,El Dorado County Government Center,2850 Fairlane Ct,Placerville,CA,CALIFORNIA,95667,38.727990000000005,-120.82799999999999
101,LPG,Martin LP Gas,5553 Highway 300,Longview,TX,TEXAS,75604,32.5804954,-94.81231600000001
102,ELEC,Crowley Nissan,1451 Farmington Ave,Bristol,CT,CONNECTICUT,6010,41.6992932,-72.8956037
103,LPG,AmeriGas,163 Railroad Ave SW,New Albin,IA,IOWA,52160,43.495994700000004,-91.2917817
104,LPG,Ferrellgas - Andrews Shell,9060 W Northern Ave,Glendale,AZ,ARIZONA,85305,33.552254,-112.254324
105,ELEC,UM PTS,646 W Pratt St,Baltimore,MD,MARYLAND,21201,39.286313799999995,-76.6251238
106,LPG,U-Haul,1420 Blizzard Dr,Parkersburg,WV,WEST VIRGINIA,26101,39.243167,-81.552325
107,ELEC,Panera Bread - Tesla,3260 Niles Rd,Saint Joseph,MI,MICHIGAN,49085,42.056717,-86.456695
108,LPG,Herring Gas Co,309 S 10th Ave,Laurel,MS,MISSISSIPPI,39440,31.6870189,-89.1386445
109,LNG,Burrtec Waste,9820 Cherry Ave,Fontana,CA,CALIFORNIA,92335,34.074205799999994,-117.4894155
110,LPG,Penman Conoco Service,609  E Main St,Knox City,TX,TEXAS,79529,33.4180937,-99.8129655
111,ELEC,WEST GERMAN BMW,500 Pennsylvania Ave,Fort Washington,PA,PENNSYLVANIA,19034,40.134012,-75.2074839
112,LNG,Clean Energy - Express Fuels,440-1 Lane Ave S,Jacksonville,FL,FLORIDA,32254,30.3243386,-81.7518892
113,ELEC,Pearson Ford,10650 N Michigan Rd,Zionsville,IN,INDIANA,46077,39.9416571,-86.2372927
114,ELEC,ABBERLYCROSSING,9698 Patriot Crossing,Ladson,SC,SOUTH CAROLINA,29456,32.9555017,-80.11664990000001
115,ELEC,Los Angeles County - Olive View UCLA Medical Center,14445 Olive View Dr,Sylmar,CA,CALIFORNIA,91342,34.325708399999996,-118.44577609999999
116,LPG,Port Washington Street Department,333 N Moore Rd,Port Washington,WI,WISCONSIN,53074,43.3875661,-87.879509
117,ELEC,"Walgreens - Lutherville, MD #12847",1801 York Road,Lutherville,MD,MARYLAND,21093,39.430637700000005,-76.6208506
118,ELEC,Kroger Store #308,11003 Shadow Creek Pkwy,Pearland,TX,TEXAS,77584,29.583886,-95.387923
119,ELEC,"CFP II, LLC",240 E Illinois St,Chicago,IL,ILLINOIS,60611,41.8911375,-87.6209561
120,CNG,New York State Department of Transportation,730A Chemung St,Horseheads,NY,NEW YORK,14845,42.157555,-76.829942
121,ELEC,Lynchburg Nissan,18588 Forest Rd,Forest,VA,VIRGINIA,24551,37.386097,-79.244054
122,LPG,INDOT - 71st Street Maintenance Unit,7160 Lafayette Rd,Indianapolis,IN,INDIANA,46278,39.882517,-86.294341
123,ELEC,Waikiki Beach Marriott,2552 Kalakaua Ave,Honolulu,HI,HAWAII,96815,21.2731229,-157.822788
124,ELEC,Pittsburgh Zoo,1 Wild Pl,Pittsburgh,PA,PENNSYLVANIA,15206,40.484469,-79.922492
125,LPG,O'Neal Gas,901 N Louisiana St,Plain Dealing,LA,LOUISIANA,71064,32.912526799999995,-93.7047267
126,CNG,Clean Energy - Fontana Truck Stop,14230 Valley Blvd,Fontana,CA,CALIFORNIA,92335,34.070181,-117.49394620000001
127,ELEC,CELEBRATION,1999 Central Park Dr,Okemos,MI,MICHIGAN,48864,42.727346000000004,-84.421766
128,ELEC,Woodland Gateway Shopping Center,County Rd 102 & Maxwell Ave,Woodland,CA,CALIFORNIA,95776,38.668735999999996,-121.7287
129,ELEC,NATIONAL GRID,Suny at Albany,Albany,NY,NEW YORK,12222,42.6883686,-73.82306659999999
130,ELEC,WHOLE FOODS MKT,1150 Ocean Ave,San Francisco,CA,CALIFORNIA,94112,37.723830799999995,-122.45478119999999
131,ELEC,Loring Ramp,1330 Nicollet Ave,Minneapolis,MN,MINNESOTA,55403,44.969832399999994,-93.27782490000001
132,ELEC,NRG eVgo - Walgreens Freedom Station,130 N Oakridge Dr,Hudson Oaks,TX,TEXAS,76087,32.757740000000005,-97.71054000000001
133,ELEC,Lodi Animals Service and Shelter,1345 W Kettleman Ln,Lodi,CA,CALIFORNIA,95242,38.115533899999996,-121.28893810000001
134,ELEC,Suntek Business Center - NPM,9450 SW Barnes Rd,Portland,OR,OREGON,97086,45.508691999999996,-122.774947
135,LPG,U-Haul,1900 E Milwaukee St,Janesville,WI,WISCONSIN,53545,42.691925399999995,-88.99951479999999
136,ELEC,Fairview Town Hall,372 Town Place,Fairview,TX,TEXAS,75069,33.13232,-96.64707
137,ELEC,Wright Automotive Group,10520 Perry Hwy,Wexford,PA,PENNSYLVANIA,15090,40.610479,-80.05303599999999
138,ELEC,Bert Ogden Nissan,721 N Jackson Rd,McAllen,TX,TEXAS,78501,26.206789399999998,-98.203314
139,ELEC,Maroone Nissan of Pembroke Pines,8890 Pines Blvd,Pembroke Pines,FL,FLORIDA,33024,26.007358,-80.263072
140,ELEC,Staunton Nissan,297 Lee Jackson Hwy,Staunton,VA,VIRGINIA,24401,38.1185725,-79.0687636
141,ELEC,City of Raleigh - Police Fleet Station,6716 Six Forks Rd,Raleigh,NC,NORTH CAROLINA,27601,35.872238,-78.641278
142,CNG,GreenTeam - San Jose CA,1333 Oakland Rd,San Jose,CA,CALIFORNIA,95112,37.3685305,-121.89305060000001
143,LPG,U-Haul,4767 Hamilton Ave,Cincinnati,OH,OHIO,45223,39.178939,-84.545326
144,ELEC,Camden County Regional Library - Bellmawr Branch,35 East Browning Road,Bellmawr,NJ,NEW JERSEY,8031,39.8665027,-75.0775904
145,ELEC,ACUA - Wastewater: 1801 Absecon Blvd (Route 30),1801 Absecon Blvd,Atlantic City,NJ,NEW JERSEY,8401,39.382109,-74.449067
146,ELEC,FARMERS BANK,1590 4th St,Minden,NV,NEVADA,89423,38.9536037,-119.76351170000001
147,ELEC,CSU FULLERTON,800 N. State College,Fullerton,CA,CALIFORNIA,92831,33.87945870000001,-117.883179
148,ELEC,GEBHARDT BMW,4740 Valmont Rd,Boulder,CO,COLORADO,80301,40.0285291,-105.2426392
149,ELEC,Port City Nissan,120 Spaulding Tpke,Portsmouth,NH,NEW HAMPSHIRE,3801,43.0772236,-70.7851839
150,ELEC,Duke Energy Progress  - Asheville,555 Brevard Rd,Asheville,NC,NORTH CAROLINA,28806,35.55555,-82.601481
151,ELEC,KCP&L,9717 N Ash,Kansas City,MO,MISSOURI,64157,39.268135,-94.4486662
152,LPG,BCI Propane LLC,720 E 11th St,Hugoton,KS,KANSAS,67951,37.1699311,-101.3367357
153,ELEC,Ameren Missouri,1901 Chouteau Ave,St. Louis,MO,MISSOURI,63166,38.622710999999995,-90.209564
154,ELEC,UCR,900 University Ave,Riverside,CA,CALIFORNIA,92507,33.97009310000001,-117.3271078
155,ELEC,Hilton Garden Inn Midtown,97 10th St NW,Atlanta,GA,GEORGIA,30309,33.7819521,-84.39030890000001
156,LPG,Sunoco - Circle A Mart #111,1921 S Lube Way,Jasper,IN,INDIANA,47546,38.364496,-86.9410089
157,CNG,Apache Woodward,5101 Williams Ave,Woodward,OK,OKLAHOMA,73801,36.405933700000006,-99.3717023
158,ELEC,Pacific View Mall,3295 E Main St,Ventura,CA,CALIFORNIA,93003,34.268,-119.2492
159,ELEC,MGE,1701 Monroe Street,Madison,WI,WISCONSIN,53711,43.0660286,-89.4151993
160,LPG,Veolia Environmental Services - Baltimore,2100 Huntingdon Ave,Baltimore,MD,MARYLAND,21211,39.313074,-76.620506
161,ELEC,STATION 1 PARK,138-198 W Pierpont Ave,Salt Lake City,UT,UTAH,84101,40.7641172,-111.89609180000001
162,ELEC,Garland Animal Control,600 Tower Street,Garland,TX,TEXAS,75040,32.906459600000005,-96.60372029999999
163,ELEC,HY-VEE,3900 W 24th Pl,Lawrence,KS,KANSAS,66047,38.9419594,-95.2893448
164,ELEC,Kleiver Armory,10000 NE 33rd Dr,Portland,OR,OREGON,97211,45.594995000000004,-122.63519699999999
165,ELEC,"Walgreens - Bel Air, MD #12748",1201 East Churchville Rd,Bel Air,MD,MARYLAND,21014,39.5416769,-76.33007679999999
166,LPG,L&W Landscape,206 Troy-Schenectady Rd,Latham,NY,NEW YORK,12110,42.739613,-73.736467
167,ELEC,BEAM CHARGING,127 E 83rd St,Manhattan,NY,NEW YORK,10028,40.7778702,-73.95719150000001
168,LPG,Suburban Propane,2929 Enon Rd,Enon,OH,OHIO,45323,39.883349,-83.93726590000001
169,LNG,Blu LNG - Maverick Travel Plaza,2550 S 1990 W,West Haven,UT,UTAH,84401,41.220283,-112.027794
170,CNG,Trillium - Shell Gas Station,4590 Fulton Industrial Blvd SW,Atlanta,GA,GEORGIA,30336,33.761355,-84.53591899999999
171,ELEC,City of Palm Springs - Convention Center,277 Avenida Caballeros,Palm Springs,CA,CALIFORNIA,92262,33.826218100000006,-116.5380375
172,ELEC,Mainline Station Parking,1001 West Railway Avenue,Sisters,OR,OREGON,97759,44.297646,-121.562372
173,ELEC,Black Mountain Public Safety Building,102 Montreat Rd,Black Mountain,NC,NORTH CAROLINA,28711,35.619218,-82.320192
174,ELEC,CNTYOFRIVERSIDE,3535 12th St,Riverside,CA,CALIFORNIA,92501,33.9775658,-117.37515400000001
175,ELEC,Destin Commons Mall,4300 Legendary Dr,Destin,FL,FLORIDA,32541,30.390204999999998,-86.426185
176,LPG,Jaysan Gas Service Inc,80 County Rd,East Freetown,MA,MASSACHUSETTS,2717,41.757214700000006,-70.9468373
177,ELEC,Naples Nissan,3640 Pine Ridge Rd,Naples,FL,FLORIDA,34109,26.2100255,-81.74412059999999
178,LPG,Flying J,2990 US Highway 17 S,Brunswick,GA,GEORGIA,31523,34.066103399999996,-84.6775668
179,CNG,Trillium CNG,1120 E Paige Ave,Tulare,CA,CALIFORNIA,93274,36.183105,-119.33040600000001
180,CNG,Clean Energy - Peoria Disposal,1113 N Swords Ave,West Peoria,IL,ILLINOIS,61604,40.7004376,-89.6438486
181,ELEC,11900 NE 1st Street Building G,"11900 NE 1st Street, Building G",Bellevue,WA,WASHINGTON,98007,47.611519,-122.182197
182,ELEC,Temple University - Health Sciences Center,3412-28 N Carlisle St,Philadelphia,PA,PENNSYLVANIA,19140,40.005165000000005,-75.1532359
183,ELEC,BEAM CHARGING,300 E 34th St,Manhattan,NY,NEW YORK,10016,40.7444153,-73.9754868
184,ELEC,BEVERLY HILLS,440 N Camden Dr,Beverly Hills,CA,CALIFORNIA,90210,34.0694251,-118.40446709999999
185,ELEC,LHS #1,1280 Johnson Ave,San Jose,CA,CALIFORNIA,95129,37.300085100000004,-122.0062201
186,LPG,Suburban Propane,10112 Harrison Rd,Harrison,OH,OHIO,45030,39.243408,-84.77776800000001
187,CNG,City of Phoenix - 52nd Street Water Yard,5204 E Thomas Rd,Phoenix,AZ,ARIZONA,85018,33.480648800000004,-111.9681422
188,ELEC,Point Reyes National Seashore - Bear Valley Visitor Center,1 Bear Valley Rd,Point Reyes Station,CA,CALIFORNIA,94956,38.040933,-122.800044
189,ELEC,Brickell Bay Tower,"1001 Brickell Bay Drive, Suite 130",Miami,FL,FLORIDA,33131,25.763679,-80.18956899999999
190,ELEC,Newport Fashion Island,550 Newport Center Dr,Newport Beach,CA,CALIFORNIA,92660,33.615861200000005,-117.8711879
191,ELEC,CITYOFRIVERSIDE,3637 5th St,Riverside,CA,CALIFORNIA,92501,33.984508899999994,-117.3716379
192,ELEC,Kohl's Store #685 Tucson,5850 W Arizona Pavillions Dr,Tucson,AZ,ARIZONA,85743,32.354898999999996,-111.087796
193,ELEC,Benton Co - Fairgrounds,110 SW 53rd Street,Corvallis,OR,OREGON,97333,44.566857,-123.31291399999999
194,ELEC,CARCHARGING,200 SW 1st Avenue,Fort Lauderdale,FL,FLORIDA,33301,26.1202393,-80.14433290000001
195,ELEC,Sokol Blosser Winery,5000 Sokol Blosser Lane,Dundee,OR,OREGON,97115,45.2471771,-123.0480541
196,ELEC,East Community Center,700 Woodland Street,Nashville,TN,TENNESSEE,37206,36.17203,-86.76222
197,ELEC,Kum & Go #206,1725 NW 86th St,Clive,IA,IOWA,50325,41.607394899999996,-93.735915
198,ELEC,Garfield Park Library,2502 Shelby St,Indianapolis,IN,INDIANA,46203,39.732171,-86.140045
199,ELEC,Eugene - Broadway Garage South,255 W. Broadway,Eugene,OR,OREGON,97401,44.049484,-123.095913
200,ELEC,White Parking Lot,108 Clinton St,Charlevoix,MI,MICHIGAN,49720,45.3170474,-85.2589168
201,ELEC,COA FACILITIES,12138 N Lamar Blvd,Austin,TX,TEXAS,78753,30.399122700000003,-97.67948929999999
202,ELEC,CARCHARGING,400 W 12th St,New York,NY,NEW YORK,10014,40.7375375,-74.00977850000001
203,ELEC,HENNEPIN COUNTY,501-531 5th St N,Minneapolis,MN,MINNESOTA,55401,44.9836162,-93.2785986
204,ELEC,CPSE-SATX,2201-2299 Wyoming St,San Antonio,TX,TEXAS,78203,29.417642100000002,-98.45454840000001
205,LPG,Gresham Petroleum Co,415 Pershing Ave,Indianola,MS,MISSISSIPPI,38751,33.4470758,-90.6454507
206,ELEC,JOHNSON COUNTY,11811 S Sunset Dr,Olathe,KS,KANSAS,66061,38.914733899999995,-94.7995987
207,CNG,Waste Management - Fayetteville,691 Tom Starling Rd,Fayetteville,NC,NORTH CAROLINA,28306,34.9581975,-78.8958897
208,LNG,Clean Energy - Port Wentworth,400 O Leary Rd,Port Wentworth,GA,GEORGIA,31407,32.192609600000004,-81.1909431
209,CNG,New York State Department of Transportation,125 Parrish St,Canandaigua,NY,NEW YORK,14424,42.877217,-77.281959
210,ELEC,Cool Roof Store,575 Cooke St,Honolulu,HI,HAWAII,96813,21.299654,-157.857132
211,LPG,Shell,620 W Charter Way,Stockton,CA,CALIFORNIA,95206,37.9367676,-121.2956061
212,LPG,U-Haul,1760 Park Ave,Lynchburg,VA,VIRGINIA,24501,37.405828,-79.155661
213,LPG,U-Haul,4375 Fulton Industrial Blvd SW,Atlanta,GA,GEORGIA,30336,33.766011999999996,-84.53062790000001
214,ELEC,Clayton Lane Owner's Association,151 Detroit Street,Denver,CO,COLORADO,80204,39.718799,-104.95679399999999
215,ELEC,GA TECH,352 Peachtree Pl NW,Atlanta,GA,GEORGIA,30318,33.780485600000006,-84.3984458
216,ELEC,Texas Nissan of Grapevine,1401 W State Highway 114,Grapevine,TX,TEXAS,76051,32.927706699999995,-97.094121
217,LPG,AmeriGas,5981 Route 152,Wayne,WV,WEST VIRGINIA,25570,38.221475,-82.442375
218,ELEC,City of Palm Springs - Camelot Theatre,2300 E Baristo Rd,Palm Springs,CA,CALIFORNIA,92262,33.819959999999995,-116.52124509999999
219,ELEC,BMW-NA,300 Chestnut Ridge Rd,Westwood,NJ,NEW JERSEY,7677,41.03461,-74.072866
220,ELEC,Sheridan Nissan,114 S Dupont Hwy,New Castle,DE,DELAWARE,19720,39.6637925,-75.60526540000001
221,ELEC,The Reeds at Shelter Haven,9601 3rd Ave,Stone Harbor,NJ,NEW JERSEY,8247,39.054155,-74.761398
222,ELEC,Autocenters Nissan,1825 E Edwardsville Rd,Wood River,IL,ILLINOIS,62095,38.8586473,-90.06689320000001
223,LPG,INDOT - Beanblossom Maintenance Unit,6751 N State Rd 135,Freetown,IN,INDIANA,47235,38.97301289999999,-86.1343988
