,Unique ID,FacilityName,Rank_TRI_14,Rank_GHG_14,Latitude,Longitude,LocationAddress,City,Location,ZIP,County,FIPScode,IndustryType,GHG_Direct_Emissions_14_in_metric_tons,GHG_Direct_Emissions_13_in_metric_tons,GHG_Direct_Emissions_12_in_metric_tons,GHG_Direct_Emissions_11_in_metric_tons,GHG_Direct_Emissions_10_in_metric_tons
1384,1.10E+11,BURLINGTON GENERATING STATION,1958.0,519.0,40.7411,-91.1171,4282 SULLIVAN SLOUGH RD,BURLINGTON,IOWA,52601,DES MOINES,19057.0,Power Plants,1272499,1274713,1341442,1360906,919602
1385,1.10E+11,BIG RIVER RESOURCES WEST BURLINGTON LLC,2222.0,1830.0,40.829108000000005,-91.225936,15210 103RD ST,WEST BURLINGTON,IOWA,52655,DES MOINES,19057.0,"Other,Waste",162945,159126,143893,156217,158445
1389,1.10E+11,"GREEN PLAINS SUPERIOR, LLC",3334.0,3161.0,43.431367,-94.95421999999999,1495 320TH AVE,SUPERIOR,IOWA,51363,DICKINSON,19059.0,Other,71476,59569,63670,87002,93486
1391,1.10E+11,JOHN DEERE DUBUQUE WORKS,5627.0,5953.0,42.565346999999996,-90.68885999999999,18600 S JOHN DEERE RD,DUBUQUE,IOWA,52001,DUBUQUE,19061.0,Other,24264,23684,27109,31363,39692
1395,1.10E+11,VERASUN CHARLES CITY LLC,2489.0,1793.0,43.09403,-92.74401999999999,1787 QUARRY RD,CHARLES CITY,IOWA,50616,FLOYD,19067.0,Other,167528,184801,183961,185358,189618
1396,1.10E+11,GREEN PLAINS SHENANDOAH LLC,2218.0,2679.0,40.757222999999996,-95.39881899999999,4124 AIRPORT RD,SHENANDOAH,IOWA,51601,FREMONT,19071.0,"Other,Waste",90003,84974,81323,91914,89344
1397,1.10E+11,LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC,2651.0,1757.0,42.0603,-94.23832,1149 U AVE,GRAND JUNCTION,IOWA,50107,GREENE,19073.0,"Other,Waste",172877,161484,159827,167632,163544
1398,1.10E+11,FLINT HILLS MENLO ETHANOL PLANT,2617.0,1865.0,41.519165,-94.404412,3363 TALON AVE,MENLO,IOWA,501644704,GUTHRIE,19077.0,"Other,Waste",158729,158173,151298,146871,173016
1399,1.10E+11,TALL CORN ETHANOL LLC D/B/A POET BIOREFINING COON RAPIDS IA,4102.0,2869.0,41.85951,-94.63604000000001,1015 GRANT AVE,COON RAPIDS,IOWA,50058,GUTHRIE,19077.0,Other,81504,75320,75113,78867,68234
1400,1.10E+11,POET BIOREFINING,981.0,2422.0,42.325,-93.665,2601 320TH ST,JEWELL,IOWA,50130,HAMILTON,19079.0,Other,103814,91559,87204,95814,87034
1401,1.10E+11,"FLINT HILLS RESOURCES IOWA FALLS, LLC",2856.0,1995.0,42.507191999999996,-93.28041,21050 140TH ST,IOWA FALLS,IOWA,50126,HARDIN,19083.0,Other,142446,136262,134102,120941,156492
1404,1.10E+11,"FLINT HILLS RESOURCES ARTHUR, LLC",4155.0,2163.0,42.331111,-95.34666700000001,2585 QUAIL AVE,ARTHUR,IOWA,51431,IDA,19093.0,"Other,Waste",124145,141558,179501,184446,179515
1409,1.10E+11,"GREEN PLAINS LAKOTA, LLC",1848.0,1873.0,43.38391,-94.14706,1660 428TH ST,LAKOTA,IOWA,50451,KOSSUTH,19109.0,"Other,Waste",156879,159209,153478,182515,157576
1410,1.10E+11,ROQUETTE AMERICA INC,817.0,891.0,40.397261,-91.384866,1003 S 5TH ST,KEOKUK,IOWA,526326647,LEE,19111.0,Other,613618,635421,522741,486531,543278
1412,1.10E+11,ADM CORN PROCESSING,221.0,249.0,41.928594,-91.687203,1350 WACONIA AVE SW,CEDAR RAPIDS,IOWA,524044322,LINN,19113.0,"Other,Waste",2889351,2788943,3090611,2884600,3078133
1413,1.10E+11,PRAIRIE CREEK GENERATING STATION,1094.0,478.0,41.9441,-91.6392,3300 C ST SW,CEDAR RAPIDS,IOWA,52404,LINN,19113.0,Power Plants,1425614,1077545,1169508,1162310,1357679
1414,1.10E+11,CARGILL INC-CEDAR RAPIDS,1133.0,2166.0,41.96955,-91.64586,1710 16TH ST SE,CEDAR RAPIDS,IOWA,52401,LINN,19113.0,Other,124018,136781,128173,108213,108894
1415,1.10E+11,PENFORD PRODUCTS CO,2486.0,2109.0,41.96867,-91.66646,1001 1ST STREET SOUTHWEST,CEDAR RAPIDS,IOWA,52404,LINN,19113.0,Other,128863,125059,123132,122289,123991
1416,1.10E+11,CARGILL INC - EAST SOYBEAN PLANT,3595.0,5604.0,41.983851,-91.667123,411 6TH ST NE,CEDAR RAPIDS,IOWA,52404,LINN,19113.0,Other,27620,29512,17218,27607,28996
1420,1.10E+11,MIDAMERICAN ENERGY-LOUISA GENERATING STATION,2536.0,152.0,41.316969,-91.093354,8602 172ND ST,MUSCATINE,IOWA,52761,LOUISA,19115.0,Power Plants,4727655,4643953,4981639,4118009,4902071
1424,1.10E+11,SWIFT PORK CO,2680.0,4707.0,42.054417,-92.897944,402 N 10TH AVE,MARSHALLTOWN,IOWA,50158,MARSHALL,19127.0,"Other,Waste",38283,40329,59111,75783,42750
1425,1.10E+11,SUTHERLAND GENERATING STA-ALLIANT ENERGY,12775.0,4037.0,42.0475,-92.8596,3001 E MAIN ST,MARSHALLTOWN,IOWA,50158,MARSHALL,19127.0,Power Plants,48812,89499,296103,580186,741271
1429,1.10E+11,CARGILL INC,394.0,844.0,41.139913,-92.642765,1 CARGILL DR,EDDYVILLE,IOWA,52553,MONROE,19135.0,Other,656724,670652,714709,736357,737380
1430,1.10E+11,AJINOMOTO HEARTLAND INC,1676.0,2204.0,41.143572999999996,-92.64793399999999,1 HEARTLAND DR,EDDYVILLE,IOWA,52553,MONROE,19135.0,Other,120451,116985,110570,108641,111819
1431,1.10E+11,GRAIN PROCESSING CORP,91.0,817.0,41.399581,-91.060024,1600 OREGON ST,MUSCATINE,IOWA,52761,MUSCATINE,19139.0,"Other,Suppliers of CO2,Waste",698442,622513,476447,1078958,641331
1432,1.10E+11,MONSANTO CO,807.0,2545.0,41.34852,-91.0811,2500 WIGGENS RD,MUSCATINE,IOWA,52761,MUSCATINE,19139.0,Chemicals,98063,88741,93484,97509,96313
1434,1.10E+11,GERDAU WILTON,4173.0,4952.0,41.585661,-91.042156,1500 W 3RD ST,WILTON,IOWA,527783002,MUSCATINE,19139.0,Metals,34834,30915,32659,35176,25884
1435,1.10E+11,SSAB IOWA INC.,4986.0,1198.0,41.485782,-90.824062,1770 BILL SHARP BLVD,MUSCATINE,IOWA,52761,MUSCATINE,19139.0,Metals,354253,359340,378567,363535,373149
1436,1.10E+11,POTTERS INDUSTRIES LLC,13889.0,5484.0,41.36983,-91.11368,4907 55TH AVE W PROGRESS PARK,MUSCATINE,IOWA,52761,MUSCATINE,19139.0,Minerals,28595,27932,28137,26366,27954
1437,1.10E+11,VERASUN HARTLEY LLC,2507.0,1837.0,43.18294,-95.50569,3260 VAN BUREN AVE,HARTLEY,IOWA,51346,OBRIEN,19141.0,Other,162309,183461,169677,194021,183762
1441,1.10E+11,ADM SOYBEAN PROCESSING,355.0,2002.0,41.622318,-93.584018,1935 E EUCLID AVE,DES MOINES,IOWA,50313,POLK,19153.0,Other,141703,133351,142431,147020,141765
1442,1.10E+11,"CARGILL, INC.",3256.0,6735.0,41.57411,-93.55657,3030 E GRANGER,DES MOINES,IOWA,50317,POLK,19153.0,Other,8142,9381,12424,25241,29446
1443,1.10E+11,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,8758.0,3627.0,41.64499,-93.62136,4600 NW 2ND AVE,DES MOINES,IOWA,50313,POLK,19153.0,Other,57806,64593,62968,62391,54951
1444,1.10E+11,TITAN TIRE CORP,12252.0,5229.0,41.58569,-93.5706,2345 E MARKET ST,DES MOINES,IOWA,50317,POLK,19153.0,Other,31484,37127,38514,40342,36777
1450,1.10E+11,BUNGE NORTH AMERICA INC,516.0,2629.0,41.15525,-95.81063,19560 BUNGE AVE,COUNCIL BLUFFS,IOWA,515039591,POTTAWATTAMIE,19155.0,Other,93076,96810,93702,91357,93075
1451,1.10E+11,MIDAMERICAN ENERGY-WALTER SCOTT JR. ENERGY CENTER,881.0,46.0,41.180429,-95.839035,7215 NAVAJO,COUNCIL BLUFFS,IOWA,51501,POTTAWATTAMIE,19155.0,Power Plants,10219630,10272010,10780642,11526866,11655304
1453,1.10E+11,GRIFFIN PIPE PRODUCTS CO LLC,9471.0,6524.0,41.252959999999995,-95.88744200000001,2601 9TH AVENUE,COUNCIL BLUFFS,IOWA,51501,POTTAWATTAMIE,19155.0,Metals,12949,56188,61287,60417,67968
1454,1.10E+11,LAFARGE NORTH AMERICA,836.0,609.0,41.45906,-90.695252,301 E FRONT ST,BUFFALO,IOWA,52728,SCOTT,19163.0,Minerals,1022730,1025102,936580,775231,711554
1455,1.10E+11,NICHOLS ALUMINUM LLC-DAVENPORT CASTING OPERATIONS,1007.0,3946.0,41.49686,-90.64587,2101 J M MORRIS BOULEVARD,DAVENPORT,IOWA,52802,SCOTT,19163.0,Metals,50668,51391,48611,48613,49766
1456,1.10E+11,ALCOA INC,1491.0,1392.0,41.53653,-90.467159,4879 STATE ST,BETTENDORF,IOWA,527223567,SCOTT,19163.0,Metals,260148,219852,202072,192720,171717
1457,1.10E+11,MIDAMERICAN ENERGY-RIVERSIDE GENERATING STATION,1802.0,865.0,41.540709,-90.448697,6001 STATE ST,BETTENDORF,IOWA,52722,SCOTT,19163.0,Power Plants,633391,771036,725011,909777,978078
1458,1.10E+11,LINWOOD MINING & MINERALS  LIME PLANT,10761.0,1265.0,41.46352,-90.68496999999999,401 E FRONT ST,DAVENPORT,IOWA,52804,SCOTT,19163.0,Minerals,320361,311286,287812,292612,305654
1460,1.10E+11,SIOUXLAND ENERGY COOPERATIVE,3025.0,3570.0,43.08446,-96.23038000000001,3890 GARFIELD AVE,SIOUX CENTER,IOWA,51250,SIOUX,19167.0,Other,58989,60221,52398,58398,61048
1467,1.10E+11,GREEN VALLEY CHEMICAL CORP,6123.0,4766.0,41.116582,-94.356756,1284 CHERRY ST RD,CRESTON,IOWA,50801,UNION,19175.0,Chemicals,37483,60038,34915,30836,58889
1470,1.10E+11,OTTUMWA GENERATING STATION,1533.0,217.0,41.097148,-92.554705,20775 POWER PLANT RD,OTTUMWA,IOWA,52501,WAPELLO,19179.0,Power Plants,3209167,3869622,3449920,4169224,4504031
1471,1.10E+11,CARGILL MEAT SOLUTIONS CORP,2364.0,6050.0,41.00331,-92.39381999999999,600 S IOWA AVE,OTTUMWA,IOWA,52501,WAPELLO,19179.0,"Other,Waste",22713,24134,34353,45082,33273
1474,1.10E+11,KOCH NITROGEN CO LLC,287.0,681.0,42.499406,-94.017177,3162 200TH ST,FORT DODGE,IOWA,50501,WEBSTER,19187.0,"Chemicals,Suppliers of CO2",887003,744303,930074,671285,768345
1475,1.10E+11,VALERO RENEWABLE FUELS LLC,2521.0,1677.0,42.511109999999995,-94.30055,1930 HAYES AVE,FORT DODGE,IOWA,50501,WEBSTER,19187.0,Other,188272,196571,117157,192407,184287
1477,1.10E+11,NEW NGC INC D/B/A NATIONAL GYPSUM CO,13807.0,4240.0,42.486633000000005,-94.167748,1584 S 22ND ST - RR 5,FORT DODGE,IOWA,50501,WEBSTER,19187.0,Minerals,45518,43730,45342,40333,38637
1481,1.10E+11,PORT NEAL NITROGEN COMPLEX,222.0,524.0,42.328004,-96.36389100000001,1182 260TH ST,SERGEANT BLUFF,IOWA,51054,WOODBURY,19193.0,"Chemicals,Suppliers of CO2",1259843,1346243,1320028,1376566,1448598
1482,1.10E+11,CARGILL INC - SIOUX CITY,280.0,3444.0,42.500809999999994,-96.3912,1016 CLARK ST,SIOUX CITY,IOWA,51101,WOODBURY,19193.0,Other,62427,60592,53952,57035,57916
1483,1.10E+11,MIDAMERICAN ENERGY CO NEAL NORTH,710.0,202.0,42.327409,-96.36784300000001,1151 260TH ST,SERGEANT BLUFF,IOWA,51054,WOODBURY,19193.0,Power Plants,3428898,3741467,4235509,5772491,6670670
1484,1.10E+11,MIDAMERICAN ENERGY-GEORGE NEAL SOUTH,4025.0,163.0,42.301944,-96.358012,2761 PORT NEAL CIR,SALIX,IOWA,51052,WOODBURY,19193.0,Power Plants,4225070,3134536,4291920,4099769,4836802
1485,1.10E+11,GELITA,8272.0,4783.0,42.349738,-96.352028,2445 PORT NEAL IND US TRIAL RD,SERGEANT BLUFF,IOWA,51054,WOODBURY,19193.0,Other,37308,38476,35218,30864,25820
1487,1.10E+11,AG PROCESSING INC,803.0,2133.0,42.66861,-93.90333000000001,500 N COMMERCIAL AVE,EAGLE GROVE,IOWA,50533,WRIGHT,19197.0,Other,127059,116197,159889,159666,167119
1490,1.10E+11,MICRON TECHNOLOGY INC BOISE,2539.0,3892.0,43.5268,-116.1449,8000 S FEDERAL WAY,BOISE,IDAHO,83716,ADA,16001.0,Other,51974,62489,73761,67360,33715
1496,1.10E+11,BASIC AMERICAN FOODS BLACKFOOT FACILITY,14182.0,4115.0,43.202025,-112.38394199999999,415 W COLLINS RD,BLACKFOOT,IDAHO,83221,BINGHAM,16011.0,Other,47484,51088,48188,45212,53511
1501,1.10E+11,US DOE IDAHO NATIONAL LABORATORY SITE,6401.0,6338.0,43.536133,-112.945204,LINCOLN BLVD,SCOVILLE,IDAHO,83415,BUTTE,16023.0,Other,17078,20660,17587,21509,25597
1502,1.10E+11,AMALGAMATED SUGAR CO LLC NAMPA,313.0,1166.0,43.6043,-116.575,138 W KARCHER RD,NAMPA,IDAHO,83687,CANYON,16027.0,"Minerals,Waste",370066,421933,319180,328032,252704
1505,1.10E+11,NU-WEST INDUSTRIES INC,598.0,2418.0,42.739416999999996,-111.541421,3010 CONDA RD,SODA SPRINGS,IDAHO,83276,CARIBOU,16029.0,Chemicals,104022,109686,106364,108825,104574
1506,1.10E+11,P4 PRODUCTION LLC,728.0,2277.0,42.68703,-111.5878,1853 HIGHWAY 34,SODA SPRINGS,IDAHO,832760816,CARIBOU,16029.0,Chemicals,114562,95784,87630,75497,78413
1507,1.10E+11,PACIFIC ETHANOL MAGIC VALLEY LLC,4762.0,3303.0,42.521324,-113.815693,2600 WASHINGTON AVE,BURLEY,IDAHO,83318,CASSIA,16031.0,Other,66591,63404,54796,63502,59118
1508,1.10E+11,MCCAIN FOODS USA INC,5200.0,4006.0,42.534909999999996,-113.845853,218 W HIGHWAY 30,BURLEY,IDAHO,83318,CASSIA,16031.0,"Other,Waste",49363,50289,48664,49900,50799
1521,1.10E+11,AMALGAMATED SUGAR CO,76.0,1255.0,42.611671,-113.757423,50 S 500 RD W,PAUL,IDAHO,83347,MINIDOKA,16067.0,"Minerals,Waste",327914,299962,294606,318097,306268
1523,1.10E+11,CLEARWATER PAPER CORP- PPD & CPD IDAHO,196.0,1468.0,46.42783,-116.968249,803 MILL RD,LEWISTON,IDAHO,83501,NEZ PERCE,16069.0,"Pulp and Paper,Waste",237097,250430,282548,288457,234996
1524,1.10E+11,J R SIMPLOT COMPANY - DON SIDING,334.0,2214.0,42.9072,-112.52600000000001,1150 HIGHWAY 30 W,POCATELLO,IDAHO,832040912,POWER,16077.0,Chemicals,119998,126317,126689,123257,97640
1527,1.10E+11,AMALGAMATED SUGAR CO LLC,366.0,1310.0,42.532113,-114.43181000000001,2320 ORCHARD DR E,TWIN FALLS,IDAHO,83301,TWIN FALLS,16083.0,Minerals,293749,332393,296308,301143,280188
1528,1.10E+11,CONAGRA FOODS LAMB WESTON TWIN FALLS,5086.0,3790.0,42.5524,-114.4827,856 R US SET ST,TWIN FALLS,IDAHO,83301,TWIN FALLS,16083.0,Other,53941,53185,57745,48372,51775
1530,1.10E+11,ADM QUINCY,247.0,1899.0,39.905602,-91.410004,2100 GARDNER EXPRESSWAY,QUINCY,ILLINOIS,623050329,ADAMS,17001.0,Other,152630,147569,164391,166895,186739
1531,1.10E+11,BUNGE NORTH AMERICA INC,431.0,4280.0,37.01433,-89.17734,203 34TH ST,CAIRO,ILLINOIS,629140113,ALEXANDER,17003.0,Other,44882,37362,48050,66701,88276
1532,1.10E+11,FCA US BELVIDERE ASSEMBLY PLANT,1332.0,2739.0,42.236421,-88.8654,3000 W CHRYSLER DR,BELVIDERE,ILLINOIS,61008,BOONE,17007.0,Other,86683,94060,85129,78598,68289
1533,1.10E+11,CARGILL MEAT SOLUTIONS CORP,1828.0,4497.0,39.99382,-90.40482,8295 ARENZVILLE RD,BEARDSTOWN,ILLINOIS,626187895,CASS,17017.0,"Other,Waste",41295,46104,49541,47059,29263
1536,1.10E+11,KINCAID GENERATION LLC,433.0,114.0,39.591609999999996,-89.49759300000001,4 MILES W OF KINCAID ON RT 104,KINCAID,ILLINOIS,62540,CHRISTIAN,17021.0,Power Plants,6261985,5395217,5450252,5377727,6468670
1539,1.10E+11,FORD MOTOR CO CHICAGO ASSEMBLY,288.0,3641.0,41.665013,-87.560845,12600 S TORRENCE AVE,CHICAGO,ILLINOIS,60633,COOK,17031.0,Other,57447,56136,46600,46965,38058
1540,1.10E+11,INGREDION INC ARGO PLANT,378.0,691.0,41.77361,-87.82321999999999,6400 S ARCHER AVE,BEDFORD PARK,ILLINOIS,60501,COOK,17031.0,Other,867596,785452,851629,821133,920154
1541,1.10E+11,KOPPERS INC,928.0,4547.0,41.82136,-87.74982,3900 S LARAMIE AVE,CICERO,ILLINOIS,60804,COOK,17031.0,Chemicals,40510,35195,33047,36643,33218
1542,1.10E+11,MONDELEZ GLOBAL LLC,952.0,5945.0,41.75943,-87.70475,7300 S KEDZIE AVE,CHICAGO,ILLINOIS,60629,COOK,17031.0,Other,24378,26662,24851,28384,29961
1543,1.10E+11,ARCELORMITTAL RIVERDALE LLC,2898.0,1910.0,41.656473999999996,-87.625847,13500 S PERRY AVE,RIVERDALE,ILLINOIS,608271182,COOK,17031.0,Metals,151521,154181,144968,137432,140206
1544,1.10E+11,HORSEHEAD CORP,4581.0,2316.0,41.68764,-87.55444,2701 E 114TH ST,CHICAGO,ILLINOIS,60617,COOK,17031.0,Metals,111366,128661,117498,118804,120041
1545,1.10E+11,ARDAGH GLASS INC,7920.0,2930.0,41.642109999999995,-87.60011999999999,13850 COTTAGE GROVE AVE,DOLTON,ILLINOIS,60419,COOK,17031.0,Minerals,79407,84615,81366,85701,86268
1546,1.10E+11,ELECTRO-MOTIVE DIESEL INC,8463.0,5958.0,41.79316,-87.84366,9301 W 55TH ST,MC COOK,ILLINOIS,60525,COOK,17031.0,Other,24168,25324,31722,30427,28164
1547,1.10E+11,NAVISTAR INC,11548.0,5639.0,41.910911999999996,-87.879942,10400 W N AVE,MELROSE PARK,ILLINOIS,60160,COOK,17031.0,Other,27360,40948,31829,28614,27876
1569,1.10E+11,RAIN CII CARBON LLC,7019.0,1545.0,38.99051,-87.72003000000001,12187 E 950TH AVE,ROBINSON,ILLINOIS,62454,CRAWFORD,17033.0,Petroleum and Natural Gas Systems,217763,200754,246293,170728,167179
1575,61953TRGNC625EU,TUSCOLA GENERATING FACILITY,389.0,1364.0,39.794732,-88.347241,625 E US HWY 36,TUSCOLA,ILLINOIS,61953,DOUGLAS,17041.0,Other,270783,304679,293860,369820,385028
1579,1.10E+11,US DOE ARGONNE NATIONAL LABORATORY,14112.0,3890.0,41.71577,-87.97863000000001,9700 S CASS AVE,ARGONNE,ILLINOIS,60439,DUPAGE,17043.0,Other,52010,52931,45079,53636,54533
1589,1.10E+11,DUCK CREEK ENERGY CENTER,926.0,332.0,40.46568,-89.98515,17751 N CILCO RD,CANTON,ILLINOIS,61520,FULTON,17057.0,Power Plants,2146822,2259634,2418638,2317328,2767444
1590,1.10E+11,EQUISTAR CHEMICALS LP,295.0,1073.0,41.411031,-88.329265,8805 N TABLER RD,MORRIS,ILLINOIS,60450,GRUNDY,17063.0,Chemicals,427468,437285,412673,338821,285389
1596,1.10E+11,BIG RIVER RESOURCES GALVA LLC,2877.0,1736.0,41.17033,-90.02355,1100 SE 2ND ST,GALVA,ILLINOIS,61434,HENRY,17073.0,"Other,Waste",174887,168593,154168,167008,170168
1604,1.10E+11,NEWTON ENERGY CENTER,784.0,109.0,38.936144,-88.277843,6725 N 500TH ST,NEWTON,ILLINOIS,62448,JASPER,17079.0,Power Plants,6305750,6577618,5372693,7286372,7562679
1606,1.10E+11,RENTECH NITROGEN LLC,194.0,874.0,42.44315,-90.55762,16675 HIGHWAY 20 WEST,EAST DUBUQUE,ILLINOIS,610258605,JO DAVIESS,17085.0,"Chemicals,Suppliers of CO2",626657,631119,732907,740395,849507
1611,1.10E+11,BASF CORP,2073.0,3688.0,41.085542,-87.880542,2525 S KENSINGTON RD,KANKAKEE,ILLINOIS,60901,KANKAKEE,17091.0,Chemicals,56209,54784,52116,52512,52520
1612,1.10E+11,CSL BEHRING,3952.0,4594.0,41.16082,-87.85477,ROUTE 50 AND ARMOUR ROAD,BRADLEY,ILLINOIS,60915,KANKAKEE,17091.0,Chemicals,39675,36964,34867,36571,31603
1613,1.10E+11,NUCOR STEEL KANKAKEE INC,5647.0,2131.0,41.181332,-87.856643,ONE NUCOR WAY,BOURBONNAIS,ILLINOIS,609144127,KANKAKEE,17091.0,Metals,127272,130034,113793,95199,92282
1616,1.10E+11,CATERPILLAR INC,7153.0,2839.0,41.713056,-88.36444399999999,BOX 348 RT 31S,AURORA,ILLINOIS,60507,KENDALL,17093.0,Other,82965,73791,82230,90991,82099
1620,1.10E+11,SABIC INNOVATIVE PLASTICS US LLC,462.0,5939.0,41.334533,-88.755775,2148 N 2753RD RD,OTTAWA,ILLINOIS,613509766,LA SALLE,17099.0,Other,24435,23299,23158,24749,27234
1621,1.10E+11,PILKINGTON NORTH AMERICA,1025.0,2606.0,41.328904,-88.878568,300 20TH AVE,OTTAWA,ILLINOIS,61350,LA SALLE,17099.0,Minerals,94297,107750,89380,94335,90315
1622,1.10E+11,CARUS CORP LASALLE SITE,4226.0,6133.0,41.337245,-89.08698299999999,1500 EIGHTH ST,LA SALLE,ILLINOIS,61301,LA SALLE,17099.0,Chemicals,21168,19733,23312,23290,27017
1624,1.10E+11,OWENS-BROCKWAY GLASS CONTAINER INC PLANT #09,8753.0,3436.0,41.128334,-88.825374,901 N SHABBONA ST,STREATOR,ILLINOIS,613642058,LA SALLE,17099.0,Minerals,62588,60453,64762,63244,65918
1626,1.10E+11,WAUKEGAN GENERATING STATION,997.0,248.0,42.383322,-87.81337099999999,401 E GREENWOOD AVE,WAUKEGAN,ILLINOIS,60087,LAKE,17097.0,Power Plants,2903736,3676613,3476602,4034486,4067057
1627,1.10E+11,ABBVIE-NORTH CH ICAGO FACILITY,1825.0,2772.0,42.332221999999994,-87.837571,1401 SHERIDAN RD,NORTH CHICAGO,ILLINOIS,600644000,LAKE,17097.0,Chemicals,84941,79560,80241,84209,83773
1643,1.10E+11,ARDAGH GLASS INC,7526.0,3624.0,40.15764,-89.3538,1200 N LOGAN ST,LINCOLN,ILLINOIS,62656,LOGAN,17107.0,Minerals,57837,59600,60086,52495,62346
1644,1.10E+11,ADM EAST COMPLEX-BIOPRODUCTS AND COGENERATION,22.0,151.0,39.870833000000005,-88.890556,4666 FARIES PARKWAY,DECATUR,ILLINOIS,625265666,MACON,17115.0,"Injection of CO2,Other,Suppliers of CO2,Waste",4741830,4720599,4714596,4710939,4466380
1645,1.10E+11,TATE & LYLE INGREDIENTS AMERICAS LLC-DECATUR,241.0,676.0,39.848337,-88.927577,2200 E ELDORADO ST,DECATUR,ILLINOIS,62521,MACON,17115.0,"Other,Waste",894915,808210,712671,738938,710251
1646,1.10E+11,PPG INDUSTRIES INC WORKS #14,1949.0,2631.0,39.779437,-88.904475,2140 E ELWIN RD,DECATUR,ILLINOIS,62521,MACON,17115.0,Minerals,93034,99129,97736,97672,94231
1649,1.10E+11,WOOD RIVER REFINERY,200.0,161.0,38.836148,-90.067006,900 S CENTRAL AVE,ROXANA,ILLINOIS,62084,MADISON,17119.0,"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2,Waste",4355584,4122675,3818623,3399126,3377193
1650,1.10E+11,GATEWAY ENERGY & COKE CO,762.0,974.0,38.69531,-90.1338,2585 EDWARDSVILLE RD,GRANITE CITY,ILLINOIS,62040,MADISON,17119.0,Metals,528945,602618,507007,564568,581093
1651,1.10E+11,US STEEL GRANITE CITY WORKS,779.0,188.0,38.699,-90.14569,1951 STATE ST,GRANITE CITY,ILLINOIS,62040,MADISON,17119.0,"Metals,Waste",3663506,3919919,3749576,3695582,3951946
1652,1.10E+11,OLIN BRASS,1466.0,5010.0,38.87007,-90.11595,305 LEWIS & CLARK BLVD,EAST ALTON,ILLINOIS,620241197,MADISON,17119.0,Metals,34096,36308,34906,39529,46592
1653,1.10E+11,WOOD RIVER POWER STATION,1615.0,235.0,38.886154,-90.13542199999999,#1 CHESSEN LN,ALTON,ILLINOIS,62002,MADISON,17119.0,Power Plants,3053222,3255390,2723429,3373781,3658141
1654,1.10E+11,ABENGOA BIOENERGY OF ILLINOIS,5124.0,1846.0,38.682167,-90.182337,395 BISSELL ST,MADISON,ILLINOIS,62060,MADISON,17119.0,Other,160691,156859,164645,164126,196493
1662,1.10E+11,MEXICHEM SPECIALTY RESINS INC,834.0,7086.0,41.135265999999994,-89.341088,1546 COUNTY RD 1450N,HENRY,ILLINOIS,61537,MARSHALL,17123.0,Other,492,62639,69984,69802,67396
1663,1.10E+11,HAVANA POWER STATION,1628.0,238.0,40.28097,-90.07975,15260 N STATE RT 78,HAVANA,ILLINOIS,62644,MASON,17125.0,Power Plants,3030043,3291810,3161475,3532951,3379530
1664,1.10E+11,JOPPA STEAM GENERATING STATION,491.0,90.0,37.209165999999996,-88.858452,2100 PORTLAND RD,JOPPA,ILLINOIS,62953,MASSAC,17127.0,Power Plants,7231104,6984116,6864771,8038611,8195991
1665,1.10E+11,LAFARGE MIDWEST INC JOPPA PLANT,1931.0,1247.0,37.216953000000004,-88.881162,2500 PORTLAND RD,GRAND CHAIN,ILLINOIS,62941,MASSAC,17127.0,Minerals,332316,304718,408703,858350,896563
1666,1.10E+11,HONEYWELL INTERNATIONAL INC,2442.0,6186.0,37.171154,-88.757255,2768 N US 45,METROPOLIS,ILLINOIS,62960,MASSAC,17127.0,"Chemicals,Industrial Gas Suppliers",20296,13788,26763,39003,23000
1674,1.10E+11,DYNEGY MIDWEST GENERATION-ILLINOIS POWER GENERATING CO - COFFEEN POWERSTATION,1448.0,134.0,39.058646,-89.403182,134 CIPS LN,COFFEEN,ILLINOIS,62017,MONTGOMERY,17135.0,Power Plants,5383255,4861589,5194633,5514975,5469335
1678,1.10E+11,ILLINOIS RIVER ENERGY LLC,3226.0,1711.0,41.892457,-89.034387,1900 STEWARD RD,ROCHELLE,ILLINOIS,61068,OGLE,17141.0,"Other,Waste",181382,183715,177314,162415,166742
1682,1.10E+11,ED EDWARDS ENERGY CENTER,725.0,184.0,40.595838,-89.663203,7800 S CILCO LN,BARTONVILLE,ILLINOIS,61607,PEORIA,17143.0,Power Plants,3775964,4274356,4238714,5313160,5067341
1683,1.10E+11,EVONIK GOLDSCHMIDT CORP,1271.0,2740.0,40.564739,-89.724506,8300 W RT 24,MAPLETON,ILLINOIS,61547,PEORIA,17143.0,Chemicals,86648,87603,100624,82475,84415
1684,1.10E+11,ARCHER DANIELS MIDLAND CO,1667.0,811.0,40.675638,-89.607299,1 EDMUND ST,PEORIA,ILLINOIS,616021737,PEORIA,17143.0,Other,703502,693224,700027,749923,761567
1685,1.10E+11,KEYSTONE STEEL & WIRE CO,2361.0,2049.0,40.641952,-89.646677,7000 SOUTH ADAMS STREET,PEORIA,ILLINOIS,61641,PEORIA,17143.0,Metals,135703,156088,160234,164887,158858
